county,year,quarter,taxable_sales,taxable_purchases,total
Hettinger,2024,2,3415758,76629,3492387
Hettinger,2024,3,2761068,402954,3164022
Hettinger,2024,4,3200407,462309,3662716
Hettinger,2025,1,2544477,36294,2580771
Hettinger,2025,2,2429768,27017,2456785
Hettinger,2025,3,2761299,82380,2843679
Hettinger,2025,4,2965241,71703,3036944
Hettinger,2026,1,2854179,65374,2919553
Hettinger,2026,2,2480000,100385,2580385
Kidder,2019,1,2330876,41439,2372315
Kidder,2019,2,4014635,79458,4094093
Kidder,2019,3,4322439,76550,4398989
Kidder,2019,4,3734225,53728,3787953
Kidder,2020,1,2516588,24571,2541159
Kidder,2020,2,4053652,28568,4082220
Kidder,2020,3,4655497,31819,4687316
Kidder,2020,4,4228862,49872,4278734
Kidder,2021,1,3061019,37175,3098194
Kidder,2021,2,4860930,42954,4903884
Kidder,2021,3,4730240,43101,4773341
Kidder,2021,4,4596224,56928,4653152
Kidder,2022,1,3295975,25135,3321110
Kidder,2022,2,5010259,37303,5047562
Kidder,2022,3,5241910,39246,5281156
Kidder,2022,4,4560234,78987,4639221
Kidder,2023,1,3080903,27430,3108333
Kidder,2023,2,5208164,42172,5250336
Kidder,2023,3,5276399,32365,5308764
Kidder,2023,4,4592342,34035,4626377
Kidder,2024,1,3669671,46987,3716658
Kidder,2024,2,5440462,42861,5483323
Kidder,2024,3,5898287,44927,5943214
Kidder,2024,4,5411964,36384,5448348
Kidder,2025,1,3847474,42559,3890033
Kidder,2025,2,5855367,30569,5885936
Kidder,2025,3,6487694,69044,6556738
Kidder,2025,4,5822588,136051,5958639
Kidder,2026,1,4086134,131866,4218000
Kidder,2026,2,5968177,41980,6010157
Lamoure,2019,1,5432354,80425,5512779
Lamoure,2019,2,7431547,139656,7571203
Lamoure,2019,3,7675947,95388,7771335
Lamoure,2019,4,8412745,155587,8568332
Lamoure,2020,1,5513101,99128,5612229
Lamoure,2020,2,6668269,95717,6763986
Lamoure,2020,3,8442892,160591,8603483
Lamoure,2020,4,8915331,176109,9091440
Lamoure,2021,1,7174240,72573,7246813
Lamoure,2021,2,9447745,139653,9587398
Lamoure,2021,3,10044967,99610,10144577
Lamoure,2021,4,10043629,150775,10194404
Lamoure,2022,1,7692498,159745,7852243
Lamoure,2022,2,11437498,121285,11558783
Lamoure,2022,3,12490639,152524,12643163
Lamoure,2022,4,16064526,139105,16203631
Lamoure,2023,1,8696361,79658,8776019
Lamoure,2023,2,12906117,130940,13037057
Lamoure,2023,3,11737200,52502,11789702
Lamoure,2023,4,11172083,125234,11297317
Lamoure,2024,1,7167387,107715,7275102
Lamoure,2024,2,7570066,87055,7657121
Lamoure,2024,3,9220243,115827,9336070
Lamoure,2024,4,10037580,175680,10213260
Lamoure,2025,1,5263004,84293,5347297
Lamoure,2025,2,8130282,68179,8198461
Lamoure,2025,3,9143336,77598,9220934
Lamoure,2025,4,9409647,80382,9490029
Lamoure,2026,1,7071381,60382,7131763
Lamoure,2026,2,7324298,73181,7397479
Logan,2019,1,3112454,8584,3121038
Logan,2019,2,3241085,20029,3261114
Logan,2019,3,2773209,33021,2806230
Logan,2019,4,2937054,32353,2969407
Logan,2020,1,2411762,14955,2426717
Logan,2020,2,3658290,60696,3718986
Logan,2020,3,3557953,18021,3575974
Logan,2020,4,3640407,14641,3655048
Logan,2021,1,2386924,27359,2414283
Logan,2021,2,4768837,68032,4836869
Logan,2021,3,3451286,13251,3464537
Logan,2021,4,3616744,82687,3699431
Logan,2022,1,2620758,82471,2703229
Logan,2022,2,6011827,158589,6170416
Logan,2022,3,5900347,124952,6025299
Logan,2022,4,8980717,222922,9203639
Logan,2023,1,4343223,24425,4367648
Logan,2023,2,4885839,87783,4973622
Logan,2023,3,5187277,17645,5204922
Logan,2023,4,3580402,45048,3625450
Logan,2024,1,2715218,18607,2733825
Logan,2024,2,3342174,13442,3355616
Logan,2024,3,4026662,26958,4053620
Logan,2024,4,4289770,1069388,5359158
Logan,2025,1,2101312,119095,2220407
Logan,2025,2,2937453,283087,3220540
Logan,2025,3,3765843,409729,4175572
Logan,2025,4,4122863,87382,4210245
Logan,2026,1,2134012,46097,2180109
Logan,2026,2,3145576,136186,3281762
McHenry,2019,1,2834835,285512,3120347
McHenry,2019,2,4881251,553346,5434597
McHenry,2019,3,5501769,1060441,6562210
McHenry,2019,4,4643192,573528,5216720
McHenry,2020,1,3933148,508693,4441841
McHenry,2020,2,5358911,357561,5716472
McHenry,2020,3,5215883,490692,5706575
McHenry,2020,4,7472303,1846208,9318511
McHenry,2021,1,4675332,1167937,5843269
McHenry,2021,2,6538234,635429,7173663
McHenry,2021,3,5366317,1562387,6928704
McHenry,2021,4,6205950,912864,7118814
McHenry,2022,1,4391200,671007,5062207
McHenry,2022,2,6741877,850608,7592485
McHenry,2022,3,7942155,1013395,8955550
McHenry,2022,4,9803359,1639290,11442649
McHenry,2023,1,6335882,992488,7328370
McHenry,2023,2,12139188,1312010,13451198
McHenry,2023,3,8159119,1139883,9299002
McHenry,2023,4,7700799,1188826,8889625
McHenry,2024,1,5415784,946111,6361895
McHenry,2024,2,7654475,1354605,9009080
McHenry,2024,3,7758031,2231823,9989854
McHenry,2024,4,7278367,2056204,9334571
McHenry,2025,1,6520204,1602605,8122809
McHenry,2025,2,8481804,1550058,10031862
McHenry,2025,3,8688457,2345888,11034345
McHenry,2025,4,7254987,943321,8198308
McHenry,2026,1,5186141,852177,6038318
McHenry,2026,2,9551446,1721313,11272759
McIntosh,2019,1,5064968,15331,5080299
McIntosh,2019,2,6156326,37503,6193829
McIntosh,2019,3,7772896,31919,7804815
McIntosh,2019,4,7989896,252150,8242046
McIntosh,2020,1,5842232,13413,5855645
McIntosh,2020,2,7787561,10917,7798478
McIntosh,2020,3,8084329,11227,8095556
McIntosh,2020,4,8578440,200114,8778554
McIntosh,2021,1,7062928,15766,7078694
McIntosh,2021,2,10383612,14707,10398319
McIntosh,2021,3,10047323,36022,10083345
McIntosh,2021,4,12118000,262156,12380156
McIntosh,2022,1,9196977,9080,9206057
McIntosh,2022,2,9197657,16380,9214037
McIntosh,2022,3,15409527,12564,15422091
McIntosh,2022,4,15173340,258486,15431826
McIntosh,2023,1,10170055,14351,10184406
McIntosh,2023,2,11499397,56848,11556245
McIntosh,2023,3,13252974,27393,13280367
McIntosh,2023,4,17240242,148929,17389171
McIntosh,2024,1,12330709,29258,12359967
McIntosh,2024,2,12075292,192999,12268291
McIntosh,2024,3,12888015,23298,12911313
McIntosh,2024,4,10921180,144384,11065564
McIntosh,2025,1,8765288,21715,8787003
McIntosh,2025,2,11632180,198240,11830420
McIntosh,2025,3,13174666,46394,13221060
McIntosh,2025,4,12867433,133317,13000750
McIntosh,2026,1,7557946,147307,7705253
McIntosh,2026,2,11756362,212923,11969285
McKenzie,2019,1,68694763,3639493,72334256
McKenzie,2019,2,82282909,21120051,103402960
McKenzie,2019,3,91972565,8865240,100837805
McKenzie,2019,4,80487221,4805562,85292783
McKenzie,2020,1,69198806,3800629,72999435
McKenzie,2020,2,43291487,2072464,45363951
McKenzie,2020,3,49072936,1751065,50824001
McKenzie,2020,4,53921277,2097027,56018304
McKenzie,2021,1,45279859,2433841,47713700
McKenzie,2021,2,56808551,3252035,60060586
McKenzie,2021,3,65349085,2362074,67711159
McKenzie,2021,4,62937330,4607741,67545071
McKenzie,2022,1,52447037,3731523,56178560
McKenzie,2022,2,62877532,3234842,66112374
McKenzie,2022,3,80120374,5842696,85963070
McKenzie,2022,4,73880123,5197753,79077876
McKenzie,2023,1,72499315,4443193,76942508
McKenzie,2023,2,82434160,5292685,87726845
McKenzie,2023,3,83821909,4605469,88427378
McKenzie,2023,4,80784802,4104780,84889582
McKenzie,2024,1,67966722,4130000,72096722
McKenzie,2024,2,78684309,3077435,81761744
McKenzie,2024,3,82705048,5368667,88073715
McKenzie,2024,4,80877763,4262264,85140027
McKenzie,2025,1,70083701,3918068,74001769
McKenzie,2025,2,76863184,6080927,82944111
McKenzie,2025,3,74343643,2584585,76928228
McKenzie,2025,4,70192974,3124515,73317489
McKenzie,2026,1,64121757,3544019,67665776
McKenzie,2026,2,73766991,3330346,77097337
McLean,2019,1,13175931,260949,13436880
McLean,2019,2,19025331,279692,19305023
McLean,2019,3,17930320,170718,18101038
McLean,2019,4,14367651,144057,14511708
McLean,2020,1,11279730,316394,11596124
McLean,2020,2,18772950,326305,19099255
McLean,2020,3,18065008,362808,18427816
McLean,2020,4,14282147,267877,14550024
McLean,2021,1,10589769,71642,10661411
McLean,2021,2,17015614,230417,17246031
McLean,2021,3,16839400,195686,17035086
McLean,2021,4,13317191,148657,13465848
McLean,2022,1,10336019,192000,10528019
McLean,2022,2,15751711,162283,15913994
McLean,2022,3,19447812,178897,19626709
McLean,2022,4,16014528,170896,16185424
McLean,2023,1,10167709,85882,10253591
McLean,2023,2,18569913,180864,18750777
McLean,2023,3,19522407,674357,20196764
McLean,2023,4,17748975,246462,17995437
McLean,2024,1,10224868,1200068,11424936
McLean,2024,2,17514309,986518,18500827
McLean,2024,3,21972589,430639,22403228
McLean,2024,4,15140939,612292,15753231
McLean,2025,1,12764963,483880,13248843
McLean,2025,2,18159903,430370,18590273
McLean,2025,3,21156220,351754,21507974
McLean,2025,4,14915754,316635,15232389
McLean,2026,1,9463667,527480,9991147
McLean,2026,2,17402170,378771,17780941
Mercer,2019,1,11431544,627003,12058547
Mercer,2019,2,19113057,288977,19402034
Mercer,2019,3,16855590,216491,17072081
Mercer,2019,4,13076626,209968,13286594
Mercer,2020,1,10147175,179692,10326867
Mercer,2020,2,14745765,123927,14869692
Mercer,2020,3,14996582,199087,15195669
Mercer,2020,4,12324058,319253,12643311
Mercer,2021,1,10488037,113459,10601496
Mercer,2021,2,16065903,220425,16286328
Mercer,2021,3,14357497,153083,14510580
Mercer,2021,4,13454637,158763,13613400
Mercer,2022,1,10612913,143836,10756749
Mercer,2022,2,15431226,290249,15721475
Mercer,2022,3,17422780,224110,17646890
Mercer,2022,4,14365598,198723,14564321
Mercer,2023,1,11853004,198425,12051429
Mercer,2023,2,18480742,131662,18612404
Mercer,2023,3,19158464,168806,19327270
Mercer,2023,4,16536839,523131,17059970
Mercer,2024,1,12946005,299236,13245241
Mercer,2024,2,19132472,217245,19349717
Mercer,2024,3,18263764,143042,18406806
Mercer,2024,4,13969731,227278,14197009
Mercer,2025,1,11535804,113047,11648851
Mercer,2025,2,16604686,125229,16729915
Mercer,2025,3,16716410,205555,16921965
Mercer,2025,4,13716283,200254,13916537
Mercer,2026,1,11767018,108875,11875893
Mercer,2026,2,15362153,308078,15670231
Morton,2019,1,48477652,9768342,58245994
Morton,2019,2,67232488,9924331,77156819
Morton,2019,3,69124773,11611712,80736485
Morton,2019,4,62476504,14442685,76919189
Morton,2020,1,52872741,9940477,62813218
Morton,2020,2,66845342,12569453,79414795
Morton,2020,3,68566310,9683119,78249429
Morton,2020,4,65333287,8710573,74043860
Morton,2021,1,57747511,4962490,62710001
Morton,2021,2,78649417,5912857,84562274
Morton,2021,3,71476389,8746616,80223005
Morton,2021,4,71280490,12657599,83938089
Morton,2022,1,59648931,6654385,66303316
Morton,2022,2,79368222,12181900,91550122
Morton,2022,3,83411341,9590996,93002337
Morton,2022,4,77055183,14175009,91230192
Morton,2023,1,65487352,5728451,71215803
Morton,2023,2,87495457,12741437,100236894
Morton,2023,3,88424022,10505274,98929296
Morton,2023,4,78642684,19363704,98006388
Morton,2024,1,66245219,19362093,85607312
Morton,2024,2,83304142,44876573,128180715
Morton,2024,3,81478646,49644898,131123544
Morton,2024,4,80875908,19280468,100156376
Morton,2025,1,63234902,11924625,75159527
Morton,2025,2,80523659,11450340,91973999
Morton,2025,3,79782072,13795093,93577165
Morton,2025,4,79694563,17506332,97200895
Morton,2026,1,64315235,16216855,80532090
Morton,2026,2,77783675,19951742,97735417
Mountrail,2019,1,61962957,416358,62379315
Mountrail,2019,2,73893504,556932,74450436
Mountrail,2019,3,78001277,439700,78440977
Mountrail,2019,4,74819222,798216,75617438
Mountrail,2020,1,59516444,442746,59959190
Mountrail,2020,2,35807371,408296,36215667
Mountrail,2020,3,35838879,710763,36549642
Mountrail,2020,4,32324278,805190,33129468
Mountrail,2021,1,29248488,434433,29682921
Mountrail,2021,2,40758111,820261,41578372
Mountrail,2021,3,40435176,1906931,42342107
Mountrail,2021,4,40467059,1961853,42428912
Mountrail,2022,1,32812562,1240800,34053362
Mountrail,2022,2,41933667,873629,42807296
Mountrail,2022,3,66218743,1688959,67907702
Mountrail,2022,4,57514910,1583896,59098806
Mountrail,2023,1,60255816,1582996,61838812
Mountrail,2023,2,68469131,1483923,69953054
Mountrail,2023,3,94827477,1910645,96738122
Mountrail,2023,4,58792401,1480233,60272634
Mountrail,2024,1,48639446,1184083,49823529
Mountrail,2024,2,62358973,1210959,63569932
Mountrail,2024,3,67536507,1383691,68920198
Mountrail,2024,4,59787994,2062452,61850446
Mountrail,2025,1,36234348,1490566,37724914
Mountrail,2025,2,53238475,2063794,55302269
Mountrail,2025,3,65811052,3360314,69171366
Mountrail,2025,4,54091296,1512499,55603795
Mountrail,2026,1,41491145,1350097,42841242
Mountrail,2026,2,49789102,1137233,50926335
Nelson,2019,1,3183597,2155,3185752
Nelson,2019,2,4222991,16020,4239011
Nelson,2019,3,4916320,3901,4920221
Nelson,2019,4,4085985,28590,4114575
Nelson,2020,1,3121422,80417,3201839
Nelson,2020,2,4301116,6285,4307401
Nelson,2020,3,4541051,5540,4546591
Nelson,2020,4,4351567,17733,4369300
Nelson,2021,1,4452973,1217,4454190
Nelson,2021,2,4750291,8507,4758798
Nelson,2021,3,4823753,11043,4834796
Nelson,2021,4,4727713,14000,4741713
Nelson,2022,1,5191282,1776,5193058
Nelson,2022,2,5961191,2968,5964159
Nelson,2022,3,7053146,8504,7061650
Nelson,2022,4,7021860,4831,7026691
Nelson,2023,1,4569376,2200,4571576
Nelson,2023,2,6279776,35783,6315559
Nelson,2023,3,6819184,1032,6820216
Nelson,2023,4,6531525,3599,6535124
Nelson,2024,1,4350624,1072,4351696
Nelson,2024,2,5052419,2474,5054893
Nelson,2024,3,5236498,1515,5238013
Nelson,2024,4,5191866,51760,5243626
Nelson,2025,1,3916562,11697,3928259
Nelson,2025,2,5779949,32585,5812534
Nelson,2025,3,5392623,62259,5454882
Nelson,2025,4,5979727,89040,6068767
Nelson,2026,1,4465663,107699,4573362
Nelson,2026,2,6256147,84076,6340223
Oliver,2019,1,559305,136019,695324
Oliver,2019,2,701955,107338,809293
Oliver,2019,3,746497,293270,1039767
Oliver,2019,4,749315,132018,881333
Oliver,2020,1,545891,154839,700730
Oliver,2020,2,715517,252037,967554
Oliver,2020,3,778068,76932,855000
Oliver,2020,4,760668,30271,790939
Oliver,2021,1,735668,3407,739075
Oliver,2021,2,958287,17460,975747
Oliver,2021,3,883381,57296,940677
Oliver,2021,4,1020378,74438,1094816
Oliver,2022,1,828162,5814,833976
Oliver,2022,2,1059559,83772,1143331
Oliver,2022,3,963226,8272,971498
Oliver,2022,4,1112216,20820,1133036
Oliver,2023,1,745012,21277,766289
Oliver,2023,2,935815,25616,961431
Oliver,2023,3,1098416,47986,1146402
Oliver,2023,4,901376,116162,1017538
Oliver,2024,1,725981,3822,729803
Oliver,2024,2,1132791,18433,1151224
Oliver,2024,3,953726,63801,1017527
Oliver,2024,4,1003050,72946,1075996
Oliver,2025,1,859249,75576,934825
Oliver,2025,2,988879,20917,1009796
Oliver,2025,3,1002185,122543,1124728
Oliver,2025,4,1084510,85076,1169586
Oliver,2026,1,729836,1739,731575
Oliver,2026,2,1038743,51511,1090254
Out-Of-State,2019,1,1074877598,285117488,1359995086
Out-Of-State,2019,2,1285395688,366985767,1652381455
Out-Of-State,2019,3,1347360582,399288026,1746648608
Out-Of-State,2019,4,1450189554,392716790,1842906344
Out-Of-State,2020,1,1195308644,345512575,1540821219
Out-Of-State,2020,2,1073027153,184085770,1257112923
Out-Of-State,2020,3,1050515082,176476797,1226991879
Out-Of-State,2020,4,1406910161,206482181,1613392342
Out-Of-State,2021,1,1075131479,146526084,1221657563
Out-Of-State,2021,2,1230819995,174855756,1405675751
Out-Of-State,2021,3,1273474454,215938662,1489413116
Out-Of-State,2021,4,1454333588,217622760,1671956348
Out-Of-State,2022,1,1294753691,200778346,1495532037
Out-Of-State,2022,2,1563547179,198298178,1761845357
Out-Of-State,2022,3,1811656403,327081914,2138738317
Out-Of-State,2022,4,1910755257,257201226,2167956483
Out-Of-State,2023,1,1764376922,307817559,2072194481
Out-Of-State,2023,2,2025494436,331483078,2356977514
Out-Of-State,2023,3,1952649714,391453080,2344102794
Out-Of-State,2023,4,1972104176,330100791,2302204967
Out-Of-State,2024,1,1667530406,256467445,1923997851
Out-Of-State,2024,2,1896688203,295023926,2191712129
Out-Of-State,2024,3,2044998128,338917329,2383915457
Out-Of-State,2024,4,2283326063,289725336,2573051399
Out-Of-State,2025,1,1760030666,268367995,2028398661
Out-Of-State,2025,2,2072748364,296390639,2369139003
Out-Of-State,2025,3,2105246158,284044297,2389290455
Out-Of-State,2025,4,2186361753,258555733,2444917486
Out-Of-State,2026,1,2009103104,220052321,2229155425
Out-Of-State,2026,2,2415641097,290805206,2706446303
Pembina,2019,1,7170536,286394,7456930
Pembina,2019,2,10837673,3144546,13982219
Pembina,2019,3,12199064,11026019,23225083
Pembina,2019,4,10246639,5647059,15893698
Pembina,2020,1,8273075,255206,8528281
Pembina,2020,2,10475111,3721558,14196669
Pembina,2020,3,12388492,6410803,18799295
Pembina,2020,4,10324745,3625257,13950002
Pembina,2021,1,8891281,368948,9260229
Pembina,2021,2,11863787,2076218,13940005
Pembina,2021,3,12624570,7602377,20226947
Pembina,2021,4,11898871,2861723,14760594
Pembina,2022,1,10594813,346574,10941387
Pembina,2022,2,13244252,3569439,16813691
Pembina,2022,3,15905661,15066931,30972592
Pembina,2022,4,18830216,2112155,20942371
Pembina,2023,1,10196860,380692,10577552
Pembina,2023,2,13617857,3892155,17510012
Pembina,2023,3,15824939,12143614,27968553
Pembina,2023,4,13780807,4432725,18213532
Pembina,2024,1,11063301,426534,11489835
Pembina,2024,2,15019726,4323401,19343127
Pembina,2024,3,16583750,9953149,26536899
Pembina,2024,4,14219643,3934179,18153822
Pembina,2025,1,10545523,412840,10958363
Pembina,2025,2,14381163,3828958,18210121
Pembina,2025,3,15453533,10292695,25746228
Pembina,2025,4,13366875,3941277,17308152
Pembina,2026,1,10132231,454588,10586819
Pembina,2026,2,13155392,4877280,18032672
Pierce,2019,1,9656525,618491,10275016
Pierce,2019,2,12881049,1282491,14163540
Pierce,2019,3,13736179,1175358,14911537
Pierce,2019,4,10344152,703336,11047488
Pierce,2020,1,10558343,427745,10986088
Pierce,2020,2,11280368,1009792,12290160
Pierce,2020,3,14358711,1359518,15718229
Pierce,2020,4,13856773,1031845,14888618
Pierce,2021,1,11309682,612302,11921984
Pierce,2021,2,15396229,1680258,17076487
Pierce,2021,3,14146039,2083847,16229886
Pierce,2021,4,15632355,1457517,17089872
Pierce,2022,1,10165834,357225,10523059
Pierce,2022,2,15545900,1327995,16873895
Pierce,2022,3,17409390,1511050,18920440
Pierce,2022,4,16332563,884140,17216703
Pierce,2023,1,10732275,385132,11117407
Pierce,2023,2,17420367,1585591,19005958
Pierce,2023,3,18547175,1700757,20247932
Pierce,2023,4,15819192,843491,16662683
Pierce,2024,1,13732823,692878,14425701
Pierce,2024,2,13252199,1785788,15037987
Pierce,2024,3,18768317,1536672,20304989
Pierce,2024,4,13671396,1401519,15072915
Pierce,2025,1,11236172,652178,11888350
Pierce,2025,2,14564047,1255331,15819378
Pierce,2025,3,16327718,1901107,18228825
Pierce,2025,4,13468730,917760,14386490
Pierce,2026,1,9152035,698516,9850551
Pierce,2026,2,16039877,1730391,17770268
Ramsey,2019,1,34044343,367418,34411761
Ramsey,2019,2,45109155,398269,45507424
Ramsey,2019,3,43503066,642970,44146036
Ramsey,2019,4,38673135,824258,39497393
Ramsey,2020,1,34322858,403680,34726538
Ramsey,2020,2,45928628,206006,46134634
Ramsey,2020,3,48696829,629128,49325957
Ramsey,2020,4,45011523,256384,45267907
Ramsey,2021,1,42549577,450735,43000312
Ramsey,2021,2,55295397,551302,55846699
Ramsey,2021,3,51332712,744576,52077288
Ramsey,2021,4,52622007,594085,53216092
Ramsey,2022,1,41117661,615074,41732735
Ramsey,2022,2,56400798,458608,56859406
Ramsey,2022,3,59381239,941478,60322717
Ramsey,2022,4,55152277,623650,55775927
Ramsey,2023,1,45951166,270771,46221937
Ramsey,2023,2,60311118,585676,60896794
Ramsey,2023,3,59444087,1079152,60523239
Ramsey,2023,4,57893294,1150670,59043964
Ramsey,2024,1,44112541,561087,44673628
Ramsey,2024,2,57012944,544435,57557379
Ramsey,2024,3,55281003,1209561,56490564
Ramsey,2024,4,51261434,801447,52062881
Ramsey,2025,1,39492205,465677,39957882
Ramsey,2025,2,55465127,454900,55920027
Ramsey,2025,3,52190148,641784,52831932
Ramsey,2025,4,47077491,581288,47658779
Ramsey,2026,1,38530418,349306,38879724
Ramsey,2026,2,56579466,479844,57059310
Ransom,2019,1,5954194,702032,6656226
Ransom,2019,2,9005476,810907,9816383
Ransom,2019,3,8330407,1434563,9764970
Ransom,2019,4,7644544,1074426,8718970
Ransom,2020,1,5785946,1256331,7042277
Ransom,2020,2,8195752,1752909,9948661
Ransom,2020,3,9300423,1622975,10923398
Ransom,2020,4,8070900,1849428,9920328
Ransom,2021,1,7949030,1142076,9091106
Ransom,2021,2,9368729,2146190,11514919
Ransom,2021,3,8947304,2700661,11647965
Ransom,2021,4,9926212,2898974,12825186
Ransom,2022,1,8112697,2292980,10405677
Ransom,2022,2,9957864,3258906,13216770
Ransom,2022,3,10402960,3105927,13508887
Ransom,2022,4,9719617,2200161,11919778
Ransom,2023,1,7335343,2362901,9698244
Ransom,2023,2,9545167,3596787,13141954
Ransom,2023,3,10933638,2108091,13041729
Ransom,2023,4,10039282,2587864,12627146
Ransom,2024,1,7262963,2377664,9640627
Ransom,2024,2,10536254,4307365,14843619
Ransom,2024,3,9686212,3402328,13088540
Ransom,2024,4,10310540,3712947,14023487
Ransom,2025,1,7370255,3726757,11097012
Ransom,2025,2,10226707,3783116,14009823
Ransom,2025,3,11520352,4306551,15826903
Ransom,2025,4,9602328,3590480,13192808
Ransom,2026,1,6886814,3582348,10469162
Ransom,2026,2,9369902,5663396,15033298
Renville,2019,1,5394467,98949,5493416
Renville,2019,2,7790554,314523,8105077
Renville,2019,3,8602710,239798,8842508
Renville,2019,4,8811675,159066,8970741
Renville,2020,1,6777816,126830,6904646
Renville,2020,2,5713699,142706,5856405
Renville,2020,3,6903786,58344,6962130
Renville,2020,4,6462123,149644,6611767
Renville,2021,1,4854088,121267,4975355
Renville,2021,2,8315372,118038,8433410
Renville,2021,3,9447138,94921,9542059
Renville,2021,4,8505827,150244,8656071
Renville,2022,1,6794985,164466,6959451
Renville,2022,2,10393387,118876,10512263
Renville,2022,3,11706664,90313,11796977
Renville,2022,4,7680864,90266,7771130
Renville,2023,1,3937746,40430,3978176
Renville,2023,2,6940540,159233,7099773
Renville,2023,3,7060026,46352,7106378
Renville,2023,4,4163698,27829,4191527
Renville,2024,1,3635672,164428,3800100
Renville,2024,2,7366239,71596,7437835
Renville,2024,3,4928415,55316,4983731
Renville,2024,4,4555844,145276,4701120
Renville,2025,1,3338187,135826,3474013
Renville,2025,2,6011483,530767,6542250
Renville,2025,3,4507690,120499,4628189
Renville,2025,4,3668027,72472,3740499
Renville,2026,1,3719156,47058,3766214
Renville,2026,2,4834655,76956,4911611
Richland,2019,1,26499068,4205612,30704680
Richland,2019,2,35734076,6900859,42634935
Richland,2019,3,34488992,3928615,38417607
Richland,2019,4,32424687,4822904,37247591
Richland,2020,1,28227604,4293554,32521158
Richland,2020,2,34627923,6269291,40897214
Richland,2020,3,38349220,4359422,42708642
Richland,2020,4,35603479,4982811,40586290
Richland,2021,1,33154789,3759658,36914447
Richland,2021,2,41453385,4618656,46072041
Richland,2021,3,43203650,5542384,48746034
Richland,2021,4,40466362,4979915,45446277
Richland,2022,1,32749657,3584076,36333733
Richland,2022,2,42309536,7205821,49515357
Richland,2022,3,45193797,10252072,55445869
Richland,2022,4,40209353,5789657,45999010
Richland,2023,1,38216090,5745278,43961368
Richland,2023,2,44625746,11958775,56584521
Richland,2023,3,46547733,8825401,55373134
Richland,2023,4,41481859,5990674,47472533
Richland,2024,1,37292718,4332533,41625251
Richland,2024,2,43649265,7351210,51000475
Richland,2024,3,45841861,6838948,52680809
Richland,2024,4,41856232,5882536,47738768
Richland,2025,1,35494830,4012644,39507474
Richland,2025,2,41836371,7597472,49433843
Richland,2025,3,47247374,6619481,53866855
Richland,2025,4,47248922,5830784,53079706
Richland,2026,1,34688433,6008924,40697357
Richland,2026,2,42021618,10253012,52274630
Rolette,2019,1,5808647,23840,5832487
Rolette,2019,2,8808929,71184,8880113
Rolette,2019,3,8912517,24869,8937386
Rolette,2019,4,6662501,357282,7019783
Rolette,2020,1,6045002,34778,6079780
Rolette,2020,2,8537798,26441,8564239
Rolette,2020,3,8463345,20783,8484128
Rolette,2020,4,7042306,825761,7868067
Rolette,2021,1,6849029,47628,6896657
Rolette,2021,2,8706377,114805,8821182
Rolette,2021,3,8560091,103956,8664047
Rolette,2021,4,7806849,89533,7896382
Rolette,2022,1,6618561,44776,6663337
Rolette,2022,2,8845778,84031,8929809
Rolette,2022,3,10067184,80244,10147428
Rolette,2022,4,8727216,166865,8894081
Rolette,2023,1,7057599,96873,7154472
Rolette,2023,2,9542279,135090,9677369
Rolette,2023,3,10961964,165951,11127915
Rolette,2023,4,9065599,104344,9169943
Rolette,2024,1,7936412,59859,7996271
Rolette,2024,2,10117574,146291,10263865
Rolette,2024,3,11077288,90131,11167419
Rolette,2024,4,9895463,80459,9975922
Rolette,2025,1,7459391,40502,7499893
Rolette,2025,2,10335633,188477,10524110
Rolette,2025,3,10602990,120626,10723616
Rolette,2025,4,10168255,97952,10266207
Rolette,2026,1,7533970,88944,7622914
Rolette,2026,2,9624694,101653,9726347
Sargent,2019,1,4311686,8592730,12904416
Sargent,2019,2,6265784,8870768,15136552
Sargent,2019,3,5878797,9507091,15385888
Sargent,2019,4,6461314,8669785,15131099
Sargent,2020,1,5387706,8209159,13596865
Sargent,2020,2,5440732,5854553,11295285
Sargent,2020,3,6572330,5709657,12281987
Sargent,2020,4,6420282,7332710,13752992
Sargent,2021,1,5839424,7160599,13000023
Sargent,2021,2,6740762,7419838,14160600
Sargent,2021,3,6933890,6980018,13913908
Sargent,2021,4,7383176,360757,7743933
Sargent,2022,1,6744416,351309,7095725
Sargent,2022,2,8151847,240106,8391953
Sargent,2022,3,9132420,278150,9410570
Sargent,2022,4,9495723,313243,9808966
Sargent,2023,1,8791869,686421,9478290
Sargent,2023,2,10315860,532912,10848772
Sargent,2023,3,9595508,204986,9800494
Sargent,2023,4,10186815,353873,10540688
Sargent,2024,1,8090796,157060,8247856
Sargent,2024,2,8527793,312311,8840104
Sargent,2024,3,9242184,153514,9395698
Sargent,2024,4,9983579,453748,10437327
Sargent,2025,1,8509656,215260,8724916
Sargent,2025,2,8754819,228377,8983196
Sargent,2025,3,9554080,244667,9798747
Sargent,2025,4,8720714,359803,9080517
Sargent,2026,1,8516138,353882,8870020
Sargent,2026,2,9378513,149911,9528424
Sheridan,2019,1,411167,3516,414683
Sheridan,2019,2,644177,23888,668065
Sheridan,2019,3,585160,3243,588403
Sheridan,2019,4,589126,525,589651
Sheridan,2020,1,417638,605,418243
Sheridan,2020,2,635022,2912,637934
Sheridan,2020,3,690102,4551,694653
Sheridan,2020,4,700029,8807,708836
Sheridan,2021,1,573927,783,574710
