county,year,quarter,taxable_sales,taxable_purchases,total
Sheridan,2021,2,745000,4849,749849
Sheridan,2021,3,678307,149577,827884
Sheridan,2021,4,735084,1048,736132
Sheridan,2022,1,597233,953,598186
Sheridan,2022,2,862932,5372,868304
Sheridan,2022,3,911009,2365,913374
Sheridan,2022,4,749301,2008,751309
Sheridan,2023,1,597367,4212,601579
Sheridan,2023,2,925658,16981,942639
Sheridan,2023,3,934634,5329,939963
Sheridan,2023,4,805674,11863,817537
Sheridan,2024,1,633560,4582,638142
Sheridan,2024,2,994349,1753,996102
Sheridan,2024,3,851292,2800,854092
Sheridan,2024,4,769686,4889,774575
Sheridan,2025,1,423489,451,423940
Sheridan,2025,2,771454,2451,773905
Sheridan,2025,3,785769,862,786631
Sheridan,2025,4,650800,-249,650551
Sheridan,2026,1,531739,984,532723
Sheridan,2026,2,757000,545,757545
Sioux,2019,1,469599,90,469689
Sioux,2019,2,555088,3353,558441
Sioux,2019,3,513226,103,513329
Sioux,2019,4,558636,3672,562308
Sioux,2020,1,540155,106,540261
Sioux,2020,2,593400,106,593506
Sioux,2020,3,664369,563,664932
Sioux,2020,4,814259,107,814366
Sioux,2021,1,558828,975,559803
Sioux,2021,2,632471,736,633207
Sioux,2021,3,532258,182,532440
Sioux,2021,4,814405,429,814834
Sioux,2022,1,533431,29,533460
Sioux,2022,2,723238,7751,730989
Sioux,2022,3,500776,656,501432
Sioux,2022,4,842577,20984,863561
Sioux,2023,1,493727,1214,494941
Sioux,2023,2,580141,133,580274
Sioux,2023,3,551240,401,551641
Sioux,2023,4,977250,21441,998691
Sioux,2024,1,574531,3206,577737
Sioux,2024,2,630007,19,630026
Sioux,2024,3,936023,2627,938650
Sioux,2024,4,960338,8512,968850
Sioux,2025,1,797163,15749,812912
Sioux,2025,2,817266,2880,820146
Sioux,2025,3,650625,35320,685945
Sioux,2025,4,772181,5738,777919
Sioux,2026,1,717502,5026,722528
Sioux,2026,2,723653,425,724078
Slope,2019,1,171520,1774,173294
Slope,2019,2,254264,3212,257476
Slope,2019,3,266678,43036,309714
Slope,2019,4,234041,2321,236362
Slope,2020,1,161952,1601,163553
Slope,2020,2,205504,2223,207727
Slope,2020,3,274295,1655,275950
Slope,2020,4,234940,1768,236708
Slope,2021,1,141779,1676,143455
Slope,2021,2,236427,2992,239419
Slope,2021,3,265635,2034,267669
Slope,2021,4,234801,2069,236870
Slope,2022,1,146663,1671,148334
Slope,2022,2,228267,3527,231794
Slope,2022,3,283492,2187,285679
Slope,2022,4,222873,2186,225059
Slope,2023,1,153805,1607,155412
Slope,2023,2,234650,3952,238602
Slope,2023,3,252357,2041,254398
Slope,2023,4,229442,2612,232054
Slope,2024,1,152833,1216,154049
Slope,2024,2,232339,3661,236000
Slope,2024,3,253165,1861,255026
Slope,2024,4,240938,2801,243739
Slope,2025,1,154375,1154,155529
Slope,2025,2,268938,5859,274797
Slope,2025,3,307948,1826,309774
Slope,2025,4,242561,4356,246917
Slope,2026,1,150689,1862,152551
Slope,2026,2,180832,5062,185894
Stark,2019,1,230085606,12215036,242300642
Stark,2019,2,283943326,10638336,294581662
Stark,2019,3,285546269,12789921,298336190
Stark,2019,4,240191498,13260073,253451571
Stark,2020,1,205235099,12328333,217563432
Stark,2020,2,163594854,6398194,169993048
Stark,2020,3,179232628,7818586,187051214
Stark,2020,4,167807883,9856889,177664772
Stark,2021,1,147528716,7078764,154607480
Stark,2021,2,181021850,8376238,189398088
Stark,2021,3,205000726,9156582,214157308
Stark,2021,4,202726388,9997025,212723413
Stark,2022,1,167145120,7061905,174207025
Stark,2022,2,205046623,10654193,215700816
Stark,2022,3,245816372,10083012,255899384
Stark,2022,4,217116773,9531545,226648318
Stark,2023,1,200341361,12089122,212430483
Stark,2023,2,253751934,12842082,266594016
Stark,2023,3,266463201,15672350,282135551
Stark,2023,4,258725291,18130522,276855813
Stark,2024,1,216331441,13766500,230097941
Stark,2024,2,268113760,14831730,282945490
Stark,2024,3,284972367,13023104,297995471
Stark,2024,4,272641860,13684499,286326359
Stark,2025,1,224713686,12403202,237116888
Stark,2025,2,291704717,13296951,305001668
Stark,2025,3,306365558,16031691,322397249
Stark,2025,4,285031401,13376631,298408032
Stark,2026,1,239738102,7616388,247354490
Stark,2026,2,293331849,11101703,304433552
Steele,2019,1,1218988,156117,1375105
Steele,2019,2,2212223,179505,2391728
Steele,2019,3,2945689,88840,3034529
Steele,2019,4,2327353,184274,2511627
Steele,2020,1,1314256,74410,1388666
Steele,2020,2,2094453,140053,2234506
Steele,2020,3,3446064,166221,3612285
Steele,2020,4,3169603,222197,3391800
Steele,2021,1,1464307,179776,1644083
Steele,2021,2,2368690,52011,2420701
Steele,2021,3,2926550,51936,2978486
Steele,2021,4,3058066,342248,3400314
Steele,2022,1,1484217,234442,1718659
Steele,2022,2,2501906,523971,3025877
Steele,2022,3,4402658,410446,4813104
Steele,2022,4,3022970,464591,3487561
Steele,2023,1,1617683,326364,1944047
Steele,2023,2,2602149,387333,2989482
Steele,2023,3,5215225,807120,6022345
Steele,2023,4,3489722,845798,4335520
Steele,2024,1,1579174,150042,1729216
Steele,2024,2,3096924,448375,3545299
Steele,2024,3,4591440,473199,5064639
Steele,2024,4,4508126,261789,4769915
Steele,2025,1,1433624,383589,1817213
Steele,2025,2,3262269,533892,3796161
Steele,2025,3,4879217,653468,5532685
Steele,2025,4,7930738,299554,8230292
Steele,2026,1,1858037,452800,2310837
Steele,2026,2,3521967,321123,3843090
Stutsman,2019,1,49680915,2283800,51964715
Stutsman,2019,2,65817509,3080914,68898423
Stutsman,2019,3,68210307,4662530,72872837
Stutsman,2019,4,62308335,4575226,66883561
Stutsman,2020,1,50712722,2616201,53328923
Stutsman,2020,2,62854744,4149138,67003882
Stutsman,2020,3,69194870,4803268,73998138
Stutsman,2020,4,64179585,5479418,69659003
Stutsman,2021,1,55920561,3520337,59440898
Stutsman,2021,2,71645230,4070143,75715373
Stutsman,2021,3,70893573,4956497,75850070
Stutsman,2021,4,74496394,6860738,81357132
Stutsman,2022,1,57093374,4946025,62039399
Stutsman,2022,2,79750761,6040586,85791347
Stutsman,2022,3,84286286,5081865,89368151
Stutsman,2022,4,75459054,5214659,80673713
Stutsman,2023,1,63715082,4983512,68698594
Stutsman,2023,2,85592401,6600461,92192862
Stutsman,2023,3,87545179,5554169,93099348
Stutsman,2023,4,77842414,8171234,86013648
Stutsman,2024,1,61654683,5348891,67003574
Stutsman,2024,2,77035941,4648284,81684225
Stutsman,2024,3,81619948,11296107,92916055
Stutsman,2024,4,76182338,10889089,87071427
Stutsman,2025,1,58139193,7911779,66050972
Stutsman,2025,2,79642859,8266562,87909421
Stutsman,2025,3,86689518,7614406,94303924
Stutsman,2025,4,79152079,7635949,86788028
Stutsman,2026,1,60077891,10168382,70246273
Stutsman,2026,2,81304082,10185702,91489784
Towner,2019,1,1718618,70425,1789043
Towner,2019,2,2765566,160427,2925993
Towner,2019,3,2942163,107150,3049313
Towner,2019,4,2689847,382775,3072622
Towner,2020,1,1748109,140468,1888577
Towner,2020,2,3252496,104518,3357014
Towner,2020,3,3115272,81072,3196344
Towner,2020,4,2845935,271723,3117658
Towner,2021,1,2089261,196679,2285940
Towner,2021,2,3198247,81359,3279606
Towner,2021,3,3351853,84187,3436040
Towner,2021,4,4004412,155066,4159478
Towner,2022,1,2881554,93309,2974863
Towner,2022,2,3803562,155436,3958998
Towner,2022,3,4066393,106636,4173029
Towner,2022,4,3637568,58873,3696441
Towner,2023,1,4110757,84878,4195635
Towner,2023,2,3626696,111953,3738649
Towner,2023,3,4231588,54400,4285988
Towner,2023,4,3677679,42726,3720405
Towner,2024,1,1954050,168577,2122627
Towner,2024,2,3938752,65394,4004146
Towner,2024,3,3801578,72355,3873933
Towner,2024,4,3306945,53343,3360288
Towner,2025,1,1914576,76115,1990691
Towner,2025,2,3098528,107581,3206109
Towner,2025,3,4380445,63332,4443777
Towner,2025,4,3075889,53210,3129099
Towner,2026,1,2172063,38075,2210138
Towner,2026,2,3374048,58251,3432299
Traill,2019,1,8009384,408031,8417415
Traill,2019,2,11671945,1054373,12726318
Traill,2019,3,11252463,1585930,12838393
Traill,2019,4,10420541,702083,11122624
Traill,2020,1,7466968,216391,7683359
Traill,2020,2,9545993,456230,10002223
Traill,2020,3,11264132,621379,11885511
Traill,2020,4,10291402,1188249,11479651
Traill,2021,1,8143263,864454,9007717
Traill,2021,2,11451122,984851,12435973
Traill,2021,3,10763396,1261201,12024597
Traill,2021,4,11281541,565496,11847037
Traill,2022,1,9993822,857465,10851287
Traill,2022,2,13096329,1256450,14352779
Traill,2022,3,16874885,901953,17776838
Traill,2022,4,15753279,2302171,18055450
Traill,2023,1,13525223,789956,14315179
Traill,2023,2,16859771,1397711,18257482
Traill,2023,3,13187438,1525772,14713210
Traill,2023,4,14627495,1833820,16461315
Traill,2024,1,9422416,1673696,11096112
Traill,2024,2,12192683,1951844,14144527
Traill,2024,3,14476802,2775536,17252338
Traill,2024,4,11990685,1153040,13143725
Traill,2025,1,8509351,942489,9451840
Traill,2025,2,11634017,2689925,14323942
Traill,2025,3,16549484,3279825,19829309
Traill,2025,4,15532175,1838674,17370849
Traill,2026,1,8616881,719052,9335933
Traill,2026,2,13933510,4873230,18806740
Walsh,2019,1,15041969,402538,15444507
Walsh,2019,2,21279700,836576,22116276
Walsh,2019,3,23350972,1542431,24893403
Walsh,2019,4,17675453,759292,18434745
Walsh,2020,1,15033028,593324,15626352
Walsh,2020,2,23940434,617915,24558349
Walsh,2020,3,25428111,1363251,26791362
Walsh,2020,4,21511970,794285,22306255
Walsh,2021,1,19028817,421950,19450767
Walsh,2021,2,26717924,1226736,27944660
Walsh,2021,3,29184147,785767,29969914
Walsh,2021,4,24016540,1429084,25445624
Walsh,2022,1,17656385,1214753,18871138
Walsh,2022,2,27614723,1476899,29091622
Walsh,2022,3,31180067,1249405,32429472
Walsh,2022,4,27324875,1639875,28964750
Walsh,2023,1,20854939,714546,21569485
Walsh,2023,2,29839360,660068,30499428
Walsh,2023,3,33054936,1386379,34441315
Walsh,2023,4,33367717,1149240,34516957
Walsh,2024,1,23098238,462109,23560347
Walsh,2024,2,30971526,751926,31723452
Walsh,2024,3,36013771,1217116,37230887
Walsh,2024,4,24299689,984682,25284371
Walsh,2025,1,16630121,767757,17397878
Walsh,2025,2,29357479,747524,30105003
Walsh,2025,3,29799257,1022424,30821681
Walsh,2025,4,20517410,1696961,22214371
Walsh,2026,1,16392831,616791,17009622
Walsh,2026,2,24988471,1043199,26031670
Ward,2019,1,224385215,9568574,233953789
Ward,2019,2,290833238,12389605,303222843
Ward,2019,3,302923680,13598826,316522506
Ward,2019,4,289196675,11884832,301081507
Ward,2020,1,224077468,9820372,233897840
Ward,2020,2,257278313,9043853,266322166
Ward,2020,3,270288329,13374285,283662614
Ward,2020,4,258153210,13577937,271731147
Ward,2021,1,231943954,8706234,240650188
Ward,2021,2,303535926,10473275,314009201
Ward,2021,3,302628009,15723924,318351933
Ward,2021,4,305864160,15833020,321697180
Ward,2022,1,252483535,9748783,262232318
Ward,2022,2,324150634,13878923,338029557
Ward,2022,3,366977048,19246120,386223168
Ward,2022,4,337517078,22673081,360190159
Ward,2023,1,297037566,10820575,307858141
Ward,2023,2,379013082,16114520,395127602
Ward,2023,3,392000455,19526624,411527079
Ward,2023,4,356107433,18505562,374612995
Ward,2024,1,295484068,13366282,308850350
Ward,2024,2,360674498,13087763,373762261
Ward,2024,3,370735245,15555177,386290422
Ward,2024,4,356169505,13616057,369785562
Ward,2025,1,287358641,9753038,297111679
Ward,2025,2,388486725,11515448,400002173
Ward,2025,3,378207776,13712405,391920181
Ward,2025,4,350104107,15470037,365574144
Ward,2026,1,282781394,8815525,291596919
Ward,2026,2,366630956,12712921,379343877
Wells,2019,1,7792075,37240,7829315
Wells,2019,2,9289341,121586,9410927
Wells,2019,3,10790446,141292,10931738
Wells,2019,4,8832078,173605,9005683
Wells,2020,1,6767939,49693,6817632
Wells,2020,2,10092687,58644,10151331
Wells,2020,3,9747029,70075,9817104
Wells,2020,4,11223815,128791,11352606
Wells,2021,1,6920809,45188,6965997
Wells,2021,2,10813460,104785,10918245
Wells,2021,3,11083102,120414,11203516
Wells,2021,4,13159448,157955,13317403
Wells,2022,1,6483817,53990,6537807
Wells,2022,2,13354624,97589,13452213
Wells,2022,3,14242441,364778,14607219
Wells,2022,4,15716298,281347,15997645
Wells,2023,1,10095996,62476,10158472
Wells,2023,2,13893778,178129,14071907
Wells,2023,3,13623092,67969,13691061
Wells,2023,4,15674315,146385,15820700
Wells,2024,1,10341492,123559,10465051
Wells,2024,2,16148368,121379,16269747
Wells,2024,3,13058211,139790,13198001
Wells,2024,4,14683937,279827,14963764
Wells,2025,1,8768774,112116,8880890
Wells,2025,2,12885548,154030,13039578
Wells,2025,3,14261806,138783,14400589
Wells,2025,4,11828044,232344,12060388
Wells,2026,1,8337802,105121,8442923
Wells,2026,2,12589155,169975,12759130
Williams,2019,1,363648036,25791571,389439607
Williams,2019,2,408585240,40770294,449355534
Williams,2019,3,412129666,33510589,445640255
Williams,2019,4,386543989,21534635,408078624
Williams,2020,1,337883342,13603579,351486921
Williams,2020,2,226007042,4967716,230974758
Williams,2020,3,219739078,5015842,224754920
Williams,2020,4,217454165,6827638,224281803
Williams,2021,1,195705516,6731720,202437236
Williams,2021,2,247903875,8732511,256636386
Williams,2021,3,284201444,6998055,291199499
Williams,2021,4,293909044,6599976,300509020
Williams,2022,1,260456084,10543919,271000003
Williams,2022,2,311445624,11246354,322691978
Williams,2022,3,381383562,16931778,398315340
Williams,2022,4,378891764,15160988,394052752
Williams,2023,1,352646027,12890356,365536383
Williams,2023,2,421340314,16083349,437423663
Williams,2023,3,433211451,17632893,450844344
Williams,2023,4,410790016,19784820,430574836
Williams,2024,1,349176059,12086835,361262894
Williams,2024,2,398825582,10933172,409758754
Williams,2024,3,416751946,16492013,433243959
Williams,2024,4,416749525,23945932,440695457
Williams,2025,1,374926676,12879097,387805773
Williams,2025,2,421788857,14656766,436445623
Williams,2025,3,421354916,13265273,434620189
Williams,2025,4,422442002,15652521,438094523
Williams,2026,1,359509425,9087086,368596511
Williams,2026,2,415995523,17530247,433525770
