year,quarter,dest,origin,origin_state,origin_city_market_id,passengers_sampled,passengers_est,round_trip_share
2023,2,MOT,CHA,TN,30980,1.0,10,1.0
2023,2,MOT,CHO,VA,30990,1.0,10,0.0
2023,2,MOT,CPR,WY,31122,1.0,10,1.0
2023,2,MOT,CRW,WV,31146,1.0,10,0.0
2023,2,MOT,CWA,WI,30424,1.0,10,1.0
2023,2,MOT,DAY,OH,31267,1.0,10,1.0
2023,2,MOT,EKO,NV,31525,1.0,10,1.0
2023,2,MOT,ENA,AK,31555,1.0,10,0.0
2023,2,MOT,EYW,FL,31624,1.0,10,0.0
2023,2,MOT,GSP,SC,31871,1.0,10,0.0
2023,2,MOT,HIB,MN,32129,1.0,10,1.0
2023,2,MOT,HNL,HI,32134,1.0,10,0.0
2023,2,MOT,HOB,NM,32177,1.0,10,0.0
2023,2,MOT,HRL,TX,32206,1.0,10,1.0
2023,2,MOT,IDA,ID,32280,1.0,10,1.0
2023,2,MOT,ILM,NC,32323,1.0,10,1.0
2023,2,MOT,LAN,MI,32884,1.0,10,1.0
2023,2,MOT,LBB,TX,32896,1.0,10,0.0
2023,2,MOT,LBF,NE,32899,1.0,10,0.0
2023,2,MOT,LCH,LA,31205,1.0,10,1.0
2023,2,MOT,LEX,KY,32945,1.0,10,0.0
2023,2,MOT,LRD,TX,33038,1.0,10,0.0
2023,2,MOT,MBS,MI,33184,1.0,10,1.0
2023,2,MOT,MFR,OR,33264,1.0,10,1.0
2023,2,MOT,MGM,AL,33277,1.0,10,0.0
2023,2,MOT,MLB,FL,33360,1.0,10,0.0
2023,2,MOT,MLI,IL,33367,1.0,10,1.0
2023,2,MOT,MLU,LA,33377,1.0,10,0.0
2023,2,MOT,MSO,MT,33486,1.0,10,1.0
2023,2,MOT,MTJ,CO,33502,1.0,10,0.0
2023,2,MOT,PVD,RI,30721,1.0,10,1.0
2023,2,MOT,PWM,ME,34321,1.0,10,0.0
2023,2,MOT,RHI,WI,34520,1.0,10,1.0
2023,2,MOT,RIW,WY,34534,1.0,10,0.0
2023,2,MOT,ROC,NY,34576,1.0,10,0.0
2023,2,MOT,RST,MN,32547,1.0,10,1.0
2023,2,MOT,SAV,GA,34685,1.0,10,1.0
2023,2,MOT,SBA,CA,34689,1.0,10,0.0
2023,2,MOT,SPS,TX,34960,1.0,10,0.0
2023,2,MOT,TLH,FL,35249,1.0,10,1.0
2023,2,MOT,TRI,TN,35323,1.0,10,0.0
2023,2,MOT,VLD,GA,35550,1.0,10,1.0
2023,2,MOT,XNA,AR,31834,1.0,10,1.0
2023,3,BIS,AZA,AZ,30466,364.0,3640,0.588
2023,3,BIS,MSP,MN,31650,247.0,2470,0.741
2023,3,BIS,DEN,CO,30325,215.0,2150,0.8
2023,3,BIS,DFW,TX,30194,154.0,1540,0.675
2023,3,BIS,LAS,NV,32211,133.0,1330,0.383
2023,3,BIS,SFB,FL,34761,78.0,780,0.59
2023,3,BIS,IAH,TX,31453,76.0,760,0.632
2023,3,BIS,SEA,WA,30559,69.0,690,0.522
2023,3,BIS,ATL,GA,30397,59.0,590,0.763
2023,3,BIS,PDX,OR,34057,58.0,580,0.724
2023,3,BIS,PHX,AZ,30466,56.0,560,0.625
2023,3,BIS,DCA,VA,30852,52.0,520,0.635
2023,3,BIS,ORD,IL,30977,49.0,490,0.735
2023,3,BIS,SLC,UT,34614,49.0,490,0.571
2023,3,BIS,SMF,CA,33192,44.0,440,0.727
2023,3,BIS,MCO,FL,31454,42.0,420,0.5
2023,3,BIS,SAN,CA,33570,40.0,400,0.55
2023,3,BIS,AUS,TX,30423,39.0,390,0.667
2023,3,BIS,BOS,MA,30721,39.0,390,0.667
2023,3,BIS,LGA,NY,31703,39.0,390,0.564
2023,3,BIS,STL,MO,31123,39.0,390,0.692
2023,3,BIS,BNA,TN,30693,38.0,380,0.605
2023,3,BIS,LAX,CA,32575,38.0,380,0.632
2023,3,BIS,DTW,MI,31295,36.0,360,0.611
2023,3,BIS,SFO,CA,32457,33.0,330,0.758
2023,3,BIS,SAT,TX,33214,32.0,320,0.656
2023,3,BIS,MCI,MO,33198,31.0,310,0.742
2023,3,BIS,MSY,LA,33495,30.0,300,0.467
2023,3,BIS,PHL,PA,34100,29.0,290,0.69
2023,3,BIS,RDU,NC,34492,29.0,290,0.69
2023,3,BIS,TPA,FL,33195,29.0,290,0.793
2023,3,BIS,OKC,OK,33851,26.0,260,0.462
2023,3,BIS,BWI,MD,30852,25.0,250,0.64
2023,3,BIS,CLT,NC,31057,25.0,250,0.76
2023,3,BIS,EWR,NJ,31703,25.0,250,0.68
2023,3,BIS,GRR,MI,31986,25.0,250,0.84
2023,3,BIS,PIT,PA,30198,25.0,250,0.8
2023,3,BIS,RIC,VA,34524,25.0,250,0.76
2023,3,BIS,SNA,CA,32575,25.0,250,0.64
2023,3,BIS,CVG,KY,33105,24.0,240,0.625
2023,3,BIS,ABQ,NM,30140,23.0,230,0.87
2023,3,BIS,BOI,ID,30713,23.0,230,0.652
2023,3,BIS,CMH,OH,31066,23.0,230,0.783
2023,3,BIS,GEG,WA,31884,21.0,210,0.714
2023,3,BIS,MSN,WI,33485,21.0,210,0.714
2023,3,BIS,ANC,AK,30299,20.0,200,0.4
2023,3,BIS,ELP,TX,30615,19.0,190,0.579
2023,3,BIS,IND,IN,32337,19.0,190,0.632
2023,3,BIS,OMA,NE,33316,19.0,190,0.842
2023,3,BIS,SJU,PR,34819,19.0,190,0.158
2023,3,BIS,BDL,CT,30529,18.0,180,0.778
2023,3,BIS,SDF,KY,33044,17.0,170,0.588
2023,3,BIS,MKE,WI,33342,16.0,160,0.625
2023,3,BIS,FLL,FL,32467,15.0,150,0.4
2023,3,BIS,RNO,NV,34570,15.0,150,0.6
2023,3,BIS,RSW,FL,31714,15.0,150,0.6
2023,3,BIS,TUS,AZ,30436,15.0,150,0.667
2023,3,BIS,IAD,VA,30852,14.0,140,0.714
2023,3,BIS,MEM,TN,33244,14.0,140,0.571
2023,3,BIS,TUL,OK,34653,14.0,140,0.643
2023,3,BIS,CLE,OH,30647,13.0,130,0.769
2023,3,BIS,MAF,TX,33158,13.0,130,0.462
2023,3,BIS,MFR,OR,33264,13.0,130,0.769
2023,3,BIS,ONT,CA,32575,13.0,130,0.692
2023,3,BIS,MFE,TX,33256,12.0,120,0.333
2023,3,BIS,DSM,IA,31423,11.0,110,0.727
2023,3,BIS,MIA,FL,32467,11.0,110,0.273
2023,3,BIS,ORF,VA,33667,11.0,110,0.909
2023,3,BIS,SHV,LA,30476,11.0,110,0.636
2023,3,BIS,TYS,TN,35412,11.0,110,0.455
2023,3,BIS,BHM,AL,30599,10.0,100,0.9
2023,3,BIS,PNS,FL,33728,10.0,100,0.4
2023,3,BIS,CHA,TN,30980,9.0,90,0.667
2023,3,BIS,ICT,KS,30928,9.0,90,0.667
2023,3,BIS,JAX,FL,31136,9.0,90,1.0
2023,3,BIS,JFK,NY,31703,9.0,90,0.333
2023,3,BIS,LIT,AR,32600,9.0,90,0.556
2023,3,BIS,SJC,CA,32457,9.0,90,0.556
2023,3,BIS,GSP,SC,31871,8.0,80,0.875
2023,3,BIS,JAN,MS,32448,8.0,80,0.75
2023,3,BIS,LFT,LA,32951,8.0,80,0.75
2023,3,BIS,PSC,WA,34252,8.0,80,0.5
2023,3,BIS,TLH,FL,35249,8.0,80,0.625
2023,3,BIS,BTR,LA,30781,7.0,70,0.571
2023,3,BIS,BUF,NY,30792,7.0,70,0.857
2023,3,BIS,BUR,CA,32575,7.0,70,0.571
2023,3,BIS,CID,IA,31003,7.0,70,0.714
2023,3,BIS,EUG,OR,31603,7.0,70,0.429
2023,3,BIS,GPT,MS,31973,7.0,70,0.429
2023,3,BIS,RST,MN,32547,7.0,70,0.286
2023,3,BIS,COS,CO,30189,6.0,60,0.833
2023,3,BIS,FAI,AK,31517,6.0,60,0.333
2023,3,BIS,HOU,TX,31453,6.0,60,0.167
2023,3,BIS,PBI,FL,34027,6.0,60,0.667
2023,3,BIS,SAV,GA,34685,6.0,60,1.0
2023,3,BIS,TRI,TN,35323,6.0,60,0.833
2023,3,BIS,BFL,CA,30561,5.0,50,0.4
2023,3,BIS,CHS,SC,30994,5.0,50,0.8
2023,3,BIS,MDW,IL,30977,5.0,50,0.6
2023,3,BIS,MSO,MT,33486,5.0,50,0.4
2023,3,BIS,SBA,CA,34689,5.0,50,0.6
2023,3,BIS,SGF,MO,34783,5.0,50,0.6
2023,3,BIS,VPS,FL,31504,5.0,50,1.0
2023,3,BIS,XNA,AR,31834,5.0,50,0.8
2023,3,BIS,AEX,LA,30185,4.0,40,0.5
2023,3,BIS,ALB,NY,30257,4.0,40,0.75
2023,3,BIS,AMA,TX,30279,4.0,40,0.75
2023,3,BIS,ATW,WI,30408,4.0,40,0.75
2023,3,BIS,BIL,MT,30620,4.0,40,1.0
2023,3,BIS,BZN,MT,30849,4.0,40,0.5
2023,3,BIS,CRP,TX,31140,4.0,40,0.5
2023,3,BIS,ECP,FL,31481,4.0,40,1.0
2023,3,BIS,GJT,CO,31921,4.0,40,0.5
2023,3,BIS,GRB,WI,31977,4.0,40,0.75
2023,3,BIS,HSV,AL,30255,4.0,40,1.0
2023,3,BIS,LBB,TX,32896,4.0,40,0.75
2023,3,BIS,LEX,KY,32945,4.0,40,0.75
2023,3,BIS,MYR,SC,31135,4.0,40,0.75
2023,3,BIS,PSP,CA,34262,4.0,40,0.75
2023,3,BIS,BGR,ME,30581,3.0,30,0.333
2023,3,BIS,BTV,VT,30785,3.0,30,1.0
2023,3,BIS,CAE,SC,30868,3.0,30,1.0
2023,3,BIS,CHO,VA,30990,3.0,30,0.667
2023,3,BIS,FAT,CA,31638,3.0,30,0.333
2023,3,BIS,FSD,SD,31775,3.0,30,0.667
2023,3,BIS,FSM,AR,31778,3.0,30,1.0
2023,3,BIS,GSO,NC,31995,3.0,30,0.0
2023,3,BIS,HDN,CO,34699,3.0,30,1.0
2023,3,BIS,HNL,HI,32134,3.0,30,0.333
2023,3,BIS,ILM,NC,32323,3.0,30,0.333
2023,3,BIS,LIH,HI,32982,3.0,30,0.333
2023,3,BIS,LRD,TX,33038,3.0,30,0.333
2023,3,BIS,MDT,PA,32070,3.0,30,0.333
2023,3,BIS,MGM,AL,33277,3.0,30,0.667
2023,3,BIS,MOB,AL,30562,3.0,30,0.667
2023,3,BIS,PVD,RI,30721,3.0,30,0.0
2023,3,BIS,PWM,ME,34321,3.0,30,0.667
2023,3,BIS,SBP,CA,34236,3.0,30,0.667
2023,3,BIS,SGU,UT,34794,3.0,30,0.667
2023,3,BIS,SJT,TX,34842,3.0,30,1.0
2023,3,BIS,TVC,MI,35380,3.0,30,0.667
2023,3,BIS,ABI,TX,30136,2.0,20,1.0
2023,3,BIS,BPT,TX,30728,2.0,20,0.5
2023,3,BIS,BRD,MN,30739,2.0,20,0.0
2023,3,BIS,BRO,TX,30747,2.0,20,0.0
2023,3,BIS,CLL,TX,31049,2.0,20,0.5
2023,3,BIS,ELM,NY,31537,2.0,20,0.5
2023,3,BIS,FWA,IN,31823,2.0,20,1.0
2023,3,BIS,GTF,MT,31895,2.0,20,0.0
2023,3,BIS,GUM,TT,32016,2.0,20,0.0
2023,3,BIS,HLN,MT,32156,2.0,20,0.0
2023,3,BIS,HOB,NM,32177,2.0,20,0.5
2023,3,BIS,HRL,TX,32206,2.0,20,0.5
2023,3,BIS,IDA,ID,32280,2.0,20,0.5
2023,3,BIS,LNK,NE,33029,2.0,20,0.5
2023,3,BIS,MLU,LA,33377,2.0,20,0.5
2023,3,BIS,MTJ,CO,33502,2.0,20,1.0
2023,3,BIS,PIA,IL,34108,2.0,20,1.0
2023,3,BIS,RAP,SD,34457,2.0,20,0.5
2023,3,BIS,RDD,CA,33792,2.0,20,0.0
2023,3,BIS,ROC,NY,34576,2.0,20,1.0
2023,3,BIS,SAF,NM,34674,2.0,20,0.5
2023,3,BIS,SBN,IN,34696,2.0,20,1.0
2023,3,BIS,TWF,ID,35389,2.0,20,1.0
2023,3,BIS,ABY,GA,30146,1.0,10,1.0
2023,3,BIS,ACV,CA,30157,1.0,10,1.0
2023,3,BIS,AGS,GA,30208,1.0,10,1.0
2023,3,BIS,APN,MI,30333,1.0,10,0.0
2023,3,BIS,ASE,CO,30372,1.0,10,0.0
2023,3,BIS,AVL,NC,30431,1.0,10,1.0
2023,3,BIS,BFF,NE,30558,1.0,10,0.0
2023,3,BIS,BJI,MN,30631,1.0,10,0.0
2023,3,BIS,CEZ,CO,30950,1.0,10,0.0
2023,3,BIS,CIU,MI,31013,1.0,10,1.0
2023,3,BIS,CPR,WY,31122,1.0,10,0.0
2023,3,BIS,DAB,FL,31252,1.0,10,0.0
2023,3,BIS,DAY,OH,31267,1.0,10,0.0
2023,3,BIS,DRO,CO,30285,1.0,10,0.0
2023,3,BIS,EGE,CO,31503,1.0,10,1.0
2023,3,BIS,EVV,IN,31612,1.0,10,1.0
2023,3,BIS,GCK,KS,31867,1.0,10,0.0
2023,3,BIS,GRI,NE,31980,1.0,10,0.0
2023,3,BIS,HYS,KS,32255,1.0,10,0.0
2023,3,BIS,ITH,NY,32397,1.0,10,1.0
2023,3,BIS,JMS,ND,32519,1.0,10,0.0
2023,3,BIS,KOA,HI,32758,1.0,10,0.0
2023,3,BIS,LAR,WY,32888,1.0,10,0.0
2023,3,BIS,LAW,OK,32891,1.0,10,0.0
2023,3,BIS,LEB,NH,32932,1.0,10,1.0
2023,3,BIS,MEI,MS,33241,1.0,10,0.0
2023,3,BIS,MHT,NH,30721,1.0,10,0.0
2023,3,BIS,MLI,IL,33367,1.0,10,1.0
2023,3,BIS,OTH,OR,33964,1.0,10,0.0
2023,3,BIS,PIB,MS,34109,1.0,10,0.0
2023,3,BIS,RDM,OR,34489,1.0,10,0.0
2023,3,BIS,RIW,WY,34534,1.0,10,1.0
2023,3,BIS,SBY,MD,34704,1.0,10,0.0
2023,3,BIS,SIT,AK,34828,1.0,10,0.0
2023,3,BIS,SRQ,FL,34986,1.0,10,1.0
2023,3,BIS,STT,VI,34945,1.0,10,1.0
2023,3,BIS,STX,VI,34992,1.0,10,1.0
2023,3,BIS,SUN,ID,35041,1.0,10,0.0
2023,3,BIS,SUX,IA,35048,1.0,10,1.0
2023,3,BIS,SWO,OK,35074,1.0,10,0.0
2023,3,BIS,SYR,NY,35096,1.0,10,1.0
2023,3,BIS,XWA,ND,32389,1.0,10,0.0
2023,3,DIK,DEN,CO,30325,69.0,690,0.71
2023,3,DIK,IAH,TX,31453,48.0,480,0.708
2023,3,DIK,DFW,TX,30194,14.0,140,0.571
2023,3,DIK,MAF,TX,33158,14.0,140,0.5
2023,3,DIK,OKC,OK,33851,14.0,140,0.5
2023,3,DIK,SEA,WA,30559,12.0,120,0.5
2023,3,DIK,SNA,CA,32575,11.0,110,0.727
2023,3,DIK,PDX,OR,34057,9.0,90,0.778
2023,3,DIK,SAN,CA,33570,9.0,90,0.667
2023,3,DIK,SAT,TX,33214,9.0,90,0.667
2023,3,DIK,LAX,CA,32575,8.0,80,0.625
2023,3,DIK,LGA,NY,31703,7.0,70,0.714
2023,3,DIK,SLC,UT,34614,7.0,70,0.429
2023,3,DIK,ABQ,NM,30140,6.0,60,0.667
2023,3,DIK,BFL,CA,30561,6.0,60,0.333
2023,3,DIK,MCI,MO,33198,6.0,60,0.5
2023,3,DIK,PHX,AZ,30466,6.0,60,0.333
2023,3,DIK,RDU,NC,34492,6.0,60,0.333
2023,3,DIK,SFO,CA,32457,6.0,60,0.667
2023,3,DIK,ATL,GA,30397,5.0,50,0.6
2023,3,DIK,BOI,ID,30713,5.0,50,1.0
2023,3,DIK,ORD,IL,30977,5.0,50,0.6
2023,3,DIK,RNO,NV,34570,5.0,50,0.4
2023,3,DIK,SMF,CA,33192,5.0,50,0.6
2023,3,DIK,GEG,WA,31884,4.0,40,0.25
2023,3,DIK,MSY,LA,33495,4.0,40,0.25
2023,3,DIK,TPA,FL,33195,4.0,40,0.75
2023,3,DIK,TUL,OK,34653,4.0,40,0.5
2023,3,DIK,BHM,AL,30599,3.0,30,0.333
2023,3,DIK,CMH,OH,31066,3.0,30,0.667
2023,3,DIK,DSM,IA,31423,3.0,30,0.667
2023,3,DIK,EUG,OR,31603,3.0,30,0.667
2023,3,DIK,EWR,NJ,31703,3.0,30,0.667
2023,3,DIK,IAD,VA,30852,3.0,30,1.0
2023,3,DIK,LAS,NV,32211,3.0,30,0.667
2023,3,DIK,OMA,NE,33316,3.0,30,1.0
2023,3,DIK,TUS,AZ,30436,3.0,30,0.333
2023,3,DIK,VEL,UT,35582,3.0,30,0.667
2023,3,DIK,XWA,ND,32389,3.0,30,0.0
2023,3,DIK,DTW,MI,31295,2.0,20,1.0
2023,3,DIK,ELP,TX,30615,2.0,20,0.5
2023,3,DIK,HOB,NM,32177,2.0,20,1.0
2023,3,DIK,ICT,KS,30928,2.0,20,1.0
2023,3,DIK,JAX,FL,31136,2.0,20,0.0
2023,3,DIK,MFR,OR,33264,2.0,20,1.0
2023,3,DIK,ORF,VA,33667,2.0,20,1.0
2023,3,DIK,RDM,OR,34489,2.0,20,0.0
2023,3,DIK,SGU,UT,34794,2.0,20,0.0
2023,3,DIK,SHV,LA,30476,2.0,20,0.5
2023,3,DIK,SJC,CA,32457,2.0,20,0.5
2023,3,DIK,STL,MO,31123,2.0,20,1.0
2023,3,DIK,TYS,TN,35412,2.0,20,0.0
2023,3,DIK,AUS,TX,30423,1.0,10,1.0
2023,3,DIK,AVL,NC,30431,1.0,10,1.0
2023,3,DIK,BNA,TN,30693,1.0,10,0.0
2023,3,DIK,BOS,MA,30721,1.0,10,0.0
2023,3,DIK,BTR,LA,30781,1.0,10,0.0
2023,3,DIK,BZN,MT,30849,1.0,10,0.0
2023,3,DIK,CEZ,CO,30950,1.0,10,0.0
2023,3,DIK,CHA,TN,30980,1.0,10,0.0
2023,3,DIK,CHO,VA,30990,1.0,10,1.0
2023,3,DIK,CID,IA,31003,1.0,10,1.0
2023,3,DIK,COS,CO,30189,1.0,10,1.0
2023,3,DIK,CPR,WY,31122,1.0,10,0.0
2023,3,DIK,CRP,TX,31140,1.0,10,1.0
2023,3,DIK,DCA,VA,30852,1.0,10,1.0
2023,3,DIK,FAT,CA,31638,1.0,10,1.0
2023,3,DIK,FLL,FL,32467,1.0,10,1.0
2023,3,DIK,GRR,MI,31986,1.0,10,1.0
2023,3,DIK,HNL,HI,32134,1.0,10,1.0
2023,3,DIK,IDA,ID,32280,1.0,10,0.0
2023,3,DIK,JAN,MS,32448,1.0,10,0.0
2023,3,DIK,LAR,WY,32888,1.0,10,0.0
2023,3,DIK,LBB,TX,32896,1.0,10,1.0
2023,3,DIK,LCH,LA,31205,1.0,10,0.0
2023,3,DIK,LFT,LA,32951,1.0,10,0.0
2023,3,DIK,LNK,NE,33029,1.0,10,1.0
2023,3,DIK,MCO,FL,31454,1.0,10,1.0
2023,3,DIK,MEM,TN,33244,1.0,10,1.0
2023,3,DIK,MFE,TX,33256,1.0,10,0.0
2023,3,DIK,MKE,WI,33342,1.0,10,0.0
2023,3,DIK,MLI,IL,33367,1.0,10,1.0
2023,3,DIK,MSP,MN,31650,1.0,10,0.0
2023,3,DIK,ONT,CA,32575,1.0,10,0.0
2023,3,DIK,PIT,PA,30198,1.0,10,1.0
2023,3,DIK,PVD,RI,30721,1.0,10,1.0
2023,3,DIK,PWM,ME,34321,1.0,10,1.0
2023,3,DIK,RAP,SD,34457,1.0,10,0.0
2023,3,DIK,RDD,CA,33792,1.0,10,0.0
2023,3,DIK,RIC,VA,34524,1.0,10,1.0
2023,3,DIK,SBA,CA,34689,1.0,10,1.0
2023,3,DIK,SDF,KY,33044,1.0,10,0.0
2023,3,DIK,VCT,TX,35569,1.0,10,1.0
2023,3,DIK,XNA,AR,31834,1.0,10,1.0
2023,3,FAR,DEN,CO,30325,634.0,6340,0.707
2023,3,FAR,AZA,AZ,30466,579.0,5790,0.658
2023,3,FAR,ORD,IL,30977,453.0,4530,0.503
2023,3,FAR,DFW,TX,30194,304.0,3040,0.704
2023,3,FAR,BNA,TN,30693,290.0,2900,0.617
2023,3,FAR,LAS,NV,32211,222.0,2220,0.437
2023,3,FAR,SEA,WA,30559,170.0,1700,0.659
2023,3,FAR,PHX,AZ,30466,169.0,1690,0.485
2023,3,FAR,MSP,MN,31650,134.0,1340,0.478
2023,3,FAR,LAX,CA,32575,120.0,1200,0.592
2023,3,FAR,DCA,VA,30852,102.0,1020,0.676
2023,3,FAR,PHL,PA,34100,100.0,1000,0.66
2023,3,FAR,IAH,TX,31453,99.0,990,0.677
2023,3,FAR,ATL,GA,30397,97.0,970,0.711
2023,3,FAR,SFO,CA,32457,96.0,960,0.656
2023,3,FAR,SAN,CA,33570,95.0,950,0.568
2023,3,FAR,PDX,OR,34057,93.0,930,0.667
2023,3,FAR,CLT,NC,31057,86.0,860,0.686
2023,3,FAR,SLC,UT,34614,86.0,860,0.744
2023,3,FAR,SFB,FL,34761,84.0,840,0.667
2023,3,FAR,MCO,FL,31454,78.0,780,0.551
2023,3,FAR,STL,MO,31123,73.0,730,0.548
2023,3,FAR,AUS,TX,30423,72.0,720,0.708
2023,3,FAR,TPA,FL,33195,71.0,710,0.577
2023,3,FAR,RDU,NC,34492,67.0,670,0.791
2023,3,FAR,LGA,NY,31703,65.0,650,0.554
2023,3,FAR,DTW,MI,31295,56.0,560,0.839
2023,3,FAR,SMF,CA,33192,55.0,550,0.764
2023,3,FAR,BOS,MA,30721,54.0,540,0.63
2023,3,FAR,EWR,NJ,31703,54.0,540,0.611
2023,3,FAR,IND,IN,32337,54.0,540,0.63
2023,3,FAR,BWI,MD,30852,53.0,530,0.642
2023,3,FAR,SAT,TX,33214,50.0,500,0.58
2023,3,FAR,SNA,CA,32575,48.0,480,0.708
2023,3,FAR,MCI,MO,33198,47.0,470,0.617
2023,3,FAR,BOI,ID,30713,45.0,450,0.778
2023,3,FAR,CMH,OH,31066,45.0,450,0.733
2023,3,FAR,MKE,WI,33342,43.0,430,0.744
2023,3,FAR,CLE,OH,30647,42.0,420,0.595
2023,3,FAR,ANC,AK,30299,41.0,410,0.317
2023,3,FAR,ONT,CA,32575,38.0,380,0.447
2023,3,FAR,GEG,WA,31884,35.0,350,0.629
2023,3,FAR,PIT,PA,30198,35.0,350,0.543
2023,3,FAR,RSW,FL,31714,34.0,340,0.706
2023,3,FAR,BDL,CT,30529,33.0,330,0.636
2023,3,FAR,CVG,KY,33105,33.0,330,0.485
2023,3,FAR,BZN,MT,30849,30.0,300,0.467
2023,3,FAR,IAD,VA,30852,30.0,300,0.633
2023,3,FAR,RIC,VA,34524,30.0,300,0.8
2023,3,FAR,ABQ,NM,30140,29.0,290,0.69
2023,3,FAR,ELP,TX,30615,29.0,290,0.552
2023,3,FAR,SDF,KY,33044,29.0,290,0.552
2023,3,FAR,DSM,IA,31423,28.0,280,0.786
2023,3,FAR,COS,CO,30189,25.0,250,0.72
2023,3,FAR,MSN,WI,33485,24.0,240,0.708
2023,3,FAR,OKC,OK,33851,24.0,240,0.542
2023,3,FAR,FLL,FL,32467,23.0,230,0.348
2023,3,FAR,JAX,FL,31136,23.0,230,0.652
2023,3,FAR,MEM,TN,33244,23.0,230,0.696
2023,3,FAR,MSY,LA,33495,23.0,230,0.435
2023,3,FAR,ORF,VA,33667,23.0,230,0.565
2023,3,FAR,RNO,NV,34570,23.0,230,0.913
2023,3,FAR,TUL,OK,34653,23.0,230,0.565
2023,3,FAR,TUS,AZ,30436,23.0,230,0.783
2023,3,FAR,GRR,MI,31986,22.0,220,0.455
2023,3,FAR,FAT,CA,31638,21.0,210,0.714
2023,3,FAR,MSO,MT,33486,21.0,210,0.762
2023,3,FAR,MIA,FL,32467,20.0,200,0.5
2023,3,FAR,CHS,SC,30994,19.0,190,0.632
2023,3,FAR,OMA,NE,33316,19.0,190,0.579
2023,3,FAR,PSP,CA,34262,19.0,190,0.526
2023,3,FAR,SJC,CA,32457,19.0,190,0.632
2023,3,FAR,PWM,ME,34321,18.0,180,0.556
2023,3,FAR,FCA,MT,31648,17.0,170,0.412
2023,3,FAR,MDT,PA,32070,17.0,170,0.529
2023,3,FAR,GJT,CO,31921,16.0,160,0.625
2023,3,FAR,GSO,NC,31995,16.0,160,0.625
2023,3,FAR,ROC,NY,34576,16.0,160,0.812
2023,3,FAR,LIT,AR,32600,15.0,150,0.667
2023,3,FAR,ALB,NY,30257,14.0,140,0.857
2023,3,FAR,BIL,MT,30620,14.0,140,0.571
2023,3,FAR,CID,IA,31003,14.0,140,0.357
2023,3,FAR,GSP,SC,31871,14.0,140,0.929
2023,3,FAR,BHM,AL,30599,13.0,130,0.385
2023,3,FAR,BTV,VT,30785,13.0,130,0.692
2023,3,FAR,LEX,KY,32945,13.0,130,0.846
2023,3,FAR,PVD,RI,30721,13.0,130,0.538
2023,3,FAR,SYR,NY,35096,13.0,130,1.0
2023,3,FAR,BUF,NY,30792,12.0,120,0.583
2023,3,FAR,GTF,MT,31895,12.0,120,0.667
2023,3,FAR,HNL,HI,32134,12.0,120,0.667
2023,3,FAR,ICT,KS,30928,12.0,120,0.667
2023,3,FAR,PNS,FL,33728,12.0,120,0.833
2023,3,FAR,AVL,NC,30431,11.0,110,0.636
2023,3,FAR,DAY,OH,31267,11.0,110,0.818
2023,3,FAR,EUG,OR,31603,11.0,110,0.818
2023,3,FAR,JFK,NY,31703,11.0,110,0.091
2023,3,FAR,LBB,TX,32896,11.0,110,0.727
2023,3,FAR,MFE,TX,33256,11.0,110,0.273
2023,3,FAR,MFR,OR,33264,11.0,110,0.364
2023,3,FAR,PSC,WA,34252,11.0,110,0.636
2023,3,FAR,TYS,TN,35412,11.0,110,0.636
2023,3,FAR,MLI,IL,33367,10.0,100,0.4
2023,3,FAR,SAV,GA,34685,10.0,100,0.5
2023,3,FAR,ATW,WI,30408,9.0,90,0.667
2023,3,FAR,CAE,SC,30868,9.0,90,0.667
2023,3,FAR,FWA,IN,31823,9.0,90,0.556
2023,3,FAR,GRB,WI,31977,9.0,90,0.444
2023,3,FAR,RDM,OR,34489,9.0,90,0.889
2023,3,FAR,SGF,MO,34783,9.0,90,0.556
2023,3,FAR,AEX,LA,30185,8.0,80,0.625
2023,3,FAR,CHA,TN,30980,8.0,80,0.625
2023,3,FAR,PBI,FL,34027,8.0,80,0.875
2023,3,FAR,PIA,IL,34108,8.0,80,0.5
2023,3,FAR,RAP,SD,34457,8.0,80,0.25
2023,3,FAR,SBA,CA,34689,8.0,80,1.0
2023,3,FAR,SBP,CA,34236,8.0,80,0.875
2023,3,FAR,TVC,MI,35380,8.0,80,0.625
2023,3,FAR,BFL,CA,30561,7.0,70,0.857
2023,3,FAR,BUR,CA,32575,7.0,70,0.571
2023,3,FAR,CPR,WY,31122,7.0,70,0.286
2023,3,FAR,HSV,AL,30255,7.0,70,1.0
2023,3,FAR,ROA,VA,34574,7.0,70,0.714
2023,3,FAR,SJU,PR,34819,7.0,70,0.143
2023,3,FAR,XNA,AR,31834,7.0,70,0.571
2023,3,FAR,GFK,ND,31898,6.0,60,0.0
2023,3,FAR,IDA,ID,32280,6.0,60,0.667
2023,3,FAR,ILM,NC,32323,6.0,60,0.5
2023,3,FAR,JAN,MS,32448,6.0,60,0.5
2023,3,FAR,MDW,IL,30977,6.0,60,0.167
2023,3,FAR,VPS,FL,31504,6.0,60,0.333
2023,3,FAR,BGR,ME,30581,5.0,50,0.6
2023,3,FAR,CHO,VA,30990,5.0,50,0.0
2023,3,FAR,DRO,CO,30285,5.0,50,1.0
2023,3,FAR,FAI,AK,31517,5.0,50,0.0
2023,3,FAR,FSD,SD,31775,5.0,50,0.0
2023,3,FAR,HOU,TX,31453,5.0,50,0.4
