area,series,year,month,jobs_thousands,prelim
North Dakota,Food services & drinking places,2026,2,27.9,False
North Dakota,Food services & drinking places,2026,3,28.9,False
North Dakota,Food services & drinking places,2026,4,28.6,False
North Dakota,Food services & drinking places,2026,5,29.7,False
North Dakota,Food services & drinking places,2026,6,30.2,False
North Dakota,Food services & drinking places,2026,7,29.5,True
North Dakota,Leisure & hospitality,2015,1,39.3,False
North Dakota,Leisure & hospitality,2015,2,39.6,False
North Dakota,Leisure & hospitality,2015,3,39.9,False
North Dakota,Leisure & hospitality,2015,4,40.6,False
North Dakota,Leisure & hospitality,2015,5,41.6,False
North Dakota,Leisure & hospitality,2015,6,41.9,False
North Dakota,Leisure & hospitality,2015,7,41.6,False
North Dakota,Leisure & hospitality,2015,8,41.6,False
North Dakota,Leisure & hospitality,2015,9,41.4,False
North Dakota,Leisure & hospitality,2015,10,41.0,False
North Dakota,Leisure & hospitality,2015,11,40.7,False
North Dakota,Leisure & hospitality,2015,12,40.3,False
North Dakota,Leisure & hospitality,2016,1,38.7,False
North Dakota,Leisure & hospitality,2016,2,38.5,False
North Dakota,Leisure & hospitality,2016,3,39.2,False
North Dakota,Leisure & hospitality,2016,4,39.6,False
North Dakota,Leisure & hospitality,2016,5,40.4,False
North Dakota,Leisure & hospitality,2016,6,40.8,False
North Dakota,Leisure & hospitality,2016,7,40.7,False
North Dakota,Leisure & hospitality,2016,8,40.7,False
North Dakota,Leisure & hospitality,2016,9,41.1,False
North Dakota,Leisure & hospitality,2016,10,40.4,False
North Dakota,Leisure & hospitality,2016,11,40.0,False
North Dakota,Leisure & hospitality,2016,12,39.5,False
North Dakota,Leisure & hospitality,2017,1,38.6,False
North Dakota,Leisure & hospitality,2017,2,38.8,False
North Dakota,Leisure & hospitality,2017,3,39.2,False
North Dakota,Leisure & hospitality,2017,4,39.7,False
North Dakota,Leisure & hospitality,2017,5,40.2,False
North Dakota,Leisure & hospitality,2017,6,41.3,False
North Dakota,Leisure & hospitality,2017,7,41.4,False
North Dakota,Leisure & hospitality,2017,8,41.5,False
North Dakota,Leisure & hospitality,2017,9,40.9,False
North Dakota,Leisure & hospitality,2017,10,40.8,False
North Dakota,Leisure & hospitality,2017,11,40.3,False
North Dakota,Leisure & hospitality,2017,12,39.8,False
North Dakota,Leisure & hospitality,2018,1,38.7,False
North Dakota,Leisure & hospitality,2018,2,39.0,False
North Dakota,Leisure & hospitality,2018,3,39.3,False
North Dakota,Leisure & hospitality,2018,4,39.5,False
North Dakota,Leisure & hospitality,2018,5,40.8,False
North Dakota,Leisure & hospitality,2018,6,41.7,False
North Dakota,Leisure & hospitality,2018,7,41.9,False
North Dakota,Leisure & hospitality,2018,8,41.4,False
North Dakota,Leisure & hospitality,2018,9,40.9,False
North Dakota,Leisure & hospitality,2018,10,40.9,False
North Dakota,Leisure & hospitality,2018,11,40.1,False
North Dakota,Leisure & hospitality,2018,12,40.2,False
North Dakota,Leisure & hospitality,2019,1,39.0,False
North Dakota,Leisure & hospitality,2019,2,38.7,False
North Dakota,Leisure & hospitality,2019,3,39.3,False
North Dakota,Leisure & hospitality,2019,4,39.6,False
North Dakota,Leisure & hospitality,2019,5,40.9,False
North Dakota,Leisure & hospitality,2019,6,41.7,False
North Dakota,Leisure & hospitality,2019,7,42.2,False
North Dakota,Leisure & hospitality,2019,8,41.8,False
North Dakota,Leisure & hospitality,2019,9,41.1,False
North Dakota,Leisure & hospitality,2019,10,40.8,False
North Dakota,Leisure & hospitality,2019,11,40.6,False
North Dakota,Leisure & hospitality,2019,12,39.7,False
North Dakota,Leisure & hospitality,2020,1,39.1,False
North Dakota,Leisure & hospitality,2020,2,39.6,False
North Dakota,Leisure & hospitality,2020,3,38.5,False
North Dakota,Leisure & hospitality,2020,4,21.8,False
North Dakota,Leisure & hospitality,2020,5,30.1,False
North Dakota,Leisure & hospitality,2020,6,33.4,False
North Dakota,Leisure & hospitality,2020,7,35.4,False
North Dakota,Leisure & hospitality,2020,8,35.9,False
North Dakota,Leisure & hospitality,2020,9,35.5,False
North Dakota,Leisure & hospitality,2020,10,35.2,False
North Dakota,Leisure & hospitality,2020,11,33.7,False
North Dakota,Leisure & hospitality,2020,12,33.1,False
North Dakota,Leisure & hospitality,2021,1,33.3,False
North Dakota,Leisure & hospitality,2021,2,34.3,False
North Dakota,Leisure & hospitality,2021,3,35.1,False
North Dakota,Leisure & hospitality,2021,4,35.8,False
North Dakota,Leisure & hospitality,2021,5,37.0,False
North Dakota,Leisure & hospitality,2021,6,38.4,False
North Dakota,Leisure & hospitality,2021,7,39.0,False
North Dakota,Leisure & hospitality,2021,8,38.9,False
North Dakota,Leisure & hospitality,2021,9,38.5,False
North Dakota,Leisure & hospitality,2021,10,38.6,False
North Dakota,Leisure & hospitality,2021,11,37.7,False
North Dakota,Leisure & hospitality,2021,12,37.7,False
North Dakota,Leisure & hospitality,2022,1,36.6,False
North Dakota,Leisure & hospitality,2022,2,37.6,False
North Dakota,Leisure & hospitality,2022,3,37.8,False
North Dakota,Leisure & hospitality,2022,4,37.9,False
North Dakota,Leisure & hospitality,2022,5,39.3,False
North Dakota,Leisure & hospitality,2022,6,40.8,False
North Dakota,Leisure & hospitality,2022,7,40.8,False
North Dakota,Leisure & hospitality,2022,8,40.7,False
North Dakota,Leisure & hospitality,2022,9,40.0,False
North Dakota,Leisure & hospitality,2022,10,39.7,False
North Dakota,Leisure & hospitality,2022,11,39.0,False
North Dakota,Leisure & hospitality,2022,12,38.3,False
North Dakota,Leisure & hospitality,2023,1,38.6,False
North Dakota,Leisure & hospitality,2023,2,38.6,False
North Dakota,Leisure & hospitality,2023,3,38.8,False
North Dakota,Leisure & hospitality,2023,4,39.1,False
North Dakota,Leisure & hospitality,2023,5,40.3,False
North Dakota,Leisure & hospitality,2023,6,41.5,False
North Dakota,Leisure & hospitality,2023,7,41.7,False
North Dakota,Leisure & hospitality,2023,8,41.6,False
North Dakota,Leisure & hospitality,2023,9,41.1,False
North Dakota,Leisure & hospitality,2023,10,40.6,False
North Dakota,Leisure & hospitality,2023,11,39.9,False
North Dakota,Leisure & hospitality,2023,12,40.1,False
North Dakota,Leisure & hospitality,2024,1,39.5,False
North Dakota,Leisure & hospitality,2024,2,39.7,False
North Dakota,Leisure & hospitality,2024,3,40.6,False
North Dakota,Leisure & hospitality,2024,4,40.6,False
North Dakota,Leisure & hospitality,2024,5,41.8,False
North Dakota,Leisure & hospitality,2024,6,42.4,False
North Dakota,Leisure & hospitality,2024,7,42.4,False
North Dakota,Leisure & hospitality,2024,8,42.3,False
North Dakota,Leisure & hospitality,2024,9,41.4,False
North Dakota,Leisure & hospitality,2024,10,41.2,False
North Dakota,Leisure & hospitality,2024,11,40.6,False
North Dakota,Leisure & hospitality,2024,12,40.9,False
North Dakota,Leisure & hospitality,2025,1,39.7,False
North Dakota,Leisure & hospitality,2025,2,40.2,False
North Dakota,Leisure & hospitality,2025,3,40.2,False
North Dakota,Leisure & hospitality,2025,4,40.2,False
North Dakota,Leisure & hospitality,2025,5,41.7,False
North Dakota,Leisure & hospitality,2025,6,42.8,False
North Dakota,Leisure & hospitality,2025,7,42.3,False
North Dakota,Leisure & hospitality,2025,8,42.0,False
North Dakota,Leisure & hospitality,2025,9,41.5,False
North Dakota,Leisure & hospitality,2025,10,41.2,False
North Dakota,Leisure & hospitality,2025,11,39.8,False
North Dakota,Leisure & hospitality,2025,12,38.9,False
North Dakota,Leisure & hospitality,2026,1,38.3,False
North Dakota,Leisure & hospitality,2026,2,38.9,False
North Dakota,Leisure & hospitality,2026,3,40.3,False
North Dakota,Leisure & hospitality,2026,4,39.7,False
North Dakota,Leisure & hospitality,2026,5,42.0,False
North Dakota,Leisure & hospitality,2026,6,43.4,False
North Dakota,Leisure & hospitality,2026,7,43.0,True
North Dakota,Total nonfarm,2015,1,456.7,False
North Dakota,Total nonfarm,2015,2,455.9,False
North Dakota,Total nonfarm,2015,3,454.7,False
North Dakota,Total nonfarm,2015,4,456.5,False
North Dakota,Total nonfarm,2015,5,461.1,False
North Dakota,Total nonfarm,2015,6,459.5,False
North Dakota,Total nonfarm,2015,7,451.4,False
North Dakota,Total nonfarm,2015,8,449.6,False
North Dakota,Total nonfarm,2015,9,454.2,False
North Dakota,Total nonfarm,2015,10,454.9,False
North Dakota,Total nonfarm,2015,11,451.6,False
North Dakota,Total nonfarm,2015,12,446.7,False
North Dakota,Total nonfarm,2016,1,429.0,False
North Dakota,Total nonfarm,2016,2,429.2,False
North Dakota,Total nonfarm,2016,3,428.6,False
North Dakota,Total nonfarm,2016,4,434.1,False
North Dakota,Total nonfarm,2016,5,439.2,False
North Dakota,Total nonfarm,2016,6,438.6,False
North Dakota,Total nonfarm,2016,7,435.5,False
North Dakota,Total nonfarm,2016,8,434.9,False
North Dakota,Total nonfarm,2016,9,440.9,False
North Dakota,Total nonfarm,2016,10,440.9,False
North Dakota,Total nonfarm,2016,11,438.4,False
North Dakota,Total nonfarm,2016,12,433.0,False
North Dakota,Total nonfarm,2017,1,422.3,False
North Dakota,Total nonfarm,2017,2,424.0,False
North Dakota,Total nonfarm,2017,3,425.2,False
North Dakota,Total nonfarm,2017,4,432.5,False
North Dakota,Total nonfarm,2017,5,438.0,False
North Dakota,Total nonfarm,2017,6,438.2,False
North Dakota,Total nonfarm,2017,7,432.4,False
North Dakota,Total nonfarm,2017,8,431.8,False
North Dakota,Total nonfarm,2017,9,437.2,False
North Dakota,Total nonfarm,2017,10,439.1,False
North Dakota,Total nonfarm,2017,11,437.1,False
North Dakota,Total nonfarm,2017,12,435.3,False
North Dakota,Total nonfarm,2018,1,424.9,False
North Dakota,Total nonfarm,2018,2,426.3,False
North Dakota,Total nonfarm,2018,3,428.3,False
North Dakota,Total nonfarm,2018,4,430.5,False
North Dakota,Total nonfarm,2018,5,440.3,False
North Dakota,Total nonfarm,2018,6,442.2,False
North Dakota,Total nonfarm,2018,7,436.9,False
North Dakota,Total nonfarm,2018,8,436.4,False
North Dakota,Total nonfarm,2018,9,442.2,False
North Dakota,Total nonfarm,2018,10,444.3,False
North Dakota,Total nonfarm,2018,11,443.1,False
North Dakota,Total nonfarm,2018,12,441.7,False
North Dakota,Total nonfarm,2019,1,431.2,False
North Dakota,Total nonfarm,2019,2,432.2,False
North Dakota,Total nonfarm,2019,3,433.3,False
North Dakota,Total nonfarm,2019,4,438.4,False
North Dakota,Total nonfarm,2019,5,446.7,False
North Dakota,Total nonfarm,2019,6,447.3,False
North Dakota,Total nonfarm,2019,7,441.0,False
North Dakota,Total nonfarm,2019,8,441.7,False
North Dakota,Total nonfarm,2019,9,445.3,False
North Dakota,Total nonfarm,2019,10,447.9,False
North Dakota,Total nonfarm,2019,11,445.1,False
North Dakota,Total nonfarm,2019,12,443.0,False
North Dakota,Total nonfarm,2020,1,431.9,False
North Dakota,Total nonfarm,2020,2,433.1,False
North Dakota,Total nonfarm,2020,3,432.4,False
North Dakota,Total nonfarm,2020,4,384.5,False
North Dakota,Total nonfarm,2020,5,399.4,False
North Dakota,Total nonfarm,2020,6,404.0,False
North Dakota,Total nonfarm,2020,7,403.5,False
North Dakota,Total nonfarm,2020,8,406.8,False
North Dakota,Total nonfarm,2020,9,413.8,False
North Dakota,Total nonfarm,2020,10,416.7,False
North Dakota,Total nonfarm,2020,11,411.7,False
North Dakota,Total nonfarm,2020,12,411.3,False
North Dakota,Total nonfarm,2021,1,402.7,False
North Dakota,Total nonfarm,2021,2,404.2,False
North Dakota,Total nonfarm,2021,3,407.6,False
North Dakota,Total nonfarm,2021,4,413.6,False
North Dakota,Total nonfarm,2021,5,418.7,False
North Dakota,Total nonfarm,2021,6,421.2,False
North Dakota,Total nonfarm,2021,7,418.3,False
North Dakota,Total nonfarm,2021,8,418.2,False
North Dakota,Total nonfarm,2021,9,423.8,False
North Dakota,Total nonfarm,2021,10,426.2,False
North Dakota,Total nonfarm,2021,11,425.1,False
North Dakota,Total nonfarm,2021,12,424.1,False
North Dakota,Total nonfarm,2022,1,414.3,False
North Dakota,Total nonfarm,2022,2,416.6,False
North Dakota,Total nonfarm,2022,3,419.7,False
North Dakota,Total nonfarm,2022,4,422.3,False
North Dakota,Total nonfarm,2022,5,429.6,False
North Dakota,Total nonfarm,2022,6,432.9,False
North Dakota,Total nonfarm,2022,7,429.5,False
North Dakota,Total nonfarm,2022,8,429.3,False
North Dakota,Total nonfarm,2022,9,435.4,False
North Dakota,Total nonfarm,2022,10,437.4,False
North Dakota,Total nonfarm,2022,11,436.8,False
North Dakota,Total nonfarm,2022,12,433.6,False
North Dakota,Total nonfarm,2023,1,426.8,False
North Dakota,Total nonfarm,2023,2,429.4,False
North Dakota,Total nonfarm,2023,3,431.0,False
North Dakota,Total nonfarm,2023,4,432.8,False
North Dakota,Total nonfarm,2023,5,440.4,False
North Dakota,Total nonfarm,2023,6,443.6,False
North Dakota,Total nonfarm,2023,7,438.4,False
North Dakota,Total nonfarm,2023,8,438.3,False
North Dakota,Total nonfarm,2023,9,445.5,False
North Dakota,Total nonfarm,2023,10,446.2,False
North Dakota,Total nonfarm,2023,11,444.3,False
North Dakota,Total nonfarm,2023,12,444.7,False
North Dakota,Total nonfarm,2024,1,433.6,False
North Dakota,Total nonfarm,2024,2,436.0,False
North Dakota,Total nonfarm,2024,3,439.2,False
North Dakota,Total nonfarm,2024,4,443.6,False
North Dakota,Total nonfarm,2024,5,451.0,False
North Dakota,Total nonfarm,2024,6,452.3,False
North Dakota,Total nonfarm,2024,7,447.8,False
North Dakota,Total nonfarm,2024,8,447.7,False
North Dakota,Total nonfarm,2024,9,452.9,False
North Dakota,Total nonfarm,2024,10,453.1,False
North Dakota,Total nonfarm,2024,11,452.1,False
North Dakota,Total nonfarm,2024,12,449.2,False
North Dakota,Total nonfarm,2025,1,439.1,False
North Dakota,Total nonfarm,2025,2,439.7,False
North Dakota,Total nonfarm,2025,3,441.8,False
North Dakota,Total nonfarm,2025,4,445.7,False
North Dakota,Total nonfarm,2025,5,451.5,False
North Dakota,Total nonfarm,2025,6,452.4,False
North Dakota,Total nonfarm,2025,7,446.4,False
North Dakota,Total nonfarm,2025,8,445.5,False
North Dakota,Total nonfarm,2025,9,451.2,False
North Dakota,Total nonfarm,2025,10,452.4,False
North Dakota,Total nonfarm,2025,11,449.4,False
North Dakota,Total nonfarm,2025,12,444.7,False
North Dakota,Total nonfarm,2026,1,438.2,False
North Dakota,Total nonfarm,2026,2,441.0,False
North Dakota,Total nonfarm,2026,3,444.0,False
North Dakota,Total nonfarm,2026,4,445.0,False
North Dakota,Total nonfarm,2026,5,451.1,False
North Dakota,Total nonfarm,2026,6,453.4,False
North Dakota,Total nonfarm,2026,7,447.6,True
