port,state,port_code,date,measure,value
Hannah,North Dakota,3408,2026-01-01,Personal Vehicles,24
Hannah,North Dakota,3408,2026-02-01,Personal Vehicles,25
Hannah,North Dakota,3408,2026-03-01,Personal Vehicles,18
Hannah,North Dakota,3408,2026-04-01,Personal Vehicles,20
Hannah,North Dakota,3408,2026-05-01,Personal Vehicles,16
Hannah,North Dakota,3408,2026-06-01,Personal Vehicles,19
Hannah,North Dakota,3408,2026-07-01,Personal Vehicles,27
Hansboro,North Dakota,3415,2019-02-01,Bus Passengers,45
Hansboro,North Dakota,3415,2019-03-01,Bus Passengers,27
Hansboro,North Dakota,3415,2019-08-01,Bus Passengers,70
Hansboro,North Dakota,3415,2019-09-01,Bus Passengers,70
Hansboro,North Dakota,3415,2019-10-01,Bus Passengers,72
Hansboro,North Dakota,3415,2019-11-01,Bus Passengers,112
Hansboro,North Dakota,3415,2019-12-01,Bus Passengers,50
Hansboro,North Dakota,3415,2020-01-01,Bus Passengers,30
Hansboro,North Dakota,3415,2020-02-01,Bus Passengers,79
Hansboro,North Dakota,3415,2022-08-01,Bus Passengers,40
Hansboro,North Dakota,3415,2023-04-01,Bus Passengers,36
Hansboro,North Dakota,3415,2025-04-01,Bus Passengers,35
Hansboro,North Dakota,3415,2025-12-01,Bus Passengers,13
Hansboro,North Dakota,3415,2026-06-01,Bus Passengers,26
Hansboro,North Dakota,3415,2019-02-01,Buses,1
Hansboro,North Dakota,3415,2019-03-01,Buses,1
Hansboro,North Dakota,3415,2019-08-01,Buses,2
Hansboro,North Dakota,3415,2019-09-01,Buses,2
Hansboro,North Dakota,3415,2019-10-01,Buses,2
Hansboro,North Dakota,3415,2019-11-01,Buses,4
Hansboro,North Dakota,3415,2019-12-01,Buses,1
Hansboro,North Dakota,3415,2020-01-01,Buses,2
Hansboro,North Dakota,3415,2020-02-01,Buses,3
Hansboro,North Dakota,3415,2022-08-01,Buses,1
Hansboro,North Dakota,3415,2023-04-01,Buses,1
Hansboro,North Dakota,3415,2025-04-01,Buses,1
Hansboro,North Dakota,3415,2025-12-01,Buses,1
Hansboro,North Dakota,3415,2026-06-01,Buses,1
Hansboro,North Dakota,3415,2019-01-01,Personal Vehicle Passengers,682
Hansboro,North Dakota,3415,2019-02-01,Personal Vehicle Passengers,472
Hansboro,North Dakota,3415,2019-03-01,Personal Vehicle Passengers,760
Hansboro,North Dakota,3415,2019-04-01,Personal Vehicle Passengers,722
Hansboro,North Dakota,3415,2019-05-01,Personal Vehicle Passengers,874
Hansboro,North Dakota,3415,2019-06-01,Personal Vehicle Passengers,1101
Hansboro,North Dakota,3415,2019-07-01,Personal Vehicle Passengers,1448
Hansboro,North Dakota,3415,2019-08-01,Personal Vehicle Passengers,1495
Hansboro,North Dakota,3415,2019-09-01,Personal Vehicle Passengers,967
Hansboro,North Dakota,3415,2019-10-01,Personal Vehicle Passengers,805
Hansboro,North Dakota,3415,2019-11-01,Personal Vehicle Passengers,754
Hansboro,North Dakota,3415,2019-12-01,Personal Vehicle Passengers,896
Hansboro,North Dakota,3415,2020-01-01,Personal Vehicle Passengers,612
Hansboro,North Dakota,3415,2020-02-01,Personal Vehicle Passengers,817
Hansboro,North Dakota,3415,2020-03-01,Personal Vehicle Passengers,373
Hansboro,North Dakota,3415,2020-04-01,Personal Vehicle Passengers,57
Hansboro,North Dakota,3415,2020-05-01,Personal Vehicle Passengers,60
Hansboro,North Dakota,3415,2020-06-01,Personal Vehicle Passengers,81
Hansboro,North Dakota,3415,2020-07-01,Personal Vehicle Passengers,95
Hansboro,North Dakota,3415,2020-08-01,Personal Vehicle Passengers,81
Hansboro,North Dakota,3415,2020-09-01,Personal Vehicle Passengers,101
Hansboro,North Dakota,3415,2020-10-01,Personal Vehicle Passengers,82
Hansboro,North Dakota,3415,2020-11-01,Personal Vehicle Passengers,68
Hansboro,North Dakota,3415,2020-12-01,Personal Vehicle Passengers,75
Hansboro,North Dakota,3415,2021-01-01,Personal Vehicle Passengers,97
Hansboro,North Dakota,3415,2021-02-01,Personal Vehicle Passengers,44
Hansboro,North Dakota,3415,2021-03-01,Personal Vehicle Passengers,86
Hansboro,North Dakota,3415,2021-04-01,Personal Vehicle Passengers,96
Hansboro,North Dakota,3415,2021-05-01,Personal Vehicle Passengers,59
Hansboro,North Dakota,3415,2021-06-01,Personal Vehicle Passengers,124
Hansboro,North Dakota,3415,2021-07-01,Personal Vehicle Passengers,111
Hansboro,North Dakota,3415,2021-08-01,Personal Vehicle Passengers,155
Hansboro,North Dakota,3415,2021-09-01,Personal Vehicle Passengers,152
Hansboro,North Dakota,3415,2021-10-01,Personal Vehicle Passengers,172
Hansboro,North Dakota,3415,2021-11-01,Personal Vehicle Passengers,168
Hansboro,North Dakota,3415,2021-12-01,Personal Vehicle Passengers,232
Hansboro,North Dakota,3415,2022-01-01,Personal Vehicle Passengers,162
Hansboro,North Dakota,3415,2022-02-01,Personal Vehicle Passengers,88
Hansboro,North Dakota,3415,2022-03-01,Personal Vehicle Passengers,168
Hansboro,North Dakota,3415,2022-04-01,Personal Vehicle Passengers,349
Hansboro,North Dakota,3415,2022-05-01,Personal Vehicle Passengers,413
Hansboro,North Dakota,3415,2022-06-01,Personal Vehicle Passengers,517
Hansboro,North Dakota,3415,2022-07-01,Personal Vehicle Passengers,674
Hansboro,North Dakota,3415,2022-08-01,Personal Vehicle Passengers,771
Hansboro,North Dakota,3415,2022-09-01,Personal Vehicle Passengers,433
Hansboro,North Dakota,3415,2022-10-01,Personal Vehicle Passengers,564
Hansboro,North Dakota,3415,2022-11-01,Personal Vehicle Passengers,438
Hansboro,North Dakota,3415,2022-12-01,Personal Vehicle Passengers,377
Hansboro,North Dakota,3415,2023-01-01,Personal Vehicle Passengers,379
Hansboro,North Dakota,3415,2023-02-01,Personal Vehicle Passengers,351
Hansboro,North Dakota,3415,2023-03-01,Personal Vehicle Passengers,467
Hansboro,North Dakota,3415,2023-04-01,Personal Vehicle Passengers,423
Hansboro,North Dakota,3415,2023-05-01,Personal Vehicle Passengers,470
Hansboro,North Dakota,3415,2023-06-01,Personal Vehicle Passengers,850
Hansboro,North Dakota,3415,2023-07-01,Personal Vehicle Passengers,1178
Hansboro,North Dakota,3415,2023-08-01,Personal Vehicle Passengers,1153
Hansboro,North Dakota,3415,2023-09-01,Personal Vehicle Passengers,869
Hansboro,North Dakota,3415,2023-10-01,Personal Vehicle Passengers,796
Hansboro,North Dakota,3415,2023-11-01,Personal Vehicle Passengers,626
Hansboro,North Dakota,3415,2023-12-01,Personal Vehicle Passengers,667
Hansboro,North Dakota,3415,2024-01-01,Personal Vehicle Passengers,500
Hansboro,North Dakota,3415,2024-02-01,Personal Vehicle Passengers,512
Hansboro,North Dakota,3415,2024-03-01,Personal Vehicle Passengers,630
Hansboro,North Dakota,3415,2024-04-01,Personal Vehicle Passengers,668
Hansboro,North Dakota,3415,2024-05-01,Personal Vehicle Passengers,681
Hansboro,North Dakota,3415,2024-06-01,Personal Vehicle Passengers,964
Hansboro,North Dakota,3415,2024-07-01,Personal Vehicle Passengers,1297
Hansboro,North Dakota,3415,2024-08-01,Personal Vehicle Passengers,1096
Hansboro,North Dakota,3415,2024-09-01,Personal Vehicle Passengers,714
Hansboro,North Dakota,3415,2024-10-01,Personal Vehicle Passengers,813
Hansboro,North Dakota,3415,2024-11-01,Personal Vehicle Passengers,548
Hansboro,North Dakota,3415,2024-12-01,Personal Vehicle Passengers,638
Hansboro,North Dakota,3415,2025-01-01,Personal Vehicle Passengers,529
Hansboro,North Dakota,3415,2025-02-01,Personal Vehicle Passengers,430
Hansboro,North Dakota,3415,2025-03-01,Personal Vehicle Passengers,562
Hansboro,North Dakota,3415,2025-04-01,Personal Vehicle Passengers,433
Hansboro,North Dakota,3415,2025-05-01,Personal Vehicle Passengers,529
Hansboro,North Dakota,3415,2025-06-01,Personal Vehicle Passengers,629
Hansboro,North Dakota,3415,2025-07-01,Personal Vehicle Passengers,785
Hansboro,North Dakota,3415,2025-08-01,Personal Vehicle Passengers,826
Hansboro,North Dakota,3415,2025-09-01,Personal Vehicle Passengers,555
Hansboro,North Dakota,3415,2025-10-01,Personal Vehicle Passengers,619
Hansboro,North Dakota,3415,2025-11-01,Personal Vehicle Passengers,518
Hansboro,North Dakota,3415,2025-12-01,Personal Vehicle Passengers,533
Hansboro,North Dakota,3415,2026-01-01,Personal Vehicle Passengers,412
Hansboro,North Dakota,3415,2026-02-01,Personal Vehicle Passengers,396
Hansboro,North Dakota,3415,2026-03-01,Personal Vehicle Passengers,453
Hansboro,North Dakota,3415,2026-04-01,Personal Vehicle Passengers,574
Hansboro,North Dakota,3415,2026-05-01,Personal Vehicle Passengers,600
Hansboro,North Dakota,3415,2026-06-01,Personal Vehicle Passengers,751
Hansboro,North Dakota,3415,2026-07-01,Personal Vehicle Passengers,916
Hansboro,North Dakota,3415,2019-01-01,Personal Vehicles,367
Hansboro,North Dakota,3415,2019-02-01,Personal Vehicles,274
Hansboro,North Dakota,3415,2019-03-01,Personal Vehicles,390
Hansboro,North Dakota,3415,2019-04-01,Personal Vehicles,395
Hansboro,North Dakota,3415,2019-05-01,Personal Vehicles,459
Hansboro,North Dakota,3415,2019-06-01,Personal Vehicles,518
Hansboro,North Dakota,3415,2019-07-01,Personal Vehicles,697
Hansboro,North Dakota,3415,2019-08-01,Personal Vehicles,702
Hansboro,North Dakota,3415,2019-09-01,Personal Vehicles,554
Hansboro,North Dakota,3415,2019-10-01,Personal Vehicles,410
Hansboro,North Dakota,3415,2019-11-01,Personal Vehicles,344
Hansboro,North Dakota,3415,2019-12-01,Personal Vehicles,420
Hansboro,North Dakota,3415,2020-01-01,Personal Vehicles,325
Hansboro,North Dakota,3415,2020-02-01,Personal Vehicles,395
Hansboro,North Dakota,3415,2020-03-01,Personal Vehicles,223
Hansboro,North Dakota,3415,2020-04-01,Personal Vehicles,40
Hansboro,North Dakota,3415,2020-05-01,Personal Vehicles,53
Hansboro,North Dakota,3415,2020-06-01,Personal Vehicles,72
Hansboro,North Dakota,3415,2020-07-01,Personal Vehicles,76
Hansboro,North Dakota,3415,2020-08-01,Personal Vehicles,71
Hansboro,North Dakota,3415,2020-09-01,Personal Vehicles,85
Hansboro,North Dakota,3415,2020-10-01,Personal Vehicles,66
Hansboro,North Dakota,3415,2020-11-01,Personal Vehicles,59
Hansboro,North Dakota,3415,2020-12-01,Personal Vehicles,56
Hansboro,North Dakota,3415,2021-01-01,Personal Vehicles,75
Hansboro,North Dakota,3415,2021-02-01,Personal Vehicles,39
Hansboro,North Dakota,3415,2021-03-01,Personal Vehicles,72
Hansboro,North Dakota,3415,2021-04-01,Personal Vehicles,74
Hansboro,North Dakota,3415,2021-05-01,Personal Vehicles,51
Hansboro,North Dakota,3415,2021-06-01,Personal Vehicles,89
Hansboro,North Dakota,3415,2021-07-01,Personal Vehicles,91
Hansboro,North Dakota,3415,2021-08-01,Personal Vehicles,100
Hansboro,North Dakota,3415,2021-09-01,Personal Vehicles,112
Hansboro,North Dakota,3415,2021-10-01,Personal Vehicles,115
Hansboro,North Dakota,3415,2021-11-01,Personal Vehicles,109
Hansboro,North Dakota,3415,2021-12-01,Personal Vehicles,125
Hansboro,North Dakota,3415,2022-01-01,Personal Vehicles,88
Hansboro,North Dakota,3415,2022-02-01,Personal Vehicles,63
Hansboro,North Dakota,3415,2022-03-01,Personal Vehicles,99
Hansboro,North Dakota,3415,2022-04-01,Personal Vehicles,172
Hansboro,North Dakota,3415,2022-05-01,Personal Vehicles,239
Hansboro,North Dakota,3415,2022-06-01,Personal Vehicles,264
Hansboro,North Dakota,3415,2022-07-01,Personal Vehicles,339
Hansboro,North Dakota,3415,2022-08-01,Personal Vehicles,359
Hansboro,North Dakota,3415,2022-09-01,Personal Vehicles,256
Hansboro,North Dakota,3415,2022-10-01,Personal Vehicles,316
Hansboro,North Dakota,3415,2022-11-01,Personal Vehicles,219
Hansboro,North Dakota,3415,2022-12-01,Personal Vehicles,200
Hansboro,North Dakota,3415,2023-01-01,Personal Vehicles,212
Hansboro,North Dakota,3415,2023-02-01,Personal Vehicles,188
Hansboro,North Dakota,3415,2023-03-01,Personal Vehicles,229
Hansboro,North Dakota,3415,2023-04-01,Personal Vehicles,215
Hansboro,North Dakota,3415,2023-05-01,Personal Vehicles,277
Hansboro,North Dakota,3415,2023-06-01,Personal Vehicles,423
Hansboro,North Dakota,3415,2023-07-01,Personal Vehicles,564
Hansboro,North Dakota,3415,2023-08-01,Personal Vehicles,558
Hansboro,North Dakota,3415,2023-09-01,Personal Vehicles,435
Hansboro,North Dakota,3415,2023-10-01,Personal Vehicles,401
Hansboro,North Dakota,3415,2023-11-01,Personal Vehicles,322
Hansboro,North Dakota,3415,2023-12-01,Personal Vehicles,319
Hansboro,North Dakota,3415,2024-01-01,Personal Vehicles,225
Hansboro,North Dakota,3415,2024-02-01,Personal Vehicles,256
Hansboro,North Dakota,3415,2024-03-01,Personal Vehicles,305
Hansboro,North Dakota,3415,2024-04-01,Personal Vehicles,346
Hansboro,North Dakota,3415,2024-05-01,Personal Vehicles,374
Hansboro,North Dakota,3415,2024-06-01,Personal Vehicles,483
Hansboro,North Dakota,3415,2024-07-01,Personal Vehicles,568
Hansboro,North Dakota,3415,2024-08-01,Personal Vehicles,542
Hansboro,North Dakota,3415,2024-09-01,Personal Vehicles,381
Hansboro,North Dakota,3415,2024-10-01,Personal Vehicles,427
Hansboro,North Dakota,3415,2024-11-01,Personal Vehicles,307
Hansboro,North Dakota,3415,2024-12-01,Personal Vehicles,311
Hansboro,North Dakota,3415,2025-01-01,Personal Vehicles,274
Hansboro,North Dakota,3415,2025-02-01,Personal Vehicles,237
Hansboro,North Dakota,3415,2025-03-01,Personal Vehicles,295
Hansboro,North Dakota,3415,2025-04-01,Personal Vehicles,244
Hansboro,North Dakota,3415,2025-05-01,Personal Vehicles,309
Hansboro,North Dakota,3415,2025-06-01,Personal Vehicles,321
Hansboro,North Dakota,3415,2025-07-01,Personal Vehicles,402
Hansboro,North Dakota,3415,2025-08-01,Personal Vehicles,437
Hansboro,North Dakota,3415,2025-09-01,Personal Vehicles,317
Hansboro,North Dakota,3415,2025-10-01,Personal Vehicles,356
Hansboro,North Dakota,3415,2025-11-01,Personal Vehicles,283
Hansboro,North Dakota,3415,2025-12-01,Personal Vehicles,243
Hansboro,North Dakota,3415,2026-01-01,Personal Vehicles,208
Hansboro,North Dakota,3415,2026-02-01,Personal Vehicles,205
Hansboro,North Dakota,3415,2026-03-01,Personal Vehicles,259
Hansboro,North Dakota,3415,2026-04-01,Personal Vehicles,296
Hansboro,North Dakota,3415,2026-05-01,Personal Vehicles,342
Hansboro,North Dakota,3415,2026-06-01,Personal Vehicles,372
Hansboro,North Dakota,3415,2026-07-01,Personal Vehicles,442
Maida,North Dakota,3416,2019-02-01,Bus Passengers,16
Maida,North Dakota,3416,2019-03-01,Bus Passengers,26
Maida,North Dakota,3416,2019-04-01,Bus Passengers,16
Maida,North Dakota,3416,2023-03-01,Bus Passengers,16
Maida,North Dakota,3416,2019-02-01,Buses,1
Maida,North Dakota,3416,2019-03-01,Buses,2
Maida,North Dakota,3416,2019-04-01,Buses,1
Maida,North Dakota,3416,2023-03-01,Buses,1
Maida,North Dakota,3416,2019-01-01,Personal Vehicle Passengers,828
Maida,North Dakota,3416,2019-02-01,Personal Vehicle Passengers,607
Maida,North Dakota,3416,2019-03-01,Personal Vehicle Passengers,946
Maida,North Dakota,3416,2019-04-01,Personal Vehicle Passengers,971
Maida,North Dakota,3416,2019-05-01,Personal Vehicle Passengers,1381
Maida,North Dakota,3416,2019-06-01,Personal Vehicle Passengers,1516
Maida,North Dakota,3416,2019-07-01,Personal Vehicle Passengers,2063
Maida,North Dakota,3416,2019-08-01,Personal Vehicle Passengers,2096
Maida,North Dakota,3416,2019-09-01,Personal Vehicle Passengers,1346
Maida,North Dakota,3416,2019-10-01,Personal Vehicle Passengers,792
Maida,North Dakota,3416,2019-11-01,Personal Vehicle Passengers,691
Maida,North Dakota,3416,2019-12-01,Personal Vehicle Passengers,892
Maida,North Dakota,3416,2020-01-01,Personal Vehicle Passengers,738
Maida,North Dakota,3416,2020-02-01,Personal Vehicle Passengers,775
Maida,North Dakota,3416,2020-03-01,Personal Vehicle Passengers,365
Maida,North Dakota,3416,2020-04-01,Personal Vehicle Passengers,18
Maida,North Dakota,3416,2020-05-01,Personal Vehicle Passengers,65
Maida,North Dakota,3416,2020-06-01,Personal Vehicle Passengers,53
Maida,North Dakota,3416,2020-07-01,Personal Vehicle Passengers,71
Maida,North Dakota,3416,2020-08-01,Personal Vehicle Passengers,83
Maida,North Dakota,3416,2020-09-01,Personal Vehicle Passengers,68
Maida,North Dakota,3416,2020-10-01,Personal Vehicle Passengers,61
Maida,North Dakota,3416,2020-11-01,Personal Vehicle Passengers,31
Maida,North Dakota,3416,2020-12-01,Personal Vehicle Passengers,28
Maida,North Dakota,3416,2021-01-01,Personal Vehicle Passengers,41
Maida,North Dakota,3416,2021-02-01,Personal Vehicle Passengers,35
Maida,North Dakota,3416,2021-03-01,Personal Vehicle Passengers,33
Maida,North Dakota,3416,2021-04-01,Personal Vehicle Passengers,41
Maida,North Dakota,3416,2021-05-01,Personal Vehicle Passengers,53
Maida,North Dakota,3416,2021-06-01,Personal Vehicle Passengers,32
Maida,North Dakota,3416,2021-07-01,Personal Vehicle Passengers,57
Maida,North Dakota,3416,2021-08-01,Personal Vehicle Passengers,119
Maida,North Dakota,3416,2021-09-01,Personal Vehicle Passengers,87
Maida,North Dakota,3416,2021-10-01,Personal Vehicle Passengers,90
Maida,North Dakota,3416,2021-11-01,Personal Vehicle Passengers,111
Maida,North Dakota,3416,2021-12-01,Personal Vehicle Passengers,135
Maida,North Dakota,3416,2022-01-01,Personal Vehicle Passengers,93
Maida,North Dakota,3416,2022-02-01,Personal Vehicle Passengers,86
Maida,North Dakota,3416,2022-03-01,Personal Vehicle Passengers,162
Maida,North Dakota,3416,2022-04-01,Personal Vehicle Passengers,234
Maida,North Dakota,3416,2022-05-01,Personal Vehicle Passengers,418
Maida,North Dakota,3416,2022-06-01,Personal Vehicle Passengers,443
Maida,North Dakota,3416,2022-07-01,Personal Vehicle Passengers,687
Maida,North Dakota,3416,2022-08-01,Personal Vehicle Passengers,537
Maida,North Dakota,3416,2022-09-01,Personal Vehicle Passengers,423
Maida,North Dakota,3416,2022-10-01,Personal Vehicle Passengers,442
Maida,North Dakota,3416,2022-11-01,Personal Vehicle Passengers,316
Maida,North Dakota,3416,2022-12-01,Personal Vehicle Passengers,250
Maida,North Dakota,3416,2023-01-01,Personal Vehicle Passengers,338
Maida,North Dakota,3416,2023-02-01,Personal Vehicle Passengers,260
Maida,North Dakota,3416,2023-03-01,Personal Vehicle Passengers,412
Maida,North Dakota,3416,2023-04-01,Personal Vehicle Passengers,520
Maida,North Dakota,3416,2023-05-01,Personal Vehicle Passengers,732
Maida,North Dakota,3416,2023-06-01,Personal Vehicle Passengers,914
Maida,North Dakota,3416,2023-07-01,Personal Vehicle Passengers,1350
Maida,North Dakota,3416,2023-08-01,Personal Vehicle Passengers,1017
Maida,North Dakota,3416,2023-09-01,Personal Vehicle Passengers,741
Maida,North Dakota,3416,2023-10-01,Personal Vehicle Passengers,486
Maida,North Dakota,3416,2023-11-01,Personal Vehicle Passengers,445
Maida,North Dakota,3416,2023-12-01,Personal Vehicle Passengers,512
Maida,North Dakota,3416,2024-01-01,Personal Vehicle Passengers,365
Maida,North Dakota,3416,2024-02-01,Personal Vehicle Passengers,502
Maida,North Dakota,3416,2024-03-01,Personal Vehicle Passengers,533
Maida,North Dakota,3416,2024-04-01,Personal Vehicle Passengers,600
Maida,North Dakota,3416,2024-05-01,Personal Vehicle Passengers,721
Maida,North Dakota,3416,2024-06-01,Personal Vehicle Passengers,812
Maida,North Dakota,3416,2024-07-01,Personal Vehicle Passengers,987
Maida,North Dakota,3416,2024-08-01,Personal Vehicle Passengers,1154
Maida,North Dakota,3416,2024-09-01,Personal Vehicle Passengers,740
Maida,North Dakota,3416,2024-10-01,Personal Vehicle Passengers,534
Maida,North Dakota,3416,2024-11-01,Personal Vehicle Passengers,549
Maida,North Dakota,3416,2024-12-01,Personal Vehicle Passengers,402
Maida,North Dakota,3416,2025-01-01,Personal Vehicle Passengers,406
Maida,North Dakota,3416,2025-02-01,Personal Vehicle Passengers,404
Maida,North Dakota,3416,2025-03-01,Personal Vehicle Passengers,562
Maida,North Dakota,3416,2025-04-01,Personal Vehicle Passengers,418
Maida,North Dakota,3416,2025-05-01,Personal Vehicle Passengers,525
Maida,North Dakota,3416,2025-06-01,Personal Vehicle Passengers,581
Maida,North Dakota,3416,2025-07-01,Personal Vehicle Passengers,828
Maida,North Dakota,3416,2025-08-01,Personal Vehicle Passengers,975
Maida,North Dakota,3416,2025-09-01,Personal Vehicle Passengers,550
Maida,North Dakota,3416,2025-10-01,Personal Vehicle Passengers,501
Maida,North Dakota,3416,2025-11-01,Personal Vehicle Passengers,414
Maida,North Dakota,3416,2025-12-01,Personal Vehicle Passengers,357
Maida,North Dakota,3416,2026-01-01,Personal Vehicle Passengers,290
Maida,North Dakota,3416,2026-02-01,Personal Vehicle Passengers,337
Maida,North Dakota,3416,2026-03-01,Personal Vehicle Passengers,487
Maida,North Dakota,3416,2026-04-01,Personal Vehicle Passengers,306
Maida,North Dakota,3416,2026-05-01,Personal Vehicle Passengers,456
Maida,North Dakota,3416,2026-06-01,Personal Vehicle Passengers,514
Maida,North Dakota,3416,2026-07-01,Personal Vehicle Passengers,741
Maida,North Dakota,3416,2019-01-01,Personal Vehicles,345
Maida,North Dakota,3416,2019-02-01,Personal Vehicles,287
Maida,North Dakota,3416,2019-03-01,Personal Vehicles,407
Maida,North Dakota,3416,2019-04-01,Personal Vehicles,459
Maida,North Dakota,3416,2019-05-01,Personal Vehicles,668
Maida,North Dakota,3416,2019-06-01,Personal Vehicles,725
Maida,North Dakota,3416,2019-07-01,Personal Vehicles,947
Maida,North Dakota,3416,2019-08-01,Personal Vehicles,1028
Maida,North Dakota,3416,2019-09-01,Personal Vehicles,676
Maida,North Dakota,3416,2019-10-01,Personal Vehicles,388
Maida,North Dakota,3416,2019-11-01,Personal Vehicles,359
Maida,North Dakota,3416,2019-12-01,Personal Vehicles,394
Maida,North Dakota,3416,2020-01-01,Personal Vehicles,357
Maida,North Dakota,3416,2020-02-01,Personal Vehicles,365
Maida,North Dakota,3416,2020-03-01,Personal Vehicles,193
Maida,North Dakota,3416,2020-04-01,Personal Vehicles,15
Maida,North Dakota,3416,2020-05-01,Personal Vehicles,63
Maida,North Dakota,3416,2020-06-01,Personal Vehicles,51
Maida,North Dakota,3416,2020-07-01,Personal Vehicles,63
Maida,North Dakota,3416,2020-08-01,Personal Vehicles,77
Maida,North Dakota,3416,2020-09-01,Personal Vehicles,66
Maida,North Dakota,3416,2020-10-01,Personal Vehicles,44
Maida,North Dakota,3416,2020-11-01,Personal Vehicles,30
Maida,North Dakota,3416,2020-12-01,Personal Vehicles,29
Maida,North Dakota,3416,2021-01-01,Personal Vehicles,40
Maida,North Dakota,3416,2021-02-01,Personal Vehicles,30
Maida,North Dakota,3416,2021-03-01,Personal Vehicles,33
Maida,North Dakota,3416,2021-04-01,Personal Vehicles,38
Maida,North Dakota,3416,2021-05-01,Personal Vehicles,52
Maida,North Dakota,3416,2021-06-01,Personal Vehicles,27
Maida,North Dakota,3416,2021-07-01,Personal Vehicles,49
Maida,North Dakota,3416,2021-08-01,Personal Vehicles,97
Maida,North Dakota,3416,2021-09-01,Personal Vehicles,61
Maida,North Dakota,3416,2021-10-01,Personal Vehicles,72
Maida,North Dakota,3416,2021-11-01,Personal Vehicles,81
Maida,North Dakota,3416,2021-12-01,Personal Vehicles,89
Maida,North Dakota,3416,2022-01-01,Personal Vehicles,55
Maida,North Dakota,3416,2022-02-01,Personal Vehicles,56
Maida,North Dakota,3416,2022-03-01,Personal Vehicles,89
Maida,North Dakota,3416,2022-04-01,Personal Vehicles,139
Maida,North Dakota,3416,2022-05-01,Personal Vehicles,244
Maida,North Dakota,3416,2022-06-01,Personal Vehicles,244
Maida,North Dakota,3416,2022-07-01,Personal Vehicles,350
Maida,North Dakota,3416,2022-08-01,Personal Vehicles,305
Maida,North Dakota,3416,2022-09-01,Personal Vehicles,258
Maida,North Dakota,3416,2022-10-01,Personal Vehicles,239
Maida,North Dakota,3416,2022-11-01,Personal Vehicles,165
Maida,North Dakota,3416,2022-12-01,Personal Vehicles,125
Maida,North Dakota,3416,2023-01-01,Personal Vehicles,161
Maida,North Dakota,3416,2023-02-01,Personal Vehicles,130
Maida,North Dakota,3416,2023-03-01,Personal Vehicles,189
Maida,North Dakota,3416,2023-04-01,Personal Vehicles,228
Maida,North Dakota,3416,2023-05-01,Personal Vehicles,361
Maida,North Dakota,3416,2023-06-01,Personal Vehicles,460
Maida,North Dakota,3416,2023-07-01,Personal Vehicles,639
Maida,North Dakota,3416,2023-08-01,Personal Vehicles,513
Maida,North Dakota,3416,2023-09-01,Personal Vehicles,412
Maida,North Dakota,3416,2023-10-01,Personal Vehicles,241
Maida,North Dakota,3416,2023-11-01,Personal Vehicles,234
Maida,North Dakota,3416,2023-12-01,Personal Vehicles,259
Maida,North Dakota,3416,2024-01-01,Personal Vehicles,181
Maida,North Dakota,3416,2024-02-01,Personal Vehicles,231
Maida,North Dakota,3416,2024-03-01,Personal Vehicles,255
Maida,North Dakota,3416,2024-04-01,Personal Vehicles,287
Maida,North Dakota,3416,2024-05-01,Personal Vehicles,361
Maida,North Dakota,3416,2024-06-01,Personal Vehicles,435
Maida,North Dakota,3416,2024-07-01,Personal Vehicles,500
Maida,North Dakota,3416,2024-08-01,Personal Vehicles,597
Maida,North Dakota,3416,2024-09-01,Personal Vehicles,413
Maida,North Dakota,3416,2024-10-01,Personal Vehicles,294
Maida,North Dakota,3416,2024-11-01,Personal Vehicles,260
Maida,North Dakota,3416,2024-12-01,Personal Vehicles,201
Maida,North Dakota,3416,2025-01-01,Personal Vehicles,196
Maida,North Dakota,3416,2025-02-01,Personal Vehicles,205
Maida,North Dakota,3416,2025-03-01,Personal Vehicles,258
Maida,North Dakota,3416,2025-04-01,Personal Vehicles,204
Maida,North Dakota,3416,2025-05-01,Personal Vehicles,278
Maida,North Dakota,3416,2025-06-01,Personal Vehicles,308
Maida,North Dakota,3416,2025-07-01,Personal Vehicles,401
Maida,North Dakota,3416,2025-08-01,Personal Vehicles,505
Maida,North Dakota,3416,2025-09-01,Personal Vehicles,304
Maida,North Dakota,3416,2025-10-01,Personal Vehicles,266
Maida,North Dakota,3416,2025-11-01,Personal Vehicles,207
Maida,North Dakota,3416,2025-12-01,Personal Vehicles,176
Maida,North Dakota,3416,2026-01-01,Personal Vehicles,164
Maida,North Dakota,3416,2026-02-01,Personal Vehicles,176
Maida,North Dakota,3416,2026-03-01,Personal Vehicles,236
Maida,North Dakota,3416,2026-04-01,Personal Vehicles,162
Maida,North Dakota,3416,2026-05-01,Personal Vehicles,246
Maida,North Dakota,3416,2026-06-01,Personal Vehicles,267
Maida,North Dakota,3416,2026-07-01,Personal Vehicles,386
Neche,North Dakota,3404,2019-03-01,Bus Passengers,28
Neche,North Dakota,3404,2019-03-01,Buses,2
Neche,North Dakota,3404,2019-01-01,Personal Vehicle Passengers,3373
Neche,North Dakota,3404,2019-02-01,Personal Vehicle Passengers,3342
Neche,North Dakota,3404,2019-03-01,Personal Vehicle Passengers,4252
Neche,North Dakota,3404,2019-04-01,Personal Vehicle Passengers,4498
Neche,North Dakota,3404,2019-05-01,Personal Vehicle Passengers,5604
Neche,North Dakota,3404,2019-06-01,Personal Vehicle Passengers,5921
