port,state,port_code,date,measure,value
Raymond,Montana,3301,2023-11-01,Bus Passengers,30
Raymond,Montana,3301,2023-12-01,Bus Passengers,20
Raymond,Montana,3301,2024-03-01,Bus Passengers,37
Raymond,Montana,3301,2024-04-01,Bus Passengers,97
Raymond,Montana,3301,2024-05-01,Bus Passengers,64
Raymond,Montana,3301,2024-07-01,Bus Passengers,128
Raymond,Montana,3301,2024-09-01,Bus Passengers,19
Raymond,Montana,3301,2024-11-01,Bus Passengers,25
Raymond,Montana,3301,2024-12-01,Bus Passengers,37
Raymond,Montana,3301,2025-03-01,Bus Passengers,45
Raymond,Montana,3301,2025-04-01,Bus Passengers,165
Raymond,Montana,3301,2025-05-01,Bus Passengers,27
Raymond,Montana,3301,2025-07-01,Bus Passengers,123
Raymond,Montana,3301,2025-08-01,Bus Passengers,54
Raymond,Montana,3301,2025-11-01,Bus Passengers,24
Raymond,Montana,3301,2025-12-01,Bus Passengers,69
Raymond,Montana,3301,2026-01-01,Bus Passengers,33
Raymond,Montana,3301,2026-04-01,Bus Passengers,65
Raymond,Montana,3301,2026-05-01,Bus Passengers,80
Raymond,Montana,3301,2019-03-01,Buses,1
Raymond,Montana,3301,2019-05-01,Buses,5
Raymond,Montana,3301,2019-06-01,Buses,2
Raymond,Montana,3301,2019-07-01,Buses,1
Raymond,Montana,3301,2019-08-01,Buses,1
Raymond,Montana,3301,2019-11-01,Buses,3
Raymond,Montana,3301,2020-01-01,Buses,1
Raymond,Montana,3301,2020-02-01,Buses,1
Raymond,Montana,3301,2022-07-01,Buses,2
Raymond,Montana,3301,2022-10-01,Buses,1
Raymond,Montana,3301,2022-11-01,Buses,1
Raymond,Montana,3301,2023-01-01,Buses,1
Raymond,Montana,3301,2023-04-01,Buses,1
Raymond,Montana,3301,2023-05-01,Buses,1
Raymond,Montana,3301,2023-07-01,Buses,3
Raymond,Montana,3301,2023-08-01,Buses,4
Raymond,Montana,3301,2023-09-01,Buses,1
Raymond,Montana,3301,2023-11-01,Buses,1
Raymond,Montana,3301,2023-12-01,Buses,2
Raymond,Montana,3301,2024-03-01,Buses,1
Raymond,Montana,3301,2024-04-01,Buses,2
Raymond,Montana,3301,2024-05-01,Buses,2
Raymond,Montana,3301,2024-07-01,Buses,4
Raymond,Montana,3301,2024-09-01,Buses,1
Raymond,Montana,3301,2024-11-01,Buses,1
Raymond,Montana,3301,2024-12-01,Buses,1
Raymond,Montana,3301,2025-03-01,Buses,1
Raymond,Montana,3301,2025-04-01,Buses,4
Raymond,Montana,3301,2025-05-01,Buses,1
Raymond,Montana,3301,2025-07-01,Buses,3
Raymond,Montana,3301,2025-08-01,Buses,2
Raymond,Montana,3301,2025-09-01,Buses,1
Raymond,Montana,3301,2025-11-01,Buses,2
Raymond,Montana,3301,2025-12-01,Buses,3
Raymond,Montana,3301,2026-01-01,Buses,2
Raymond,Montana,3301,2026-04-01,Buses,3
Raymond,Montana,3301,2026-05-01,Buses,5
Raymond,Montana,3301,2019-01-01,Personal Vehicle Passengers,2780
Raymond,Montana,3301,2019-02-01,Personal Vehicle Passengers,2759
Raymond,Montana,3301,2019-03-01,Personal Vehicle Passengers,3095
Raymond,Montana,3301,2019-04-01,Personal Vehicle Passengers,3348
Raymond,Montana,3301,2019-05-01,Personal Vehicle Passengers,3646
Raymond,Montana,3301,2019-06-01,Personal Vehicle Passengers,4952
Raymond,Montana,3301,2019-07-01,Personal Vehicle Passengers,6306
Raymond,Montana,3301,2019-08-01,Personal Vehicle Passengers,6456
Raymond,Montana,3301,2019-09-01,Personal Vehicle Passengers,3689
Raymond,Montana,3301,2019-10-01,Personal Vehicle Passengers,4124
Raymond,Montana,3301,2019-11-01,Personal Vehicle Passengers,3233
Raymond,Montana,3301,2019-12-01,Personal Vehicle Passengers,3783
Raymond,Montana,3301,2020-01-01,Personal Vehicle Passengers,3008
Raymond,Montana,3301,2020-02-01,Personal Vehicle Passengers,2939
Raymond,Montana,3301,2020-03-01,Personal Vehicle Passengers,1644
Raymond,Montana,3301,2020-04-01,Personal Vehicle Passengers,148
Raymond,Montana,3301,2020-05-01,Personal Vehicle Passengers,218
Raymond,Montana,3301,2020-06-01,Personal Vehicle Passengers,377
Raymond,Montana,3301,2020-07-01,Personal Vehicle Passengers,398
Raymond,Montana,3301,2020-08-01,Personal Vehicle Passengers,450
Raymond,Montana,3301,2020-09-01,Personal Vehicle Passengers,316
Raymond,Montana,3301,2020-10-01,Personal Vehicle Passengers,358
Raymond,Montana,3301,2020-11-01,Personal Vehicle Passengers,216
Raymond,Montana,3301,2020-12-01,Personal Vehicle Passengers,212
Raymond,Montana,3301,2021-01-01,Personal Vehicle Passengers,223
Raymond,Montana,3301,2021-02-01,Personal Vehicle Passengers,150
Raymond,Montana,3301,2021-03-01,Personal Vehicle Passengers,224
Raymond,Montana,3301,2021-04-01,Personal Vehicle Passengers,267
Raymond,Montana,3301,2021-05-01,Personal Vehicle Passengers,288
Raymond,Montana,3301,2021-06-01,Personal Vehicle Passengers,584
Raymond,Montana,3301,2021-07-01,Personal Vehicle Passengers,730
Raymond,Montana,3301,2021-08-01,Personal Vehicle Passengers,883
Raymond,Montana,3301,2021-09-01,Personal Vehicle Passengers,767
Raymond,Montana,3301,2021-10-01,Personal Vehicle Passengers,641
Raymond,Montana,3301,2021-11-01,Personal Vehicle Passengers,1787
Raymond,Montana,3301,2021-12-01,Personal Vehicle Passengers,1581
Raymond,Montana,3301,2022-01-01,Personal Vehicle Passengers,1068
Raymond,Montana,3301,2022-02-01,Personal Vehicle Passengers,1087
Raymond,Montana,3301,2022-03-01,Personal Vehicle Passengers,1092
Raymond,Montana,3301,2022-04-01,Personal Vehicle Passengers,1816
Raymond,Montana,3301,2022-05-01,Personal Vehicle Passengers,2152
Raymond,Montana,3301,2022-06-01,Personal Vehicle Passengers,2683
Raymond,Montana,3301,2022-07-01,Personal Vehicle Passengers,3855
Raymond,Montana,3301,2022-08-01,Personal Vehicle Passengers,3555
Raymond,Montana,3301,2022-09-01,Personal Vehicle Passengers,2616
Raymond,Montana,3301,2022-10-01,Personal Vehicle Passengers,3870
Raymond,Montana,3301,2022-11-01,Personal Vehicle Passengers,2412
Raymond,Montana,3301,2022-12-01,Personal Vehicle Passengers,2845
Raymond,Montana,3301,2023-01-01,Personal Vehicle Passengers,2069
Raymond,Montana,3301,2023-02-01,Personal Vehicle Passengers,2031
Raymond,Montana,3301,2023-03-01,Personal Vehicle Passengers,2209
Raymond,Montana,3301,2023-04-01,Personal Vehicle Passengers,2556
Raymond,Montana,3301,2023-05-01,Personal Vehicle Passengers,2852
Raymond,Montana,3301,2023-06-01,Personal Vehicle Passengers,4327
Raymond,Montana,3301,2023-07-01,Personal Vehicle Passengers,5871
Raymond,Montana,3301,2023-08-01,Personal Vehicle Passengers,5472
Raymond,Montana,3301,2023-09-01,Personal Vehicle Passengers,3711
Raymond,Montana,3301,2023-10-01,Personal Vehicle Passengers,3850
Raymond,Montana,3301,2023-11-01,Personal Vehicle Passengers,2940
Raymond,Montana,3301,2023-12-01,Personal Vehicle Passengers,3751
Raymond,Montana,3301,2024-01-01,Personal Vehicle Passengers,2193
Raymond,Montana,3301,2024-02-01,Personal Vehicle Passengers,2744
Raymond,Montana,3301,2024-03-01,Personal Vehicle Passengers,3000
Raymond,Montana,3301,2024-04-01,Personal Vehicle Passengers,2933
Raymond,Montana,3301,2024-05-01,Personal Vehicle Passengers,3305
Raymond,Montana,3301,2024-06-01,Personal Vehicle Passengers,4978
Raymond,Montana,3301,2024-07-01,Personal Vehicle Passengers,6329
Raymond,Montana,3301,2024-08-01,Personal Vehicle Passengers,6193
Raymond,Montana,3301,2024-09-01,Personal Vehicle Passengers,3952
Raymond,Montana,3301,2024-10-01,Personal Vehicle Passengers,4324
Raymond,Montana,3301,2024-11-01,Personal Vehicle Passengers,2823
Raymond,Montana,3301,2024-12-01,Personal Vehicle Passengers,3542
Raymond,Montana,3301,2025-01-01,Personal Vehicle Passengers,2081
Raymond,Montana,3301,2025-02-01,Personal Vehicle Passengers,1981
Raymond,Montana,3301,2025-03-01,Personal Vehicle Passengers,2104
Raymond,Montana,3301,2025-04-01,Personal Vehicle Passengers,2231
Raymond,Montana,3301,2025-05-01,Personal Vehicle Passengers,2399
Raymond,Montana,3301,2025-06-01,Personal Vehicle Passengers,3465
Raymond,Montana,3301,2025-07-01,Personal Vehicle Passengers,4632
Raymond,Montana,3301,2025-08-01,Personal Vehicle Passengers,4369
Raymond,Montana,3301,2025-09-01,Personal Vehicle Passengers,2614
Raymond,Montana,3301,2025-10-01,Personal Vehicle Passengers,3417
Raymond,Montana,3301,2025-11-01,Personal Vehicle Passengers,2349
Raymond,Montana,3301,2025-12-01,Personal Vehicle Passengers,2644
Raymond,Montana,3301,2026-01-01,Personal Vehicle Passengers,1820
Raymond,Montana,3301,2026-02-01,Personal Vehicle Passengers,1815
Raymond,Montana,3301,2026-03-01,Personal Vehicle Passengers,2088
Raymond,Montana,3301,2026-04-01,Personal Vehicle Passengers,2317
Raymond,Montana,3301,2026-05-01,Personal Vehicle Passengers,2564
Raymond,Montana,3301,2026-06-01,Personal Vehicle Passengers,3633
Raymond,Montana,3301,2026-07-01,Personal Vehicle Passengers,4722
Raymond,Montana,3301,2019-01-01,Personal Vehicles,1487
Raymond,Montana,3301,2019-02-01,Personal Vehicles,1348
Raymond,Montana,3301,2019-03-01,Personal Vehicles,1591
Raymond,Montana,3301,2019-04-01,Personal Vehicles,1653
Raymond,Montana,3301,2019-05-01,Personal Vehicles,1967
Raymond,Montana,3301,2019-06-01,Personal Vehicles,2431
Raymond,Montana,3301,2019-07-01,Personal Vehicles,2870
Raymond,Montana,3301,2019-08-01,Personal Vehicles,3092
Raymond,Montana,3301,2019-09-01,Personal Vehicles,1970
Raymond,Montana,3301,2019-10-01,Personal Vehicles,2226
Raymond,Montana,3301,2019-11-01,Personal Vehicles,1710
Raymond,Montana,3301,2019-12-01,Personal Vehicles,1841
Raymond,Montana,3301,2020-01-01,Personal Vehicles,1531
Raymond,Montana,3301,2020-02-01,Personal Vehicles,1445
Raymond,Montana,3301,2020-03-01,Personal Vehicles,810
Raymond,Montana,3301,2020-04-01,Personal Vehicles,130
Raymond,Montana,3301,2020-05-01,Personal Vehicles,176
Raymond,Montana,3301,2020-06-01,Personal Vehicles,255
Raymond,Montana,3301,2020-07-01,Personal Vehicles,305
Raymond,Montana,3301,2020-08-01,Personal Vehicles,350
Raymond,Montana,3301,2020-09-01,Personal Vehicles,257
Raymond,Montana,3301,2020-10-01,Personal Vehicles,268
Raymond,Montana,3301,2020-11-01,Personal Vehicles,173
Raymond,Montana,3301,2020-12-01,Personal Vehicles,156
Raymond,Montana,3301,2021-01-01,Personal Vehicles,174
Raymond,Montana,3301,2021-02-01,Personal Vehicles,129
Raymond,Montana,3301,2021-03-01,Personal Vehicles,194
Raymond,Montana,3301,2021-04-01,Personal Vehicles,215
Raymond,Montana,3301,2021-05-01,Personal Vehicles,241
Raymond,Montana,3301,2021-06-01,Personal Vehicles,461
Raymond,Montana,3301,2021-07-01,Personal Vehicles,588
Raymond,Montana,3301,2021-08-01,Personal Vehicles,613
Raymond,Montana,3301,2021-09-01,Personal Vehicles,505
Raymond,Montana,3301,2021-10-01,Personal Vehicles,438
Raymond,Montana,3301,2021-11-01,Personal Vehicles,1041
Raymond,Montana,3301,2021-12-01,Personal Vehicles,868
Raymond,Montana,3301,2022-01-01,Personal Vehicles,611
Raymond,Montana,3301,2022-02-01,Personal Vehicles,551
Raymond,Montana,3301,2022-03-01,Personal Vehicles,602
Raymond,Montana,3301,2022-04-01,Personal Vehicles,957
Raymond,Montana,3301,2022-05-01,Personal Vehicles,1171
Raymond,Montana,3301,2022-06-01,Personal Vehicles,1359
Raymond,Montana,3301,2022-07-01,Personal Vehicles,1835
Raymond,Montana,3301,2022-08-01,Personal Vehicles,1871
Raymond,Montana,3301,2022-09-01,Personal Vehicles,1439
Raymond,Montana,3301,2022-10-01,Personal Vehicles,2013
Raymond,Montana,3301,2022-11-01,Personal Vehicles,1322
Raymond,Montana,3301,2022-12-01,Personal Vehicles,1365
Raymond,Montana,3301,2023-01-01,Personal Vehicles,1144
Raymond,Montana,3301,2023-02-01,Personal Vehicles,1014
Raymond,Montana,3301,2023-03-01,Personal Vehicles,1163
Raymond,Montana,3301,2023-04-01,Personal Vehicles,1268
Raymond,Montana,3301,2023-05-01,Personal Vehicles,1512
Raymond,Montana,3301,2023-06-01,Personal Vehicles,2173
Raymond,Montana,3301,2023-07-01,Personal Vehicles,2627
Raymond,Montana,3301,2023-08-01,Personal Vehicles,2619
Raymond,Montana,3301,2023-09-01,Personal Vehicles,1924
Raymond,Montana,3301,2023-10-01,Personal Vehicles,1999
Raymond,Montana,3301,2023-11-01,Personal Vehicles,1527
Raymond,Montana,3301,2023-12-01,Personal Vehicles,1761
Raymond,Montana,3301,2024-01-01,Personal Vehicles,1139
Raymond,Montana,3301,2024-02-01,Personal Vehicles,1315
Raymond,Montana,3301,2024-03-01,Personal Vehicles,1421
Raymond,Montana,3301,2024-04-01,Personal Vehicles,1478
Raymond,Montana,3301,2024-05-01,Personal Vehicles,1643
Raymond,Montana,3301,2024-06-01,Personal Vehicles,2329
Raymond,Montana,3301,2024-07-01,Personal Vehicles,2837
Raymond,Montana,3301,2024-08-01,Personal Vehicles,2927
Raymond,Montana,3301,2024-09-01,Personal Vehicles,2071
Raymond,Montana,3301,2024-10-01,Personal Vehicles,2216
Raymond,Montana,3301,2024-11-01,Personal Vehicles,1469
Raymond,Montana,3301,2024-12-01,Personal Vehicles,1679
Raymond,Montana,3301,2025-01-01,Personal Vehicles,1137
Raymond,Montana,3301,2025-02-01,Personal Vehicles,1044
Raymond,Montana,3301,2025-03-01,Personal Vehicles,1097
Raymond,Montana,3301,2025-04-01,Personal Vehicles,1091
Raymond,Montana,3301,2025-05-01,Personal Vehicles,1232
Raymond,Montana,3301,2025-06-01,Personal Vehicles,1681
Raymond,Montana,3301,2025-07-01,Personal Vehicles,2073
Raymond,Montana,3301,2025-08-01,Personal Vehicles,2144
Raymond,Montana,3301,2025-09-01,Personal Vehicles,1435
Raymond,Montana,3301,2025-10-01,Personal Vehicles,1768
Raymond,Montana,3301,2025-11-01,Personal Vehicles,1256
Raymond,Montana,3301,2025-12-01,Personal Vehicles,1245
Raymond,Montana,3301,2026-01-01,Personal Vehicles,956
Raymond,Montana,3301,2026-02-01,Personal Vehicles,930
Raymond,Montana,3301,2026-03-01,Personal Vehicles,1144
Raymond,Montana,3301,2026-04-01,Personal Vehicles,1178
Raymond,Montana,3301,2026-05-01,Personal Vehicles,1325
Raymond,Montana,3301,2026-06-01,Personal Vehicles,1761
Raymond,Montana,3301,2026-07-01,Personal Vehicles,2199
Roosville,Montana,3318,2019-01-01,Bus Passengers,212
Roosville,Montana,3318,2019-02-01,Bus Passengers,70
Roosville,Montana,3318,2019-03-01,Bus Passengers,252
Roosville,Montana,3318,2019-05-01,Bus Passengers,189
Roosville,Montana,3318,2019-06-01,Bus Passengers,195
Roosville,Montana,3318,2019-07-01,Bus Passengers,86
Roosville,Montana,3318,2019-08-01,Bus Passengers,23
Roosville,Montana,3318,2019-09-01,Bus Passengers,74
Roosville,Montana,3318,2019-10-01,Bus Passengers,76
Roosville,Montana,3318,2020-01-01,Bus Passengers,115
Roosville,Montana,3318,2020-02-01,Bus Passengers,76
Roosville,Montana,3318,2020-03-01,Bus Passengers,61
Roosville,Montana,3318,2021-12-01,Bus Passengers,5
Roosville,Montana,3318,2022-05-01,Bus Passengers,37
Roosville,Montana,3318,2022-06-01,Bus Passengers,108
Roosville,Montana,3318,2022-07-01,Bus Passengers,231
Roosville,Montana,3318,2022-08-01,Bus Passengers,47
Roosville,Montana,3318,2022-09-01,Bus Passengers,130
Roosville,Montana,3318,2023-01-01,Bus Passengers,130
Roosville,Montana,3318,2023-02-01,Bus Passengers,92
Roosville,Montana,3318,2023-05-01,Bus Passengers,95
Roosville,Montana,3318,2023-06-01,Bus Passengers,217
Roosville,Montana,3318,2023-07-01,Bus Passengers,379
Roosville,Montana,3318,2023-09-01,Bus Passengers,120
Roosville,Montana,3318,2023-12-01,Bus Passengers,27
Roosville,Montana,3318,2024-01-01,Bus Passengers,75
Roosville,Montana,3318,2024-02-01,Bus Passengers,106
Roosville,Montana,3318,2024-05-01,Bus Passengers,88
Roosville,Montana,3318,2024-06-01,Bus Passengers,61
Roosville,Montana,3318,2024-07-01,Bus Passengers,106
Roosville,Montana,3318,2024-08-01,Bus Passengers,155
Roosville,Montana,3318,2024-09-01,Bus Passengers,95
Roosville,Montana,3318,2024-11-01,Bus Passengers,39
Roosville,Montana,3318,2024-12-01,Bus Passengers,50
Roosville,Montana,3318,2025-01-01,Bus Passengers,64
Roosville,Montana,3318,2025-02-01,Bus Passengers,57
Roosville,Montana,3318,2025-03-01,Bus Passengers,56
Roosville,Montana,3318,2025-06-01,Bus Passengers,86
Roosville,Montana,3318,2025-07-01,Bus Passengers,209
Roosville,Montana,3318,2025-08-01,Bus Passengers,241
Roosville,Montana,3318,2025-09-01,Bus Passengers,68
Roosville,Montana,3318,2026-01-01,Bus Passengers,152
Roosville,Montana,3318,2026-02-01,Bus Passengers,175
Roosville,Montana,3318,2026-06-01,Bus Passengers,238
Roosville,Montana,3318,2026-07-01,Bus Passengers,500
Roosville,Montana,3318,2019-01-01,Buses,6
Roosville,Montana,3318,2019-02-01,Buses,2
Roosville,Montana,3318,2019-03-01,Buses,9
Roosville,Montana,3318,2019-05-01,Buses,5
Roosville,Montana,3318,2019-06-01,Buses,10
Roosville,Montana,3318,2019-07-01,Buses,4
Roosville,Montana,3318,2019-08-01,Buses,1
Roosville,Montana,3318,2019-09-01,Buses,2
Roosville,Montana,3318,2019-10-01,Buses,1
Roosville,Montana,3318,2020-01-01,Buses,3
Roosville,Montana,3318,2020-02-01,Buses,3
Roosville,Montana,3318,2020-03-01,Buses,2
Roosville,Montana,3318,2021-12-01,Buses,1
Roosville,Montana,3318,2022-06-01,Buses,5
Roosville,Montana,3318,2022-07-01,Buses,5
Roosville,Montana,3318,2022-08-01,Buses,1
Roosville,Montana,3318,2022-09-01,Buses,3
Roosville,Montana,3318,2023-02-01,Buses,2
Roosville,Montana,3318,2023-05-01,Buses,3
Roosville,Montana,3318,2023-06-01,Buses,6
Roosville,Montana,3318,2023-07-01,Buses,8
Roosville,Montana,3318,2023-09-01,Buses,4
Roosville,Montana,3318,2023-12-01,Buses,1
Roosville,Montana,3318,2024-01-01,Buses,2
Roosville,Montana,3318,2024-02-01,Buses,3
Roosville,Montana,3318,2024-05-01,Buses,3
Roosville,Montana,3318,2024-06-01,Buses,2
Roosville,Montana,3318,2024-07-01,Buses,3
Roosville,Montana,3318,2024-08-01,Buses,3
Roosville,Montana,3318,2024-09-01,Buses,2
Roosville,Montana,3318,2024-11-01,Buses,1
Roosville,Montana,3318,2024-12-01,Buses,2
Roosville,Montana,3318,2025-01-01,Buses,3
Roosville,Montana,3318,2025-02-01,Buses,3
Roosville,Montana,3318,2025-03-01,Buses,2
Roosville,Montana,3318,2025-06-01,Buses,3
Roosville,Montana,3318,2025-07-01,Buses,7
Roosville,Montana,3318,2025-08-01,Buses,5
Roosville,Montana,3318,2025-09-01,Buses,2
Roosville,Montana,3318,2026-01-01,Buses,5
Roosville,Montana,3318,2026-02-01,Buses,10
Roosville,Montana,3318,2026-06-01,Buses,8
Roosville,Montana,3318,2026-07-01,Buses,20
Roosville,Montana,3318,2019-01-01,Personal Vehicle Passengers,14925
Roosville,Montana,3318,2019-02-01,Personal Vehicle Passengers,17165
Roosville,Montana,3318,2019-03-01,Personal Vehicle Passengers,19076
Roosville,Montana,3318,2019-04-01,Personal Vehicle Passengers,17879
Roosville,Montana,3318,2019-05-01,Personal Vehicle Passengers,26825
Roosville,Montana,3318,2019-06-01,Personal Vehicle Passengers,34120
Roosville,Montana,3318,2019-07-01,Personal Vehicle Passengers,49837
Roosville,Montana,3318,2019-08-01,Personal Vehicle Passengers,52814
Roosville,Montana,3318,2019-09-01,Personal Vehicle Passengers,25741
Roosville,Montana,3318,2019-10-01,Personal Vehicle Passengers,18729
Roosville,Montana,3318,2019-11-01,Personal Vehicle Passengers,15261
Roosville,Montana,3318,2019-12-01,Personal Vehicle Passengers,19335
Roosville,Montana,3318,2020-01-01,Personal Vehicle Passengers,14071
Roosville,Montana,3318,2020-02-01,Personal Vehicle Passengers,19112
Roosville,Montana,3318,2020-03-01,Personal Vehicle Passengers,6965
Roosville,Montana,3318,2020-04-01,Personal Vehicle Passengers,269
Roosville,Montana,3318,2020-05-01,Personal Vehicle Passengers,339
Roosville,Montana,3318,2020-06-01,Personal Vehicle Passengers,538
Roosville,Montana,3318,2020-07-01,Personal Vehicle Passengers,639
Roosville,Montana,3318,2020-08-01,Personal Vehicle Passengers,490
Roosville,Montana,3318,2020-09-01,Personal Vehicle Passengers,401
Roosville,Montana,3318,2020-10-01,Personal Vehicle Passengers,326
Roosville,Montana,3318,2020-11-01,Personal Vehicle Passengers,237
Roosville,Montana,3318,2020-12-01,Personal Vehicle Passengers,316
Roosville,Montana,3318,2021-01-01,Personal Vehicle Passengers,263
Roosville,Montana,3318,2021-02-01,Personal Vehicle Passengers,167
Roosville,Montana,3318,2021-03-01,Personal Vehicle Passengers,282
Roosville,Montana,3318,2021-04-01,Personal Vehicle Passengers,405
Roosville,Montana,3318,2021-05-01,Personal Vehicle Passengers,487
Roosville,Montana,3318,2021-06-01,Personal Vehicle Passengers,508
Roosville,Montana,3318,2021-07-01,Personal Vehicle Passengers,927
Roosville,Montana,3318,2021-08-01,Personal Vehicle Passengers,2076
Roosville,Montana,3318,2021-09-01,Personal Vehicle Passengers,2383
Roosville,Montana,3318,2021-10-01,Personal Vehicle Passengers,1640
Roosville,Montana,3318,2021-11-01,Personal Vehicle Passengers,3629
Roosville,Montana,3318,2021-12-01,Personal Vehicle Passengers,6405
Roosville,Montana,3318,2022-01-01,Personal Vehicle Passengers,2645
Roosville,Montana,3318,2022-02-01,Personal Vehicle Passengers,4040
Roosville,Montana,3318,2022-03-01,Personal Vehicle Passengers,5571
Roosville,Montana,3318,2022-04-01,Personal Vehicle Passengers,11547
Roosville,Montana,3318,2022-05-01,Personal Vehicle Passengers,13182
Roosville,Montana,3318,2022-06-01,Personal Vehicle Passengers,18883
Roosville,Montana,3318,2022-07-01,Personal Vehicle Passengers,30834
Roosville,Montana,3318,2022-08-01,Personal Vehicle Passengers,28033
Roosville,Montana,3318,2022-09-01,Personal Vehicle Passengers,19496
Roosville,Montana,3318,2022-10-01,Personal Vehicle Passengers,13782
Roosville,Montana,3318,2022-11-01,Personal Vehicle Passengers,8634
Roosville,Montana,3318,2022-12-01,Personal Vehicle Passengers,11608
Roosville,Montana,3318,2023-01-01,Personal Vehicle Passengers,10832
Roosville,Montana,3318,2023-02-01,Personal Vehicle Passengers,13301
Roosville,Montana,3318,2023-03-01,Personal Vehicle Passengers,13962
Roosville,Montana,3318,2023-04-01,Personal Vehicle Passengers,13837
Roosville,Montana,3318,2023-05-01,Personal Vehicle Passengers,18887
Roosville,Montana,3318,2023-06-01,Personal Vehicle Passengers,27764
Roosville,Montana,3318,2023-07-01,Personal Vehicle Passengers,41601
Roosville,Montana,3318,2023-08-01,Personal Vehicle Passengers,41826
Roosville,Montana,3318,2023-09-01,Personal Vehicle Passengers,26033
Roosville,Montana,3318,2023-10-01,Personal Vehicle Passengers,16334
Roosville,Montana,3318,2023-11-01,Personal Vehicle Passengers,12060
Roosville,Montana,3318,2023-12-01,Personal Vehicle Passengers,15172
Roosville,Montana,3318,2024-01-01,Personal Vehicle Passengers,11395
Roosville,Montana,3318,2024-02-01,Personal Vehicle Passengers,14464
Roosville,Montana,3318,2024-03-01,Personal Vehicle Passengers,17339
Roosville,Montana,3318,2024-04-01,Personal Vehicle Passengers,14281
Roosville,Montana,3318,2024-05-01,Personal Vehicle Passengers,22470
Roosville,Montana,3318,2024-06-01,Personal Vehicle Passengers,29231
Roosville,Montana,3318,2024-07-01,Personal Vehicle Passengers,44213
Roosville,Montana,3318,2024-08-01,Personal Vehicle Passengers,45675
Roosville,Montana,3318,2024-09-01,Personal Vehicle Passengers,25405
Roosville,Montana,3318,2024-10-01,Personal Vehicle Passengers,17458
Roosville,Montana,3318,2024-11-01,Personal Vehicle Passengers,12382
Roosville,Montana,3318,2024-12-01,Personal Vehicle Passengers,14920
Roosville,Montana,3318,2025-01-01,Personal Vehicle Passengers,12738
Roosville,Montana,3318,2025-02-01,Personal Vehicle Passengers,12379
Roosville,Montana,3318,2025-03-01,Personal Vehicle Passengers,12772
Roosville,Montana,3318,2025-04-01,Personal Vehicle Passengers,10303
Roosville,Montana,3318,2025-05-01,Personal Vehicle Passengers,15956
Roosville,Montana,3318,2025-06-01,Personal Vehicle Passengers,23211
Roosville,Montana,3318,2025-07-01,Personal Vehicle Passengers,37205
Roosville,Montana,3318,2025-08-01,Personal Vehicle Passengers,35961
Roosville,Montana,3318,2025-09-01,Personal Vehicle Passengers,20192
Roosville,Montana,3318,2025-10-01,Personal Vehicle Passengers,13686
Roosville,Montana,3318,2025-11-01,Personal Vehicle Passengers,9292
Roosville,Montana,3318,2025-12-01,Personal Vehicle Passengers,12012
Roosville,Montana,3318,2026-01-01,Personal Vehicle Passengers,10612
Roosville,Montana,3318,2026-02-01,Personal Vehicle Passengers,11558
Roosville,Montana,3318,2026-03-01,Personal Vehicle Passengers,12358
Roosville,Montana,3318,2026-04-01,Personal Vehicle Passengers,11946
Roosville,Montana,3318,2026-05-01,Personal Vehicle Passengers,16938
Roosville,Montana,3318,2026-06-01,Personal Vehicle Passengers,26483
Roosville,Montana,3318,2026-07-01,Personal Vehicle Passengers,42943
Roosville,Montana,3318,2019-01-01,Personal Vehicles,7414
Roosville,Montana,3318,2019-02-01,Personal Vehicles,7951
Roosville,Montana,3318,2019-03-01,Personal Vehicles,9282
Roosville,Montana,3318,2019-04-01,Personal Vehicles,9277
Roosville,Montana,3318,2019-05-01,Personal Vehicles,13186
Roosville,Montana,3318,2019-06-01,Personal Vehicles,16818
Roosville,Montana,3318,2019-07-01,Personal Vehicles,23431
Roosville,Montana,3318,2019-08-01,Personal Vehicles,24307
Roosville,Montana,3318,2019-09-01,Personal Vehicles,13339
Roosville,Montana,3318,2019-10-01,Personal Vehicles,9785
Roosville,Montana,3318,2019-11-01,Personal Vehicles,7906
Roosville,Montana,3318,2019-12-01,Personal Vehicles,9269
Roosville,Montana,3318,2020-01-01,Personal Vehicles,7348
Roosville,Montana,3318,2020-02-01,Personal Vehicles,9280
Roosville,Montana,3318,2020-03-01,Personal Vehicles,3951
Roosville,Montana,3318,2020-04-01,Personal Vehicles,283
Roosville,Montana,3318,2020-05-01,Personal Vehicles,319
Roosville,Montana,3318,2020-06-01,Personal Vehicles,460
Roosville,Montana,3318,2020-07-01,Personal Vehicles,544
Roosville,Montana,3318,2020-08-01,Personal Vehicles,441
Roosville,Montana,3318,2020-09-01,Personal Vehicles,388
Roosville,Montana,3318,2020-10-01,Personal Vehicles,311
Roosville,Montana,3318,2020-11-01,Personal Vehicles,203
Roosville,Montana,3318,2020-12-01,Personal Vehicles,273
Roosville,Montana,3318,2021-01-01,Personal Vehicles,275
Roosville,Montana,3318,2021-02-01,Personal Vehicles,180
Roosville,Montana,3318,2021-03-01,Personal Vehicles,232
Roosville,Montana,3318,2021-04-01,Personal Vehicles,353
Roosville,Montana,3318,2021-05-01,Personal Vehicles,416
Roosville,Montana,3318,2021-06-01,Personal Vehicles,439
Roosville,Montana,3318,2021-07-01,Personal Vehicles,656
Roosville,Montana,3318,2021-08-01,Personal Vehicles,1246
