year,quarter,dimension,value,weighted_visitors,share
2023,4,origin,Australia,0.4,0.0003
2023,4,origin,"Quebec, Canada",0.4,0.0003
2023,4,origin,Maine,0.2,0.0001
2023,4,origin,Mexico,0.1,0.0001
2023,4,origin,"New Brunswick, Canada",0.2,0.0001
2023,4,origin,New Zealand,0.1,0.0001
2024,1,origin,North Dakota,109.9,0.1544
2024,1,origin,Idaho,102.7,0.1443
2024,1,origin,"Alberta, Canada",89.6,0.1259
2024,1,origin,Wyoming,73.1,0.1028
2024,1,origin,Washington,55.8,0.0784
2024,1,origin,Minnesota,44.0,0.0618
2024,1,origin,"Saskatchewan, Canada",21.9,0.0308
2024,1,origin,Texas,20.8,0.0293
2024,1,origin,Utah,16.8,0.0235
2024,1,origin,Colorado,15.3,0.0215
2024,1,origin,Oregon,11.9,0.0168
2024,1,origin,California,11.9,0.0167
2024,1,origin,South Dakota,11.6,0.0163
2024,1,origin,Florida,10.2,0.0143
2024,1,origin,Wisconsin,8.1,0.0114
2024,1,origin,Nevada,6.3,0.0089
2024,1,origin,Alaska,5.6,0.0079
2024,1,origin,Illinois,5.4,0.0076
2024,1,origin,Alabama,5.1,0.0072
2024,1,origin,Arizona,5.1,0.0071
2024,1,origin,England,4.8,0.0068
2024,1,origin,Tennessee,4.8,0.0068
2024,1,origin,Oklahoma,4.8,0.0067
2024,1,origin,New Hampshire,4.5,0.0063
2024,1,origin,France,4.0,0.0056
2024,1,origin,New Zealand,4.0,0.0056
2024,1,origin,"Manitoba, Canada",3.7,0.0052
2024,1,origin,New York,3.5,0.0049
2024,1,origin,"British Columbia, Canada",3.4,0.0048
2024,1,origin,New Mexico,3.1,0.0044
2024,1,origin,Georgia,3.0,0.0043
2024,1,origin,Hawaii,3.0,0.0043
2024,1,origin,Michigan,3.1,0.0043
2024,1,origin,Pennsylvania,2.8,0.0039
2024,1,origin,Arkansas,2.6,0.0037
2024,1,origin,Mississippi,1.8,0.0025
2024,1,origin,New Jersey,1.8,0.0025
2024,1,origin,Australia,1.7,0.0024
2024,1,origin,Ukraine,1.7,0.0024
2024,1,origin,Ohio,1.6,0.0023
2024,1,origin,"Washington, D.C.",1.6,0.0023
2024,1,origin,Louisiana,1.4,0.002
2024,1,origin,Kansas,1.4,0.0019
2024,1,origin,Kentucky,1.4,0.0019
2024,1,origin,Indiana,1.3,0.0018
2024,1,origin,"Quebec, Canada",1.2,0.0017
2024,1,origin,Mexico,0.9,0.0013
2024,1,origin,Missouri,0.9,0.0013
2024,1,origin,Nebraska,0.9,0.0013
2024,1,origin,Rhode Island,0.9,0.0013
2024,1,origin,Massachusetts,0.8,0.0012
2024,1,origin,Costa Rica,0.8,0.0011
2024,1,origin,Maryland,0.8,0.0011
2024,1,origin,Connecticut,0.5,0.0007
2024,1,origin,Iowa,0.5,0.0007
2024,1,origin,Maine,0.5,0.0007
2024,1,origin,North Carolina,0.5,0.0007
2024,1,origin,"Ontario, Canada",0.5,0.0007
2024,2,origin,Washington,259.3,0.1169
2024,2,origin,Idaho,179.9,0.0811
2024,2,origin,"Alberta, Canada",159.4,0.0719
2024,2,origin,North Dakota,157.9,0.0712
2024,2,origin,Wyoming,133.1,0.06
2024,2,origin,Utah,109.5,0.0494
2024,2,origin,California,103.8,0.0468
2024,2,origin,Colorado,85.0,0.0383
2024,2,origin,Texas,80.6,0.0363
2024,2,origin,Minnesota,78.3,0.0353
2024,2,origin,Florida,66.4,0.0299
2024,2,origin,Oregon,64.6,0.0291
2024,2,origin,Arizona,47.9,0.0216
2024,2,origin,Wisconsin,40.0,0.018
2024,2,origin,Illinois,36.4,0.0164
2024,2,origin,Tennessee,36.3,0.0164
2024,2,origin,Michigan,31.8,0.0143
2024,2,origin,Virginia,29.1,0.0131
2024,2,origin,South Dakota,28.1,0.0127
2024,2,origin,New York,27.8,0.0125
2024,2,origin,"Saskatchewan, Canada",24.7,0.0111
2024,2,origin,Ohio,23.9,0.0108
2024,2,origin,Oklahoma,21.6,0.0097
2024,2,origin,Pennsylvania,20.3,0.0092
2024,2,origin,"British Columbia, Canada",19.1,0.0086
2024,2,origin,Indiana,18.9,0.0085
2024,2,origin,Missouri,18.4,0.0083
2024,2,origin,North Carolina,18.1,0.0082
2024,2,origin,Iowa,18.0,0.0081
2024,2,origin,Georgia,17.8,0.008
2024,2,origin,Nevada,16.0,0.0072
2024,2,origin,Alaska,15.8,0.0071
2024,2,origin,South Carolina,15.2,0.0068
2024,2,origin,"Ontario, Canada",12.9,0.0058
2024,2,origin,Louisiana,12.4,0.0056
2024,2,origin,Vermont,12.0,0.0054
2024,2,origin,"Manitoba, Canada",11.6,0.0052
2024,2,origin,Kansas,11.3,0.0051
2024,2,origin,Arkansas,10.8,0.0048
2024,2,origin,"Quebec, Canada",10.2,0.0046
2024,2,origin,Nebraska,10.0,0.0045
2024,2,origin,Alabama,9.5,0.0043
2024,2,origin,New Jersey,9.4,0.0042
2024,2,origin,England,8.4,0.0038
2024,2,origin,New Mexico,8.0,0.0036
2024,2,origin,Maryland,7.0,0.0032
2024,2,origin,Netherlands,7.1,0.0032
2024,2,origin,Kentucky,5.9,0.0027
2024,2,origin,Maine,5.9,0.0027
2024,2,origin,Germany,5.3,0.0024
2024,2,origin,New Hampshire,5.3,0.0024
2024,2,origin,Delaware,4.9,0.0022
2024,2,origin,Italy,4.7,0.0021
2024,2,origin,Austria,4.0,0.0018
2024,2,origin,Brazil,4.0,0.0018
2024,2,origin,Mexico,4.0,0.0018
2024,2,origin,Connecticut,3.5,0.0016
2024,2,origin,Massachusetts,3.2,0.0015
2024,2,origin,New Zealand,3.1,0.0014
2024,2,origin,Poland,3.1,0.0014
2024,2,origin,Rhode Island,3.2,0.0014
2024,2,origin,Mississippi,2.2,0.001
2024,2,origin,South Africa,2.1,0.001
2024,2,origin,Holland,1.7,0.0008
2024,2,origin,West Virginia,1.7,0.0008
2024,2,origin,Japan,1.0,0.0005
2024,2,origin,Switzerland,0.9,0.0004
2024,2,origin,Australia,0.7,0.0003
2024,2,origin,Hawaii,0.7,0.0003
2024,2,origin,"Nova Scotia, Canada",0.7,0.0003
2024,2,origin,Spain,0.7,0.0003
2024,2,origin,"Washington, D.C.",0.6,0.0003
2024,2,origin,Belgium,0.4,0.0002
2024,2,origin,Philippines,0.4,0.0002
2024,2,origin,Thailand,0.0,0.0
2024,3,origin,Washington,319.1,0.0938
2024,3,origin,Idaho,317.3,0.0932
2024,3,origin,California,226.8,0.0667
2024,3,origin,Texas,219.1,0.0644
2024,3,origin,Wyoming,155.6,0.0457
2024,3,origin,Colorado,151.1,0.0444
2024,3,origin,North Dakota,148.8,0.0437
2024,3,origin,Utah,146.3,0.043
2024,3,origin,"Alberta, Canada",137.7,0.0405
2024,3,origin,Minnesota,127.7,0.0375
2024,3,origin,Oregon,112.1,0.0329
2024,3,origin,Florida,93.4,0.0275
2024,3,origin,Wisconsin,89.6,0.0263
2024,3,origin,Arizona,82.9,0.0244
2024,3,origin,Illinois,61.5,0.0181
2024,3,origin,Missouri,57.2,0.0168
2024,3,origin,Nevada,48.2,0.0142
2024,3,origin,North Carolina,47.8,0.014
2024,3,origin,New York,41.3,0.0121
2024,3,origin,Michigan,38.3,0.0113
2024,3,origin,Pennsylvania,38.5,0.0113
2024,3,origin,South Dakota,38.2,0.0112
2024,3,origin,"British Columbia, Canada",37.6,0.011
2024,3,origin,Indiana,36.5,0.0107
2024,3,origin,Ohio,34.3,0.0101
2024,3,origin,Iowa,34.0,0.01
2024,3,origin,Tennessee,29.7,0.0087
2024,3,origin,Oklahoma,28.9,0.0085
2024,3,origin,Alabama,27.4,0.0081
2024,3,origin,New Mexico,25.8,0.0076
2024,3,origin,Kentucky,25.4,0.0075
2024,3,origin,"Manitoba, Canada",24.9,0.0073
2024,3,origin,Massachusetts,24.5,0.0072
2024,3,origin,Nebraska,24.3,0.0071
2024,3,origin,Louisiana,23.8,0.007
2024,3,origin,Maryland,23.8,0.007
2024,3,origin,Maine,22.3,0.0065
2024,3,origin,"Saskatchewan, Canada",21.6,0.0063
2024,3,origin,"Ontario, Canada",19.2,0.0056
2024,3,origin,Georgia,18.6,0.0055
2024,3,origin,Kansas,17.6,0.0052
2024,3,origin,Virginia,17.3,0.0051
2024,3,origin,Germany,17.1,0.005
2024,3,origin,Alaska,16.8,0.0049
2024,3,origin,Netherlands,14.5,0.0043
2024,3,origin,South Carolina,12.7,0.0037
2024,3,origin,Delaware,9.2,0.0027
2024,3,origin,Switzerland,9.2,0.0027
2024,3,origin,Australia,9.0,0.0026
2024,3,origin,Czech Republic,8.2,0.0024
2024,3,origin,Arkansas,7.7,0.0023
2024,3,origin,New Jersey,7.8,0.0023
2024,3,origin,Connecticut,6.5,0.0019
2024,3,origin,West Virginia,6.3,0.0018
2024,3,origin,France,5.5,0.0016
2024,3,origin,England,4.8,0.0014
2024,3,origin,New Hampshire,4.3,0.0013
2024,3,origin,Rhode Island,4.4,0.0013
2024,3,origin,Vermont,4.4,0.0013
2024,3,origin,Mississippi,4.0,0.0012
2024,3,origin,Chile,3.7,0.0011
2024,3,origin,Poland,3.7,0.0011
2024,3,origin,Russia,3.7,0.0011
2024,3,origin,Slovenia,3.7,0.0011
2024,3,origin,"Washington, D.C.",3.8,0.0011
2024,3,origin,Mexico,2.7,0.0008
2024,3,origin,Spain,2.7,0.0008
2024,3,origin,Hawaii,2.4,0.0007
2024,3,origin,"Quebec, Canada",2.0,0.0006
2024,3,origin,Japan,1.3,0.0004
2024,3,origin,Austria,0.6,0.0002
2024,3,origin,Holland,0.6,0.0002
2024,3,origin,Israel,0.6,0.0002
2024,3,origin,Italy,0.6,0.0002
2024,3,origin,South Africa,0.8,0.0002
2024,3,origin,Denmark,0.3,0.0001
2024,3,origin,"Northwest Territories, Canada",0.3,0.0001
2024,3,origin,"Nova Scotia, Canada",0.3,0.0001
2024,3,origin,"Yukon Territory, Canada",0.4,0.0001
2024,4,origin,Washington,211.8,0.1335
2024,4,origin,Idaho,156.8,0.0989
2024,4,origin,North Dakota,144.6,0.0912
2024,4,origin,Wyoming,144.5,0.0911
2024,4,origin,California,77.7,0.049
2024,4,origin,Colorado,68.8,0.0434
2024,4,origin,"Alberta, Canada",67.4,0.0425
2024,4,origin,Texas,64.8,0.0409
2024,4,origin,Minnesota,64.8,0.0408
2024,4,origin,Utah,64.7,0.0408
2024,4,origin,Oregon,41.6,0.0262
2024,4,origin,Florida,34.2,0.0216
2024,4,origin,Arizona,31.5,0.0199
2024,4,origin,South Dakota,31.0,0.0195
2024,4,origin,Wisconsin,29.5,0.0186
2024,4,origin,Illinois,28.9,0.0183
2024,4,origin,Nevada,19.9,0.0125
2024,4,origin,Ohio,19.8,0.0125
2024,4,origin,"British Columbia, Canada",17.7,0.0111
2024,4,origin,Alaska,16.5,0.0104
2024,4,origin,New York,16.1,0.0102
2024,4,origin,Georgia,15.7,0.0099
2024,4,origin,Michigan,14.9,0.0094
2024,4,origin,Tennessee,14.4,0.0091
2024,4,origin,"Saskatchewan, Canada",13.9,0.0087
2024,4,origin,Iowa,12.7,0.008
2024,4,origin,North Carolina,12.8,0.008
2024,4,origin,Pennsylvania,11.4,0.0072
2024,4,origin,Massachusetts,9.6,0.006
2024,4,origin,Nebraska,9.3,0.0059
2024,4,origin,Missouri,7.9,0.005
2024,4,origin,Indiana,7.7,0.0049
2024,4,origin,Kentucky,7.8,0.0049
2024,4,origin,New Mexico,7.7,0.0049
2024,4,origin,Louisiana,7.6,0.0048
2024,4,origin,"Manitoba, Canada",6.8,0.0043
2024,4,origin,Alabama,6.6,0.0042
2024,4,origin,Oklahoma,6.5,0.0041
2024,4,origin,Virginia,6.1,0.0038
2024,4,origin,New Jersey,5.3,0.0034
2024,4,origin,Kansas,5.2,0.0033
2024,4,origin,France,4.0,0.0025
2024,4,origin,Netherlands,4.0,0.0025
2024,4,origin,Connecticut,3.8,0.0024
2024,4,origin,"Washington, D.C.",3.5,0.0022
2024,4,origin,South Carolina,3.4,0.0021
2024,4,origin,Mississippi,3.2,0.002
2024,4,origin,Maryland,2.8,0.0018
2024,4,origin,Germany,2.7,0.0017
2024,4,origin,England,2.2,0.0014
2024,4,origin,Vermont,2.1,0.0013
2024,4,origin,"Ontario, Canada",2.0,0.0012
2024,4,origin,Hawaii,1.7,0.0011
2024,4,origin,Japan,1.8,0.0011
2024,4,origin,Arkansas,1.3,0.0008
2024,4,origin,Denmark,1.1,0.0007
2024,4,origin,Mexico,1.1,0.0007
2024,4,origin,Philippines,1.1,0.0007
2024,4,origin,"Quebec, Canada",0.6,0.0004
2024,4,origin,Thailand,0.7,0.0004
2024,4,origin,Maine,0.5,0.0003
2024,4,origin,"Northwest Territories, Canada",0.4,0.0003
2025,1,origin,Idaho,125.8,0.1654
2025,1,origin,Wyoming,105.9,0.1393
2025,1,origin,North Dakota,96.3,0.1266
2025,1,origin,Washington,89.1,0.1172
2025,1,origin,"Alberta, Canada",42.9,0.0564
2025,1,origin,Colorado,24.6,0.0323
2025,1,origin,Minnesota,22.5,0.0296
2025,1,origin,Utah,21.8,0.0286
2025,1,origin,South Dakota,14.7,0.0193
2025,1,origin,Oregon,14.6,0.0192
2025,1,origin,"Saskatchewan, Canada",14.0,0.0185
2025,1,origin,California,14.0,0.0184
2025,1,origin,Alaska,13.6,0.0179
2025,1,origin,Arizona,13.6,0.0179
2025,1,origin,Virginia,12.9,0.0169
2025,1,origin,Texas,10.5,0.0138
2025,1,origin,Wisconsin,10.0,0.0132
2025,1,origin,"British Columbia, Canada",9.8,0.0128
2025,1,origin,New York,6.9,0.009
2025,1,origin,Missouri,6.6,0.0087
2025,1,origin,Georgia,5.9,0.0078
2025,1,origin,New Jersey,5.7,0.0075
2025,1,origin,Nebraska,5.5,0.0072
2025,1,origin,Florida,5.2,0.0069
2025,1,origin,Louisiana,5.1,0.0067
2025,1,origin,Ohio,5.0,0.0066
2025,1,origin,"Manitoba, Canada",4.9,0.0064
2025,1,origin,Rhode Island,4.6,0.0061
2025,1,origin,Nevada,3.9,0.0051
2025,1,origin,Pennsylvania,3.8,0.005
2025,1,origin,Iowa,3.3,0.0043
2025,1,origin,Illinois,3.2,0.0042
2025,1,origin,Michigan,3.2,0.0042
2025,1,origin,Kansas,2.9,0.0038
2025,1,origin,Mongolia,2.9,0.0038
2025,1,origin,Vermont,2.8,0.0037
2025,1,origin,Oklahoma,2.7,0.0036
2025,1,origin,Indiana,2.4,0.0032
2025,1,origin,Kentucky,2.3,0.0031
2025,1,origin,North Carolina,1.9,0.0025
2025,1,origin,Connecticut,1.4,0.0019
2025,1,origin,Tennessee,1.4,0.0018
2025,1,origin,New Mexico,1.1,0.0015
2025,1,origin,"Ontario, Canada",1.2,0.0015
2025,1,origin,"Prince Edward Island, Canada",1.2,0.0015
2025,1,origin,Alabama,0.8,0.001
2025,1,origin,Hawaii,0.7,0.001
2025,1,origin,Thailand,0.7,0.001
2025,1,origin,Australia,0.6,0.0008
2025,1,origin,Mississippi,0.6,0.0008
2025,1,origin,West Virginia,0.5,0.0007
2025,1,origin,Maryland,0.5,0.0006
2025,1,origin,England,0.4,0.0005
2025,1,origin,"New Brunswick, Canada",0.4,0.0005
2025,1,origin,"Quebec, Canada",0.4,0.0005
2025,1,origin,Arkansas,0.2,0.0003
2025,1,origin,Maine,0.2,0.0003
2025,1,origin,Mexico,0.2,0.0003
2025,1,origin,Northern Mariana Islands,0.2,0.0003
2025,1,origin,South Carolina,0.2,0.0003
2025,2,origin,Washington,226.9,0.1351
2025,2,origin,North Dakota,177.0,0.1053
2025,2,origin,Idaho,176.7,0.1052
2025,2,origin,Wyoming,121.7,0.0724
2025,2,origin,Minnesota,81.6,0.0485
2025,2,origin,Utah,75.4,0.0449
2025,2,origin,California,69.3,0.0412
2025,2,origin,Colorado,56.4,0.0335
2025,2,origin,"Alberta, Canada",54.7,0.0325
2025,2,origin,Arizona,43.5,0.0259
2025,2,origin,Texas,43.6,0.0259
2025,2,origin,Oregon,40.2,0.024
2025,2,origin,Wisconsin,37.1,0.0221
2025,2,origin,Nevada,30.8,0.0183
2025,2,origin,Florida,28.5,0.0169
2025,2,origin,Ohio,28.1,0.0167
2025,2,origin,South Dakota,23.6,0.0141
2025,2,origin,Illinois,22.4,0.0133
2025,2,origin,Michigan,20.3,0.0121
2025,2,origin,Alaska,20.0,0.0119
2025,2,origin,New York,19.0,0.0113
2025,2,origin,Georgia,18.6,0.0111
2025,2,origin,North Carolina,18.2,0.0109
2025,2,origin,"Saskatchewan, Canada",17.9,0.0107
2025,2,origin,Iowa,16.9,0.01
2025,2,origin,Virginia,16.5,0.0098
2025,2,origin,Kansas,15.3,0.0091
2025,2,origin,Tennessee,15.0,0.0089
2025,2,origin,"British Columbia, Canada",12.2,0.0072
2025,2,origin,Pennsylvania,11.5,0.0068
2025,2,origin,Kentucky,10.4,0.0062
2025,2,origin,Indiana,9.0,0.0053
2025,2,origin,Maryland,8.4,0.005
2025,2,origin,Missouri,7.5,0.0045
2025,2,origin,South Carolina,7.3,0.0044
2025,2,origin,Mississippi,7.1,0.0042
2025,2,origin,New Mexico,6.6,0.004
2025,2,origin,Germany,6.5,0.0039
2025,2,origin,Hawaii,6.2,0.0037
2025,2,origin,Nebraska,5.5,0.0033
2025,2,origin,New Hampshire,5.3,0.0032
2025,2,origin,Massachusetts,5.2,0.0031
2025,2,origin,Louisiana,4.7,0.0028
2025,2,origin,Vermont,4.8,0.0028
2025,2,origin,Oklahoma,4.6,0.0027
2025,2,origin,"Quebec, Canada",4.3,0.0026
2025,2,origin,France,4.2,0.0025
2025,2,origin,Arkansas,4.0,0.0024
2025,2,origin,Netherlands,4.0,0.0024
2025,2,origin,Mexico,3.7,0.0022
2025,2,origin,"Manitoba, Canada",3.2,0.0019
2025,2,origin,Switzerland,2.8,0.0017
2025,2,origin,New Zealand,2.7,0.0016
2025,2,origin,Connecticut,2.6,0.0015
2025,2,origin,West Virginia,1.8,0.0011
2025,2,origin,Maine,1.7,0.001
2025,2,origin,New Jersey,1.5,0.0009
2025,2,origin,Alabama,1.3,0.0008
2025,2,origin,"Washington, D.C.",1.1,0.0007
2025,2,origin,Taiwan,1.0,0.0006
2025,2,origin,Belgium,0.4,0.0003
2025,2,origin,Hungary,0.4,0.0003
2025,2,origin,Japan,0.4,0.0003
2025,2,origin,Virgin Islands,0.5,0.0003
2025,2,origin,England,0.3,0.0002
2025,3,origin,Washington,345.2,0.114
2025,3,origin,Idaho,262.1,0.0866
2025,3,origin,North Dakota,223.0,0.0736
2025,3,origin,Utah,173.1,0.0572
2025,3,origin,California,167.6,0.0553
2025,3,origin,Colorado,141.7,0.0468
2025,3,origin,Wyoming,129.4,0.0427
2025,3,origin,Texas,128.5,0.0424
2025,3,origin,Minnesota,126.4,0.0417
2025,3,origin,Oregon,92.5,0.0305
2025,3,origin,Arizona,91.2,0.0301
2025,3,origin,Wisconsin,74.6,0.0246
2025,3,origin,"Alberta, Canada",70.8,0.0234
2025,3,origin,Florida,64.0,0.0211
2025,3,origin,Michigan,56.6,0.0187
2025,3,origin,North Carolina,52.1,0.0172
2025,3,origin,Illinois,50.8,0.0168
2025,3,origin,Ohio,47.4,0.0157
2025,3,origin,Pennsylvania,45.0,0.0149
2025,3,origin,South Dakota,40.4,0.0133
2025,3,origin,Virginia,40.1,0.0132
2025,3,origin,Nevada,39.6,0.0131
2025,3,origin,Georgia,33.2,0.011
2025,3,origin,Missouri,33.2,0.011
2025,3,origin,Tennessee,31.8,0.0105
2025,3,origin,Nebraska,28.5,0.0094
2025,3,origin,Iowa,27.2,0.009
2025,3,origin,Maryland,24.5,0.0081
2025,3,origin,Massachusetts,23.4,0.0077
2025,3,origin,"British Columbia, Canada",21.1,0.007
2025,3,origin,Arkansas,19.5,0.0064
2025,3,origin,Oklahoma,18.5,0.0061
2025,3,origin,"Saskatchewan, Canada",18.3,0.006
2025,3,origin,Vermont,17.5,0.0058
2025,3,origin,Indiana,16.8,0.0055
2025,3,origin,South Carolina,15.2,0.005
2025,3,origin,New Jersey,14.4,0.0048
2025,3,origin,New Mexico,13.2,0.0044
2025,3,origin,New Hampshire,13.0,0.0043
2025,3,origin,Kentucky,12.7,0.0042
2025,3,origin,Kansas,12.1,0.004
2025,3,origin,England,11.5,0.0038
2025,3,origin,"Ontario, Canada",11.1,0.0037
2025,3,origin,Connecticut,11.0,0.0036
2025,3,origin,Alaska,10.6,0.0035
2025,3,origin,New York,10.3,0.0034
2025,3,origin,"Manitoba, Canada",9.0,0.003
2025,3,origin,Alabama,7.5,0.0025
2025,3,origin,West Virginia,6.5,0.0022
2025,3,origin,Germany,6.4,0.0021
2025,3,origin,Britain,6.1,0.002
2025,3,origin,Mississippi,6.0,0.002
2025,3,origin,Louisiana,5.7,0.0019
2025,3,origin,"Quebec, Canada",5.9,0.0019
2025,3,origin,"Washington, D.C.",5.4,0.0018
2025,3,origin,Maine,4.8,0.0016
2025,3,origin,Delaware,4.4,0.0015
2025,3,origin,Poland,4.5,0.0015
2025,3,origin,Kenya,4.3,0.0014
2025,3,origin,Costa Rica,4.0,0.0013
2025,3,origin,France,4.0,0.0013
2025,3,origin,Israel,4.0,0.0013
2025,3,origin,Italy,4.0,0.0013
2025,3,origin,Slovenia,4.0,0.0013
2025,3,origin,Australia,3.7,0.0012
2025,3,origin,Denmark,2.7,0.0009
2025,3,origin,Hawaii,2.8,0.0009
2025,3,origin,Netherlands,2.7,0.0009
2025,3,origin,Ireland,2.1,0.0007
2025,3,origin,Kosovo,2.1,0.0007
2025,3,origin,New Zealand,1.9,0.0006
2025,3,origin,Rhode Island,1.0,0.0003
2025,3,origin,Mexico,0.5,0.0002
2025,3,origin,"Nova Scotia, Canada",0.5,0.0002
2025,3,origin,Singapore,0.5,0.0002
2025,3,origin,"Northwest Territories, Canada",0.3,0.0001
2025,3,origin,Switzerland,0.3,0.0001
2025,4,origin,Idaho,174.8,0.143
2025,4,origin,Washington,165.3,0.1352
2025,4,origin,North Dakota,146.7,0.12
2025,4,origin,Wyoming,76.1,0.0622
2025,4,origin,Utah,64.5,0.0528
2025,4,origin,Minnesota,63.1,0.0516
2025,4,origin,Colorado,43.6,0.0357
2025,4,origin,California,40.5,0.0332
2025,4,origin,"Alberta, Canada",39.0,0.0319
2025,4,origin,Texas,37.3,0.0305
2025,4,origin,Oregon,34.9,0.0285
2025,4,origin,Wisconsin,32.7,0.0268
2025,4,origin,South Dakota,30.6,0.0251
2025,4,origin,Arizona,27.2,0.0223
2025,4,origin,Illinois,23.3,0.019
2025,4,origin,Florida,21.1,0.0173
2025,4,origin,Michigan,18.4,0.0151
2025,4,origin,"British Columbia, Canada",16.9,0.0138
2025,4,origin,Pennsylvania,15.1,0.0124
2025,4,origin,Alaska,13.7,0.0112
2025,4,origin,Iowa,11.6,0.0095
2025,4,origin,New Mexico,11.4,0.0093
2025,4,origin,New York,9.1,0.0074
2025,4,origin,Nevada,7.5,0.0062
2025,4,origin,Louisiana,7.4,0.006
2025,4,origin,North Carolina,7.3,0.006
2025,4,origin,Oklahoma,6.1,0.005
2025,4,origin,"Saskatchewan, Canada",6.0,0.0049
2025,4,origin,Massachusetts,5.8,0.0048
2025,4,origin,Georgia,5.6,0.0046
2025,4,origin,Germany,5.3,0.0044
2025,4,origin,Missouri,5.4,0.0044
2025,4,origin,Nebraska,4.8,0.0039
2025,4,origin,Hawaii,4.0,0.0033
2025,4,origin,New Hampshire,4.0,0.0032
2025,4,origin,Virginia,3.9,0.0032
2025,4,origin,Indiana,3.8,0.0031
2025,4,origin,Ohio,3.6,0.003
2025,4,origin,Mississippi,2.7,0.0022
2025,4,origin,South Carolina,2.7,0.0022
2025,4,origin,Kansas,1.8,0.0015
2025,4,origin,Maryland,1.4,0.0011
2025,4,origin,Singapore,1.3,0.0011
2025,4,origin,Switzerland,1.3,0.0011
2025,4,origin,Vermont,1.3,0.0011
2025,4,origin,Alabama,1.2,0.001
2025,4,origin,Tennessee,1.3,0.001
2025,4,origin,Connecticut,1.0,0.0008
2025,4,origin,"Manitoba, Canada",1.0,0.0008
2025,4,origin,Israel,0.8,0.0006
2025,4,origin,Mexico,0.7,0.0006
2025,4,origin,New Jersey,0.6,0.0005
2025,4,origin,"Ontario, Canada",0.7,0.0005
2025,4,origin,"Yukon Territory, Canada",0.7,0.0005
2025,4,origin,Arkansas,0.5,0.0004
2025,4,origin,Australia,0.5,0.0004
2025,4,origin,China,0.5,0.0004
2025,4,origin,England,0.5,0.0004
2025,4,origin,France,0.5,0.0004
2025,4,origin,Russia,0.5,0.0004
2025,4,origin,"Washington, D.C.",0.5,0.0004
2025,4,origin,West Virginia,0.5,0.0004
2025,4,origin,"Quebec, Canada",0.4,0.0003
