year,month,airport,code,boardings
2020,4,Minot,MOT,801
2020,5,Minot,MOT,1966
2020,6,Minot,MOT,3912
2020,7,Minot,MOT,6511
2020,8,Minot,MOT,7594
2020,9,Minot,MOT,6821
2020,10,Minot,MOT,7845
2020,11,Minot,MOT,7055
2020,12,Minot,MOT,8039
2021,1,Minot,MOT,5845
2021,2,Minot,MOT,6675
2021,3,Minot,MOT,9822
2021,4,Minot,MOT,9115
2021,5,Minot,MOT,11046
2021,6,Minot,MOT,12033
2021,7,Minot,MOT,13283
2021,8,Minot,MOT,11144
2021,9,Minot,MOT,10094
2021,10,Minot,MOT,11949
2021,11,Minot,MOT,11679
2021,12,Minot,MOT,13077
2022,1,Minot,MOT,9532
2022,2,Minot,MOT,10596
2022,3,Minot,MOT,12903
2022,4,Minot,MOT,10149
2022,5,Minot,MOT,12504
2022,6,Minot,MOT,11373
2022,7,Minot,MOT,11303
2022,8,Minot,MOT,11466
2022,9,Minot,MOT,12593
2022,10,Minot,MOT,12804
2022,11,Minot,MOT,10983
2022,12,Minot,MOT,11163
2023,1,Minot,MOT,10986
2023,2,Minot,MOT,10501
2023,3,Minot,MOT,12961
2023,4,Minot,MOT,12058
2023,5,Minot,MOT,12341
2023,6,Minot,MOT,11479
2023,7,Minot,MOT,11762
2023,8,Minot,MOT,11810
2023,9,Minot,MOT,10882
2023,10,Minot,MOT,13220
2023,11,Minot,MOT,13346
2023,12,Minot,MOT,15423
2024,1,Minot,MOT,12571
2024,2,Minot,MOT,12885
2024,3,Minot,MOT,14421
2024,4,Minot,MOT,13269
2024,5,Minot,MOT,13706
2024,6,Minot,MOT,14044
2024,7,Minot,MOT,16281
2024,8,Minot,MOT,14452
2024,9,Minot,MOT,12416
2024,10,Minot,MOT,14477
2024,11,Minot,MOT,13902
2024,12,Minot,MOT,17048
2025,1,Minot,MOT,13851
2025,2,Minot,MOT,13831
2025,3,Minot,MOT,16465
2025,4,Minot,MOT,13906
2025,5,Minot,MOT,15059
2025,6,Minot,MOT,15220
2025,7,Minot,MOT,17360
2025,8,Minot,MOT,15433
2025,9,Minot,MOT,13749
2025,10,Minot,MOT,14582
2025,11,Minot,MOT,13560
2025,12,Minot,MOT,14781
2026,4,Minot,MOT,11804
2026,5,Minot,MOT,13469
2026,6,Minot,MOT,14000
2026,7,Minot,MOT,15794
