park,park_name,role,state,year,month,visits
THRO,Theodore Roosevelt NP,primary,ND,2015,12,5600
THRO,Theodore Roosevelt NP,primary,ND,2016,1,3699
THRO,Theodore Roosevelt NP,primary,ND,2016,2,3769
THRO,Theodore Roosevelt NP,primary,ND,2016,3,11237
THRO,Theodore Roosevelt NP,primary,ND,2016,4,12701
THRO,Theodore Roosevelt NP,primary,ND,2016,5,71977
THRO,Theodore Roosevelt NP,primary,ND,2016,6,122044
THRO,Theodore Roosevelt NP,primary,ND,2016,7,162933
THRO,Theodore Roosevelt NP,primary,ND,2016,8,160125
THRO,Theodore Roosevelt NP,primary,ND,2016,9,101499
THRO,Theodore Roosevelt NP,primary,ND,2016,10,78667
THRO,Theodore Roosevelt NP,primary,ND,2016,11,23088
THRO,Theodore Roosevelt NP,primary,ND,2016,12,2141
THRO,Theodore Roosevelt NP,primary,ND,2017,1,1905
THRO,Theodore Roosevelt NP,primary,ND,2017,2,3459
THRO,Theodore Roosevelt NP,primary,ND,2017,3,7957
THRO,Theodore Roosevelt NP,primary,ND,2017,4,22137
THRO,Theodore Roosevelt NP,primary,ND,2017,5,79745
THRO,Theodore Roosevelt NP,primary,ND,2017,6,109297
THRO,Theodore Roosevelt NP,primary,ND,2017,7,156123
THRO,Theodore Roosevelt NP,primary,ND,2017,8,160360
THRO,Theodore Roosevelt NP,primary,ND,2017,9,92235
THRO,Theodore Roosevelt NP,primary,ND,2017,10,54859
THRO,Theodore Roosevelt NP,primary,ND,2017,11,18214
THRO,Theodore Roosevelt NP,primary,ND,2017,12,1712
THRO,Theodore Roosevelt NP,primary,ND,2018,1,2950
THRO,Theodore Roosevelt NP,primary,ND,2018,2,2149
THRO,Theodore Roosevelt NP,primary,ND,2018,3,9140
THRO,Theodore Roosevelt NP,primary,ND,2018,4,16926
THRO,Theodore Roosevelt NP,primary,ND,2018,5,83865
THRO,Theodore Roosevelt NP,primary,ND,2018,6,132489
THRO,Theodore Roosevelt NP,primary,ND,2018,7,176271
THRO,Theodore Roosevelt NP,primary,ND,2018,8,138851
THRO,Theodore Roosevelt NP,primary,ND,2018,9,103766
THRO,Theodore Roosevelt NP,primary,ND,2018,10,62543
THRO,Theodore Roosevelt NP,primary,ND,2018,11,16265
THRO,Theodore Roosevelt NP,primary,ND,2018,12,4174
THRO,Theodore Roosevelt NP,primary,ND,2019,1,2515
THRO,Theodore Roosevelt NP,primary,ND,2019,2,1187
THRO,Theodore Roosevelt NP,primary,ND,2019,3,5935
THRO,Theodore Roosevelt NP,primary,ND,2019,4,10516
THRO,Theodore Roosevelt NP,primary,ND,2019,5,75682
THRO,Theodore Roosevelt NP,primary,ND,2019,6,134590
THRO,Theodore Roosevelt NP,primary,ND,2019,7,149425
THRO,Theodore Roosevelt NP,primary,ND,2019,8,135584
THRO,Theodore Roosevelt NP,primary,ND,2019,9,110576
THRO,Theodore Roosevelt NP,primary,ND,2019,10,46043
THRO,Theodore Roosevelt NP,primary,ND,2019,11,17086
THRO,Theodore Roosevelt NP,primary,ND,2019,12,2519
THRO,Theodore Roosevelt NP,primary,ND,2020,1,2103
THRO,Theodore Roosevelt NP,primary,ND,2020,2,4190
THRO,Theodore Roosevelt NP,primary,ND,2020,3,12204
THRO,Theodore Roosevelt NP,primary,ND,2020,4,3278
THRO,Theodore Roosevelt NP,primary,ND,2020,5,19618
THRO,Theodore Roosevelt NP,primary,ND,2020,6,106279
THRO,Theodore Roosevelt NP,primary,ND,2020,7,124698
THRO,Theodore Roosevelt NP,primary,ND,2020,8,118836
THRO,Theodore Roosevelt NP,primary,ND,2020,9,87640
THRO,Theodore Roosevelt NP,primary,ND,2020,10,50212
THRO,Theodore Roosevelt NP,primary,ND,2020,11,15371
THRO,Theodore Roosevelt NP,primary,ND,2020,12,6874
THRO,Theodore Roosevelt NP,primary,ND,2021,1,6866
THRO,Theodore Roosevelt NP,primary,ND,2021,2,5162
THRO,Theodore Roosevelt NP,primary,ND,2021,3,15125
THRO,Theodore Roosevelt NP,primary,ND,2021,4,11993
THRO,Theodore Roosevelt NP,primary,ND,2021,5,76738
THRO,Theodore Roosevelt NP,primary,ND,2021,6,150232
THRO,Theodore Roosevelt NP,primary,ND,2021,7,176113
THRO,Theodore Roosevelt NP,primary,ND,2021,8,157639
THRO,Theodore Roosevelt NP,primary,ND,2021,9,130018
THRO,Theodore Roosevelt NP,primary,ND,2021,10,55777
THRO,Theodore Roosevelt NP,primary,ND,2021,11,8235
THRO,Theodore Roosevelt NP,primary,ND,2021,12,2187
THRO,Theodore Roosevelt NP,primary,ND,2022,1,2449
THRO,Theodore Roosevelt NP,primary,ND,2022,2,2568
THRO,Theodore Roosevelt NP,primary,ND,2022,3,6645
THRO,Theodore Roosevelt NP,primary,ND,2022,4,7366
THRO,Theodore Roosevelt NP,primary,ND,2022,5,66678
THRO,Theodore Roosevelt NP,primary,ND,2022,6,124089
THRO,Theodore Roosevelt NP,primary,ND,2022,7,150994
THRO,Theodore Roosevelt NP,primary,ND,2022,8,137454
THRO,Theodore Roosevelt NP,primary,ND,2022,9,114280
THRO,Theodore Roosevelt NP,primary,ND,2022,10,50215
THRO,Theodore Roosevelt NP,primary,ND,2022,11,4614
THRO,Theodore Roosevelt NP,primary,ND,2022,12,1327
THRO,Theodore Roosevelt NP,primary,ND,2023,1,3295
THRO,Theodore Roosevelt NP,primary,ND,2023,2,1890
THRO,Theodore Roosevelt NP,primary,ND,2023,3,5727
THRO,Theodore Roosevelt NP,primary,ND,2023,4,11162
THRO,Theodore Roosevelt NP,primary,ND,2023,5,75073
THRO,Theodore Roosevelt NP,primary,ND,2023,6,139189
THRO,Theodore Roosevelt NP,primary,ND,2023,7,166853
THRO,Theodore Roosevelt NP,primary,ND,2023,8,148446
THRO,Theodore Roosevelt NP,primary,ND,2023,9,117092
THRO,Theodore Roosevelt NP,primary,ND,2023,10,58701
THRO,Theodore Roosevelt NP,primary,ND,2023,11,17412
THRO,Theodore Roosevelt NP,primary,ND,2023,12,2022
THRO,Theodore Roosevelt NP,primary,ND,2024,1,956
THRO,Theodore Roosevelt NP,primary,ND,2024,2,2670
THRO,Theodore Roosevelt NP,primary,ND,2024,3,9604
THRO,Theodore Roosevelt NP,primary,ND,2024,4,12155
THRO,Theodore Roosevelt NP,primary,ND,2024,5,69601
THRO,Theodore Roosevelt NP,primary,ND,2024,6,140436
THRO,Theodore Roosevelt NP,primary,ND,2024,7,154280
THRO,Theodore Roosevelt NP,primary,ND,2024,8,153886
THRO,Theodore Roosevelt NP,primary,ND,2024,9,113473
THRO,Theodore Roosevelt NP,primary,ND,2024,10,56160
THRO,Theodore Roosevelt NP,primary,ND,2024,11,18204
THRO,Theodore Roosevelt NP,primary,ND,2024,12,1526
THRO,Theodore Roosevelt NP,primary,ND,2025,1,850
THRO,Theodore Roosevelt NP,primary,ND,2025,2,2037
THRO,Theodore Roosevelt NP,primary,ND,2025,3,9557
THRO,Theodore Roosevelt NP,primary,ND,2025,4,11491
THRO,Theodore Roosevelt NP,primary,ND,2025,5,77061
THRO,Theodore Roosevelt NP,primary,ND,2025,6,132952
THRO,Theodore Roosevelt NP,primary,ND,2025,7,155747
THRO,Theodore Roosevelt NP,primary,ND,2025,8,151582
THRO,Theodore Roosevelt NP,primary,ND,2025,9,127296
THRO,Theodore Roosevelt NP,primary,ND,2025,10,50520
THRO,Theodore Roosevelt NP,primary,ND,2025,11,7946
THRO,Theodore Roosevelt NP,primary,ND,2025,12,2854
THRO,Theodore Roosevelt NP,primary,ND,2026,1,2781
THRO,Theodore Roosevelt NP,primary,ND,2026,2,4315
THRO,Theodore Roosevelt NP,primary,ND,2026,3,9175
THRO,Theodore Roosevelt NP,primary,ND,2026,4,14763
THRO,Theodore Roosevelt NP,primary,ND,2026,5,71792
THRO,Theodore Roosevelt NP,primary,ND,2026,6,135564
THRO,Theodore Roosevelt NP,primary,ND,2026,7,162601
THRO,Theodore Roosevelt NP,primary,ND,2026,8,173021
WICA,Wind Cave NP,control,SD,1979,1,7588
WICA,Wind Cave NP,control,SD,1979,2,8434
WICA,Wind Cave NP,control,SD,1979,3,11871
WICA,Wind Cave NP,control,SD,1979,4,14195
WICA,Wind Cave NP,control,SD,1979,5,40960
WICA,Wind Cave NP,control,SD,1979,6,76989
WICA,Wind Cave NP,control,SD,1979,7,100724
WICA,Wind Cave NP,control,SD,1979,8,107832
WICA,Wind Cave NP,control,SD,1979,9,51525
WICA,Wind Cave NP,control,SD,1979,10,16137
WICA,Wind Cave NP,control,SD,1979,11,10987
WICA,Wind Cave NP,control,SD,1979,12,10201
WICA,Wind Cave NP,control,SD,1980,1,8637
WICA,Wind Cave NP,control,SD,1980,2,9114
WICA,Wind Cave NP,control,SD,1980,3,10947
WICA,Wind Cave NP,control,SD,1980,4,12915
WICA,Wind Cave NP,control,SD,1980,5,39998
WICA,Wind Cave NP,control,SD,1980,6,77298
WICA,Wind Cave NP,control,SD,1980,7,110027
WICA,Wind Cave NP,control,SD,1980,8,117840
WICA,Wind Cave NP,control,SD,1980,9,50610
WICA,Wind Cave NP,control,SD,1980,10,14985
WICA,Wind Cave NP,control,SD,1980,11,11655
WICA,Wind Cave NP,control,SD,1980,12,9035
WICA,Wind Cave NP,control,SD,1981,1,9096
WICA,Wind Cave NP,control,SD,1981,2,8143
WICA,Wind Cave NP,control,SD,1981,3,11786
WICA,Wind Cave NP,control,SD,1981,4,14127
WICA,Wind Cave NP,control,SD,1981,5,41909
WICA,Wind Cave NP,control,SD,1981,6,84958
WICA,Wind Cave NP,control,SD,1981,7,123442
WICA,Wind Cave NP,control,SD,1981,8,123749
WICA,Wind Cave NP,control,SD,1981,9,49838
WICA,Wind Cave NP,control,SD,1981,10,16032
WICA,Wind Cave NP,control,SD,1981,11,11443
WICA,Wind Cave NP,control,SD,1981,12,8901
WICA,Wind Cave NP,control,SD,1982,1,6889
WICA,Wind Cave NP,control,SD,1982,2,7955
WICA,Wind Cave NP,control,SD,1982,3,10772
WICA,Wind Cave NP,control,SD,1982,4,12484
WICA,Wind Cave NP,control,SD,1982,5,38343
WICA,Wind Cave NP,control,SD,1982,6,81277
WICA,Wind Cave NP,control,SD,1982,7,117736
WICA,Wind Cave NP,control,SD,1982,8,113488
WICA,Wind Cave NP,control,SD,1982,9,45098
WICA,Wind Cave NP,control,SD,1982,10,13895
WICA,Wind Cave NP,control,SD,1982,11,10837
WICA,Wind Cave NP,control,SD,1982,12,8618
WICA,Wind Cave NP,control,SD,1983,1,9003
WICA,Wind Cave NP,control,SD,1983,2,9333
WICA,Wind Cave NP,control,SD,1983,3,9903
WICA,Wind Cave NP,control,SD,1983,4,11921
WICA,Wind Cave NP,control,SD,1983,5,40973
WICA,Wind Cave NP,control,SD,1983,6,87936
WICA,Wind Cave NP,control,SD,1983,7,130197
WICA,Wind Cave NP,control,SD,1983,8,113313
WICA,Wind Cave NP,control,SD,1983,9,56638
WICA,Wind Cave NP,control,SD,1983,10,15540
WICA,Wind Cave NP,control,SD,1983,11,11987
WICA,Wind Cave NP,control,SD,1983,12,6995
WICA,Wind Cave NP,control,SD,1984,1,8837
WICA,Wind Cave NP,control,SD,1984,2,29426
WICA,Wind Cave NP,control,SD,1984,3,10579
WICA,Wind Cave NP,control,SD,1984,4,11090
WICA,Wind Cave NP,control,SD,1984,5,40449
WICA,Wind Cave NP,control,SD,1984,6,85629
WICA,Wind Cave NP,control,SD,1984,7,132072
WICA,Wind Cave NP,control,SD,1984,8,132661
WICA,Wind Cave NP,control,SD,1984,9,47767
WICA,Wind Cave NP,control,SD,1984,10,16718
WICA,Wind Cave NP,control,SD,1984,11,12457
WICA,Wind Cave NP,control,SD,1984,12,8337
WICA,Wind Cave NP,control,SD,1985,1,8921
WICA,Wind Cave NP,control,SD,1985,2,8684
WICA,Wind Cave NP,control,SD,1985,3,9182
WICA,Wind Cave NP,control,SD,1985,4,14222
WICA,Wind Cave NP,control,SD,1985,5,38527
WICA,Wind Cave NP,control,SD,1985,6,78298
WICA,Wind Cave NP,control,SD,1985,7,129046
WICA,Wind Cave NP,control,SD,1985,8,118278
WICA,Wind Cave NP,control,SD,1985,9,38993
WICA,Wind Cave NP,control,SD,1985,10,16178
WICA,Wind Cave NP,control,SD,1985,11,8792
WICA,Wind Cave NP,control,SD,1985,12,8464
WICA,Wind Cave NP,control,SD,1986,1,8493
WICA,Wind Cave NP,control,SD,1986,2,8517
WICA,Wind Cave NP,control,SD,1986,3,13207
WICA,Wind Cave NP,control,SD,1986,4,10768
WICA,Wind Cave NP,control,SD,1986,5,39962
WICA,Wind Cave NP,control,SD,1986,6,87748
WICA,Wind Cave NP,control,SD,1986,7,109346
WICA,Wind Cave NP,control,SD,1986,8,125342
WICA,Wind Cave NP,control,SD,1986,9,43950
WICA,Wind Cave NP,control,SD,1986,10,17181
WICA,Wind Cave NP,control,SD,1986,11,7372
WICA,Wind Cave NP,control,SD,1986,12,11448
WICA,Wind Cave NP,control,SD,1987,1,10709
WICA,Wind Cave NP,control,SD,1987,2,9654
WICA,Wind Cave NP,control,SD,1987,3,10682
WICA,Wind Cave NP,control,SD,1987,4,14338
WICA,Wind Cave NP,control,SD,1987,5,48523
WICA,Wind Cave NP,control,SD,1987,6,97612
WICA,Wind Cave NP,control,SD,1987,7,136272
WICA,Wind Cave NP,control,SD,1987,8,130029
WICA,Wind Cave NP,control,SD,1987,9,62346
WICA,Wind Cave NP,control,SD,1987,10,18499
WICA,Wind Cave NP,control,SD,1987,11,14180
WICA,Wind Cave NP,control,SD,1987,12,10876
WICA,Wind Cave NP,control,SD,1988,1,10989
WICA,Wind Cave NP,control,SD,1988,2,11198
WICA,Wind Cave NP,control,SD,1988,3,13580
WICA,Wind Cave NP,control,SD,1988,4,16043
WICA,Wind Cave NP,control,SD,1988,5,51778
WICA,Wind Cave NP,control,SD,1988,6,104162
WICA,Wind Cave NP,control,SD,1988,7,142919
WICA,Wind Cave NP,control,SD,1988,8,124301
WICA,Wind Cave NP,control,SD,1988,9,60030
WICA,Wind Cave NP,control,SD,1988,10,19553
WICA,Wind Cave NP,control,SD,1988,11,13082
WICA,Wind Cave NP,control,SD,1988,12,10381
WICA,Wind Cave NP,control,SD,1989,1,10888
WICA,Wind Cave NP,control,SD,1989,2,8843
WICA,Wind Cave NP,control,SD,1989,3,12288
WICA,Wind Cave NP,control,SD,1989,4,13039
WICA,Wind Cave NP,control,SD,1989,5,46657
WICA,Wind Cave NP,control,SD,1989,6,94905
WICA,Wind Cave NP,control,SD,1989,7,140205
WICA,Wind Cave NP,control,SD,1989,8,134629
WICA,Wind Cave NP,control,SD,1989,9,64366
WICA,Wind Cave NP,control,SD,1989,10,16044
WICA,Wind Cave NP,control,SD,1989,11,11556
WICA,Wind Cave NP,control,SD,1989,12,8338
WICA,Wind Cave NP,control,SD,1990,1,9595
WICA,Wind Cave NP,control,SD,1990,2,9361
WICA,Wind Cave NP,control,SD,1990,3,11482
WICA,Wind Cave NP,control,SD,1990,4,14706
WICA,Wind Cave NP,control,SD,1990,5,51024
WICA,Wind Cave NP,control,SD,1990,6,106682
WICA,Wind Cave NP,control,SD,1990,7,143563
WICA,Wind Cave NP,control,SD,1990,8,140800
WICA,Wind Cave NP,control,SD,1990,9,62627
WICA,Wind Cave NP,control,SD,1990,10,17564
WICA,Wind Cave NP,control,SD,1990,11,11348
WICA,Wind Cave NP,control,SD,1990,12,7712
WICA,Wind Cave NP,control,SD,1991,1,9712
WICA,Wind Cave NP,control,SD,1991,2,9343
WICA,Wind Cave NP,control,SD,1991,3,13143
WICA,Wind Cave NP,control,SD,1991,4,13833
WICA,Wind Cave NP,control,SD,1991,5,52177
WICA,Wind Cave NP,control,SD,1991,6,95024
WICA,Wind Cave NP,control,SD,1991,7,159309
WICA,Wind Cave NP,control,SD,1991,8,154281
WICA,Wind Cave NP,control,SD,1991,9,54503
WICA,Wind Cave NP,control,SD,1991,10,15955
WICA,Wind Cave NP,control,SD,1991,11,9761
WICA,Wind Cave NP,control,SD,1991,12,10016
WICA,Wind Cave NP,control,SD,1992,1,10438
WICA,Wind Cave NP,control,SD,1992,2,11313
WICA,Wind Cave NP,control,SD,1992,3,13350
WICA,Wind Cave NP,control,SD,1992,4,16647
WICA,Wind Cave NP,control,SD,1992,5,57957
WICA,Wind Cave NP,control,SD,1992,6,116597
WICA,Wind Cave NP,control,SD,1992,7,160670
WICA,Wind Cave NP,control,SD,1992,8,175435
WICA,Wind Cave NP,control,SD,1992,9,60440
WICA,Wind Cave NP,control,SD,1992,10,17672
WICA,Wind Cave NP,control,SD,1992,11,9761
WICA,Wind Cave NP,control,SD,1992,12,10016
WICA,Wind Cave NP,control,SD,1993,1,15231
WICA,Wind Cave NP,control,SD,1993,2,11366
WICA,Wind Cave NP,control,SD,1993,3,19965
WICA,Wind Cave NP,control,SD,1993,4,32238
WICA,Wind Cave NP,control,SD,1993,5,34303
WICA,Wind Cave NP,control,SD,1993,6,65449
WICA,Wind Cave NP,control,SD,1993,7,116245
WICA,Wind Cave NP,control,SD,1993,8,127550
WICA,Wind Cave NP,control,SD,1993,9,57120
WICA,Wind Cave NP,control,SD,1993,10,25692
WICA,Wind Cave NP,control,SD,1993,11,15411
WICA,Wind Cave NP,control,SD,1993,12,16505
WICA,Wind Cave NP,control,SD,1994,1,11154
WICA,Wind Cave NP,control,SD,1994,2,17659
WICA,Wind Cave NP,control,SD,1994,3,24619
WICA,Wind Cave NP,control,SD,1994,4,33540
WICA,Wind Cave NP,control,SD,1994,5,76180
WICA,Wind Cave NP,control,SD,1994,6,121572
WICA,Wind Cave NP,control,SD,1994,7,238482
WICA,Wind Cave NP,control,SD,1994,8,183637
WICA,Wind Cave NP,control,SD,1994,9,81024
WICA,Wind Cave NP,control,SD,1994,10,47845
WICA,Wind Cave NP,control,SD,1994,11,18163
WICA,Wind Cave NP,control,SD,1994,12,17186
WICA,Wind Cave NP,control,SD,1995,1,15078
WICA,Wind Cave NP,control,SD,1995,2,14089
WICA,Wind Cave NP,control,SD,1995,3,32745
WICA,Wind Cave NP,control,SD,1995,4,31234
WICA,Wind Cave NP,control,SD,1995,5,65750
WICA,Wind Cave NP,control,SD,1995,6,122713
WICA,Wind Cave NP,control,SD,1995,7,194634
WICA,Wind Cave NP,control,SD,1995,8,183154
WICA,Wind Cave NP,control,SD,1995,9,81842
WICA,Wind Cave NP,control,SD,1995,10,28740
WICA,Wind Cave NP,control,SD,1995,11,18488
WICA,Wind Cave NP,control,SD,1995,12,17221
WICA,Wind Cave NP,control,SD,1996,1,13402
WICA,Wind Cave NP,control,SD,1996,2,17235
WICA,Wind Cave NP,control,SD,1996,3,21540
WICA,Wind Cave NP,control,SD,1996,4,33644
WICA,Wind Cave NP,control,SD,1996,5,66853
WICA,Wind Cave NP,control,SD,1996,6,124326
WICA,Wind Cave NP,control,SD,1996,7,165892
WICA,Wind Cave NP,control,SD,1996,8,200423
WICA,Wind Cave NP,control,SD,1996,9,72281
WICA,Wind Cave NP,control,SD,1996,10,35979
WICA,Wind Cave NP,control,SD,1996,11,15832
WICA,Wind Cave NP,control,SD,1996,12,13764
WICA,Wind Cave NP,control,SD,1997,1,13576
WICA,Wind Cave NP,control,SD,1997,2,15959
WICA,Wind Cave NP,control,SD,1997,3,24877
WICA,Wind Cave NP,control,SD,1997,4,29807
WICA,Wind Cave NP,control,SD,1997,5,96592
WICA,Wind Cave NP,control,SD,1997,6,126762
WICA,Wind Cave NP,control,SD,1997,7,199107
WICA,Wind Cave NP,control,SD,1997,8,177145
WICA,Wind Cave NP,control,SD,1997,9,74494
WICA,Wind Cave NP,control,SD,1997,10,37298
WICA,Wind Cave NP,control,SD,1997,11,19416
WICA,Wind Cave NP,control,SD,1997,12,17000
WICA,Wind Cave NP,control,SD,1998,1,14994
WICA,Wind Cave NP,control,SD,1998,2,16629
WICA,Wind Cave NP,control,SD,1998,3,26145
WICA,Wind Cave NP,control,SD,1998,4,31284
WICA,Wind Cave NP,control,SD,1998,5,103949
WICA,Wind Cave NP,control,SD,1998,6,123336
WICA,Wind Cave NP,control,SD,1998,7,195530
WICA,Wind Cave NP,control,SD,1998,8,186315
WICA,Wind Cave NP,control,SD,1998,9,78266
WICA,Wind Cave NP,control,SD,1998,10,37298
WICA,Wind Cave NP,control,SD,1998,11,20289
WICA,Wind Cave NP,control,SD,1998,12,15939
WICA,Wind Cave NP,control,SD,1999,1,14564
WICA,Wind Cave NP,control,SD,1999,2,16206
WICA,Wind Cave NP,control,SD,1999,3,24599
WICA,Wind Cave NP,control,SD,1999,4,32461
WICA,Wind Cave NP,control,SD,1999,5,75827
WICA,Wind Cave NP,control,SD,1999,6,122779
WICA,Wind Cave NP,control,SD,1999,7,194687
WICA,Wind Cave NP,control,SD,1999,8,197522
WICA,Wind Cave NP,control,SD,1999,9,47550
WICA,Wind Cave NP,control,SD,1999,10,20293
WICA,Wind Cave NP,control,SD,1999,11,8625
WICA,Wind Cave NP,control,SD,1999,12,6604
WICA,Wind Cave NP,control,SD,2000,1,5548
WICA,Wind Cave NP,control,SD,2000,2,5458
WICA,Wind Cave NP,control,SD,2000,3,9650
WICA,Wind Cave NP,control,SD,2000,4,14603
WICA,Wind Cave NP,control,SD,2000,5,48037
WICA,Wind Cave NP,control,SD,2000,6,124319
WICA,Wind Cave NP,control,SD,2000,7,194687
WICA,Wind Cave NP,control,SD,2000,8,179595
WICA,Wind Cave NP,control,SD,2000,9,39870
WICA,Wind Cave NP,control,SD,2000,10,23277
WICA,Wind Cave NP,control,SD,2000,11,10038
WICA,Wind Cave NP,control,SD,2000,12,13425
WICA,Wind Cave NP,control,SD,2001,1,11090
WICA,Wind Cave NP,control,SD,2001,2,11195
WICA,Wind Cave NP,control,SD,2001,3,15977
WICA,Wind Cave NP,control,SD,2001,4,21264
WICA,Wind Cave NP,control,SD,2001,5,44684
WICA,Wind Cave NP,control,SD,2001,6,110638
WICA,Wind Cave NP,control,SD,2001,7,167404
WICA,Wind Cave NP,control,SD,2001,8,171601
WICA,Wind Cave NP,control,SD,2001,9,42878
WICA,Wind Cave NP,control,SD,2001,10,23990
WICA,Wind Cave NP,control,SD,2001,11,14724
WICA,Wind Cave NP,control,SD,2001,12,14912
WICA,Wind Cave NP,control,SD,2002,1,19934
WICA,Wind Cave NP,control,SD,2002,2,17613
WICA,Wind Cave NP,control,SD,2002,3,23153
WICA,Wind Cave NP,control,SD,2002,4,52832
WICA,Wind Cave NP,control,SD,2002,5,60342
WICA,Wind Cave NP,control,SD,2002,6,145138
WICA,Wind Cave NP,control,SD,2002,7,236901
WICA,Wind Cave NP,control,SD,2002,8,151237
WICA,Wind Cave NP,control,SD,2002,9,41332
WICA,Wind Cave NP,control,SD,2002,10,17887
WICA,Wind Cave NP,control,SD,2002,11,23302
WICA,Wind Cave NP,control,SD,2002,12,20627
WICA,Wind Cave NP,control,SD,2003,1,19696
WICA,Wind Cave NP,control,SD,2003,2,17158
WICA,Wind Cave NP,control,SD,2003,3,31009
WICA,Wind Cave NP,control,SD,2003,4,33398
WICA,Wind Cave NP,control,SD,2003,5,82461
WICA,Wind Cave NP,control,SD,2003,6,135148
WICA,Wind Cave NP,control,SD,2003,7,195724
WICA,Wind Cave NP,control,SD,2003,8,187019
WICA,Wind Cave NP,control,SD,2003,9,79372
WICA,Wind Cave NP,control,SD,2003,10,47023
WICA,Wind Cave NP,control,SD,2003,11,23247
WICA,Wind Cave NP,control,SD,2003,12,22912
WICA,Wind Cave NP,control,SD,2004,1,12426
WICA,Wind Cave NP,control,SD,2004,2,11321
WICA,Wind Cave NP,control,SD,2004,3,17831
WICA,Wind Cave NP,control,SD,2004,4,26964
WICA,Wind Cave NP,control,SD,2004,5,44525
WICA,Wind Cave NP,control,SD,2004,6,92423
WICA,Wind Cave NP,control,SD,2004,7,134552
WICA,Wind Cave NP,control,SD,2004,8,127127
WICA,Wind Cave NP,control,SD,2004,9,70473
WICA,Wind Cave NP,control,SD,2004,10,27354
WICA,Wind Cave NP,control,SD,2004,11,15654
WICA,Wind Cave NP,control,SD,2004,12,13227
WICA,Wind Cave NP,control,SD,2005,1,12430
WICA,Wind Cave NP,control,SD,2005,2,12910
WICA,Wind Cave NP,control,SD,2005,3,20656
WICA,Wind Cave NP,control,SD,2005,4,38703
WICA,Wind Cave NP,control,SD,2005,5,58520
WICA,Wind Cave NP,control,SD,2005,6,90114
WICA,Wind Cave NP,control,SD,2005,7,135615
WICA,Wind Cave NP,control,SD,2005,8,121524
WICA,Wind Cave NP,control,SD,2005,9,69053
WICA,Wind Cave NP,control,SD,2005,10,25951
WICA,Wind Cave NP,control,SD,2005,11,14275
WICA,Wind Cave NP,control,SD,2005,12,12727
WICA,Wind Cave NP,control,SD,2006,1,15475
WICA,Wind Cave NP,control,SD,2006,2,12343
WICA,Wind Cave NP,control,SD,2006,3,15774
WICA,Wind Cave NP,control,SD,2006,4,38286
WICA,Wind Cave NP,control,SD,2006,5,61575
WICA,Wind Cave NP,control,SD,2006,6,83310
WICA,Wind Cave NP,control,SD,2006,7,129028
WICA,Wind Cave NP,control,SD,2006,8,112730
WICA,Wind Cave NP,control,SD,2006,9,67634
WICA,Wind Cave NP,control,SD,2006,10,27425
WICA,Wind Cave NP,control,SD,2006,11,17483
WICA,Wind Cave NP,control,SD,2006,12,9986
WICA,Wind Cave NP,control,SD,2007,1,12702
WICA,Wind Cave NP,control,SD,2007,2,12201
WICA,Wind Cave NP,control,SD,2007,3,18659
WICA,Wind Cave NP,control,SD,2007,4,42150
WICA,Wind Cave NP,control,SD,2007,5,62634
WICA,Wind Cave NP,control,SD,2007,6,79950
WICA,Wind Cave NP,control,SD,2007,7,136038
WICA,Wind Cave NP,control,SD,2007,8,120220
WICA,Wind Cave NP,control,SD,2007,9,63152
WICA,Wind Cave NP,control,SD,2007,10,30479
WICA,Wind Cave NP,control,SD,2007,11,13976
WICA,Wind Cave NP,control,SD,2007,12,10997
WICA,Wind Cave NP,control,SD,2008,1,13350
WICA,Wind Cave NP,control,SD,2008,2,11963
WICA,Wind Cave NP,control,SD,2008,3,21344
WICA,Wind Cave NP,control,SD,2008,4,30138
WICA,Wind Cave NP,control,SD,2008,5,68310
WICA,Wind Cave NP,control,SD,2008,6,68523
WICA,Wind Cave NP,control,SD,2008,7,104547
WICA,Wind Cave NP,control,SD,2008,8,138943
WICA,Wind Cave NP,control,SD,2008,9,67418
WICA,Wind Cave NP,control,SD,2008,10,24698
WICA,Wind Cave NP,control,SD,2008,11,12114
WICA,Wind Cave NP,control,SD,2008,12,12085
WICA,Wind Cave NP,control,SD,2009,1,12433
WICA,Wind Cave NP,control,SD,2009,2,12032
WICA,Wind Cave NP,control,SD,2009,3,17916
WICA,Wind Cave NP,control,SD,2009,4,35864
WICA,Wind Cave NP,control,SD,2009,5,57317
WICA,Wind Cave NP,control,SD,2009,6,86541
WICA,Wind Cave NP,control,SD,2009,7,123552
WICA,Wind Cave NP,control,SD,2009,8,116841
WICA,Wind Cave NP,control,SD,2009,9,78794
WICA,Wind Cave NP,control,SD,2009,10,20414
WICA,Wind Cave NP,control,SD,2009,11,14040
WICA,Wind Cave NP,control,SD,2009,12,12124
WICA,Wind Cave NP,control,SD,2010,1,11939
WICA,Wind Cave NP,control,SD,2010,2,10993
WICA,Wind Cave NP,control,SD,2010,3,19736
WICA,Wind Cave NP,control,SD,2010,4,36717
WICA,Wind Cave NP,control,SD,2010,5,56147
WICA,Wind Cave NP,control,SD,2010,6,77640
WICA,Wind Cave NP,control,SD,2010,7,123652
WICA,Wind Cave NP,control,SD,2010,8,120313
WICA,Wind Cave NP,control,SD,2010,9,68802
WICA,Wind Cave NP,control,SD,2010,10,26270
WICA,Wind Cave NP,control,SD,2010,11,13067
WICA,Wind Cave NP,control,SD,2010,12,11865
