park,park_name,role,state,year,month,visits
DETO,Devils Tower NM,control,WY,2021,1,4438
DETO,Devils Tower NM,control,WY,2021,2,2623
DETO,Devils Tower NM,control,WY,2021,3,10076
DETO,Devils Tower NM,control,WY,2021,4,17170
DETO,Devils Tower NM,control,WY,2021,5,44371
DETO,Devils Tower NM,control,WY,2021,6,108856
DETO,Devils Tower NM,control,WY,2021,7,124715
DETO,Devils Tower NM,control,WY,2021,8,126731
DETO,Devils Tower NM,control,WY,2021,9,70008
DETO,Devils Tower NM,control,WY,2021,10,29252
DETO,Devils Tower NM,control,WY,2021,11,8559
DETO,Devils Tower NM,control,WY,2021,12,3913
DETO,Devils Tower NM,control,WY,2022,1,3058
DETO,Devils Tower NM,control,WY,2022,2,4452
DETO,Devils Tower NM,control,WY,2022,3,8711
DETO,Devils Tower NM,control,WY,2022,4,10530
DETO,Devils Tower NM,control,WY,2022,5,41593
DETO,Devils Tower NM,control,WY,2022,6,100519
DETO,Devils Tower NM,control,WY,2022,7,108965
DETO,Devils Tower NM,control,WY,2022,8,102326
DETO,Devils Tower NM,control,WY,2022,9,62916
DETO,Devils Tower NM,control,WY,2022,10,28766
DETO,Devils Tower NM,control,WY,2022,11,6302
DETO,Devils Tower NM,control,WY,2022,12,2575
DETO,Devils Tower NM,control,WY,2023,1,1947
DETO,Devils Tower NM,control,WY,2023,2,1810
DETO,Devils Tower NM,control,WY,2023,3,5597
DETO,Devils Tower NM,control,WY,2023,4,11474
DETO,Devils Tower NM,control,WY,2023,5,43974
DETO,Devils Tower NM,control,WY,2023,6,104214
DETO,Devils Tower NM,control,WY,2023,7,129704
DETO,Devils Tower NM,control,WY,2023,8,106817
DETO,Devils Tower NM,control,WY,2023,9,67643
DETO,Devils Tower NM,control,WY,2023,10,26157
DETO,Devils Tower NM,control,WY,2023,11,7174
DETO,Devils Tower NM,control,WY,2023,12,4694
DETO,Devils Tower NM,control,WY,2024,1,3139
DETO,Devils Tower NM,control,WY,2024,2,4395
DETO,Devils Tower NM,control,WY,2024,3,9968
DETO,Devils Tower NM,control,WY,2024,4,17353
DETO,Devils Tower NM,control,WY,2024,5,48935
DETO,Devils Tower NM,control,WY,2024,6,108892
DETO,Devils Tower NM,control,WY,2024,7,118635
DETO,Devils Tower NM,control,WY,2024,8,116482
DETO,Devils Tower NM,control,WY,2024,9,72271
DETO,Devils Tower NM,control,WY,2024,10,28962
DETO,Devils Tower NM,control,WY,2024,11,7039
DETO,Devils Tower NM,control,WY,2024,12,4819
DETO,Devils Tower NM,control,WY,2025,1,2914
DETO,Devils Tower NM,control,WY,2025,2,2906
DETO,Devils Tower NM,control,WY,2025,3,8126
DETO,Devils Tower NM,control,WY,2025,4,14394
DETO,Devils Tower NM,control,WY,2025,5,46853
DETO,Devils Tower NM,control,WY,2025,6,102574
DETO,Devils Tower NM,control,WY,2025,7,114448
DETO,Devils Tower NM,control,WY,2025,8,110651
DETO,Devils Tower NM,control,WY,2025,9,70480
DETO,Devils Tower NM,control,WY,2025,10,29420
DETO,Devils Tower NM,control,WY,2025,11,8553
DETO,Devils Tower NM,control,WY,2025,12,3984
DETO,Devils Tower NM,control,WY,2026,1,4071
DETO,Devils Tower NM,control,WY,2026,2,4949
DETO,Devils Tower NM,control,WY,2026,3,10773
DETO,Devils Tower NM,control,WY,2026,4,14959
DETO,Devils Tower NM,control,WY,2026,5,51826
DETO,Devils Tower NM,control,WY,2026,6,103935
DETO,Devils Tower NM,control,WY,2026,7,108035
DETO,Devils Tower NM,control,WY,2026,8,79537
KNRI,Knife River Indian Villages NHS,corridor,ND,1981,1,9
KNRI,Knife River Indian Villages NHS,corridor,ND,1981,2,18
KNRI,Knife River Indian Villages NHS,corridor,ND,1981,3,26
KNRI,Knife River Indian Villages NHS,corridor,ND,1981,4,163
KNRI,Knife River Indian Villages NHS,corridor,ND,1981,5,848
KNRI,Knife River Indian Villages NHS,corridor,ND,1981,6,748
KNRI,Knife River Indian Villages NHS,corridor,ND,1981,7,1142
KNRI,Knife River Indian Villages NHS,corridor,ND,1981,8,842
KNRI,Knife River Indian Villages NHS,corridor,ND,1981,9,186
KNRI,Knife River Indian Villages NHS,corridor,ND,1981,10,516
KNRI,Knife River Indian Villages NHS,corridor,ND,1981,11,102
KNRI,Knife River Indian Villages NHS,corridor,ND,1981,12,16
KNRI,Knife River Indian Villages NHS,corridor,ND,1982,1,6
KNRI,Knife River Indian Villages NHS,corridor,ND,1982,2,6
KNRI,Knife River Indian Villages NHS,corridor,ND,1982,3,74
KNRI,Knife River Indian Villages NHS,corridor,ND,1982,4,144
KNRI,Knife River Indian Villages NHS,corridor,ND,1982,5,583
KNRI,Knife River Indian Villages NHS,corridor,ND,1982,6,741
KNRI,Knife River Indian Villages NHS,corridor,ND,1982,7,1038
KNRI,Knife River Indian Villages NHS,corridor,ND,1982,8,1048
KNRI,Knife River Indian Villages NHS,corridor,ND,1982,9,614
KNRI,Knife River Indian Villages NHS,corridor,ND,1982,10,527
KNRI,Knife River Indian Villages NHS,corridor,ND,1982,11,68
KNRI,Knife River Indian Villages NHS,corridor,ND,1982,12,9
KNRI,Knife River Indian Villages NHS,corridor,ND,1983,1,23
KNRI,Knife River Indian Villages NHS,corridor,ND,1983,2,67
KNRI,Knife River Indian Villages NHS,corridor,ND,1983,3,78
KNRI,Knife River Indian Villages NHS,corridor,ND,1983,4,413
KNRI,Knife River Indian Villages NHS,corridor,ND,1983,5,940
KNRI,Knife River Indian Villages NHS,corridor,ND,1983,6,1866
KNRI,Knife River Indian Villages NHS,corridor,ND,1983,7,2109
KNRI,Knife River Indian Villages NHS,corridor,ND,1983,8,1643
KNRI,Knife River Indian Villages NHS,corridor,ND,1983,9,712
KNRI,Knife River Indian Villages NHS,corridor,ND,1983,10,349
KNRI,Knife River Indian Villages NHS,corridor,ND,1983,11,154
KNRI,Knife River Indian Villages NHS,corridor,ND,1983,12,19
KNRI,Knife River Indian Villages NHS,corridor,ND,1984,1,66
KNRI,Knife River Indian Villages NHS,corridor,ND,1984,2,76
KNRI,Knife River Indian Villages NHS,corridor,ND,1984,3,144
KNRI,Knife River Indian Villages NHS,corridor,ND,1984,4,215
KNRI,Knife River Indian Villages NHS,corridor,ND,1984,5,678
KNRI,Knife River Indian Villages NHS,corridor,ND,1984,6,1728
KNRI,Knife River Indian Villages NHS,corridor,ND,1984,7,1661
KNRI,Knife River Indian Villages NHS,corridor,ND,1984,8,1987
KNRI,Knife River Indian Villages NHS,corridor,ND,1984,9,903
KNRI,Knife River Indian Villages NHS,corridor,ND,1984,10,254
KNRI,Knife River Indian Villages NHS,corridor,ND,1984,11,152
KNRI,Knife River Indian Villages NHS,corridor,ND,1984,12,31
KNRI,Knife River Indian Villages NHS,corridor,ND,1985,1,136
KNRI,Knife River Indian Villages NHS,corridor,ND,1985,2,75
KNRI,Knife River Indian Villages NHS,corridor,ND,1985,3,180
KNRI,Knife River Indian Villages NHS,corridor,ND,1985,4,199
KNRI,Knife River Indian Villages NHS,corridor,ND,1985,5,913
KNRI,Knife River Indian Villages NHS,corridor,ND,1985,6,3705
KNRI,Knife River Indian Villages NHS,corridor,ND,1985,7,1985
KNRI,Knife River Indian Villages NHS,corridor,ND,1985,8,3497
KNRI,Knife River Indian Villages NHS,corridor,ND,1985,9,1281
KNRI,Knife River Indian Villages NHS,corridor,ND,1985,10,264
KNRI,Knife River Indian Villages NHS,corridor,ND,1985,11,86
KNRI,Knife River Indian Villages NHS,corridor,ND,1985,12,70
KNRI,Knife River Indian Villages NHS,corridor,ND,1986,1,136
KNRI,Knife River Indian Villages NHS,corridor,ND,1986,2,98
KNRI,Knife River Indian Villages NHS,corridor,ND,1986,3,171
KNRI,Knife River Indian Villages NHS,corridor,ND,1986,4,304
KNRI,Knife River Indian Villages NHS,corridor,ND,1986,5,722
KNRI,Knife River Indian Villages NHS,corridor,ND,1986,6,1939
KNRI,Knife River Indian Villages NHS,corridor,ND,1986,7,3906
KNRI,Knife River Indian Villages NHS,corridor,ND,1986,8,3125
KNRI,Knife River Indian Villages NHS,corridor,ND,1986,9,766
KNRI,Knife River Indian Villages NHS,corridor,ND,1986,10,430
KNRI,Knife River Indian Villages NHS,corridor,ND,1986,11,112
KNRI,Knife River Indian Villages NHS,corridor,ND,1986,12,48
KNRI,Knife River Indian Villages NHS,corridor,ND,1987,1,274
KNRI,Knife River Indian Villages NHS,corridor,ND,1987,2,154
KNRI,Knife River Indian Villages NHS,corridor,ND,1987,3,156
KNRI,Knife River Indian Villages NHS,corridor,ND,1987,4,414
KNRI,Knife River Indian Villages NHS,corridor,ND,1987,5,2555
KNRI,Knife River Indian Villages NHS,corridor,ND,1987,6,2684
KNRI,Knife River Indian Villages NHS,corridor,ND,1987,7,4090
KNRI,Knife River Indian Villages NHS,corridor,ND,1987,8,3701
KNRI,Knife River Indian Villages NHS,corridor,ND,1987,9,1571
KNRI,Knife River Indian Villages NHS,corridor,ND,1987,10,473
KNRI,Knife River Indian Villages NHS,corridor,ND,1987,11,146
KNRI,Knife River Indian Villages NHS,corridor,ND,1987,12,47
KNRI,Knife River Indian Villages NHS,corridor,ND,1988,1,117
KNRI,Knife River Indian Villages NHS,corridor,ND,1988,2,96
KNRI,Knife River Indian Villages NHS,corridor,ND,1988,3,142
KNRI,Knife River Indian Villages NHS,corridor,ND,1988,4,447
KNRI,Knife River Indian Villages NHS,corridor,ND,1988,5,2438
KNRI,Knife River Indian Villages NHS,corridor,ND,1988,6,2647
KNRI,Knife River Indian Villages NHS,corridor,ND,1988,7,4798
KNRI,Knife River Indian Villages NHS,corridor,ND,1988,8,3745
KNRI,Knife River Indian Villages NHS,corridor,ND,1988,9,1414
KNRI,Knife River Indian Villages NHS,corridor,ND,1988,10,821
KNRI,Knife River Indian Villages NHS,corridor,ND,1988,11,97
KNRI,Knife River Indian Villages NHS,corridor,ND,1988,12,150
KNRI,Knife River Indian Villages NHS,corridor,ND,1989,1,696
KNRI,Knife River Indian Villages NHS,corridor,ND,1989,2,191
KNRI,Knife River Indian Villages NHS,corridor,ND,1989,3,159
KNRI,Knife River Indian Villages NHS,corridor,ND,1989,4,407
KNRI,Knife River Indian Villages NHS,corridor,ND,1989,5,3371
KNRI,Knife River Indian Villages NHS,corridor,ND,1989,6,2850
KNRI,Knife River Indian Villages NHS,corridor,ND,1989,7,4696
KNRI,Knife River Indian Villages NHS,corridor,ND,1989,8,3753
KNRI,Knife River Indian Villages NHS,corridor,ND,1989,9,1409
KNRI,Knife River Indian Villages NHS,corridor,ND,1989,10,1157
KNRI,Knife River Indian Villages NHS,corridor,ND,1989,11,114
KNRI,Knife River Indian Villages NHS,corridor,ND,1989,12,21
KNRI,Knife River Indian Villages NHS,corridor,ND,1990,1,101
KNRI,Knife River Indian Villages NHS,corridor,ND,1990,2,151
KNRI,Knife River Indian Villages NHS,corridor,ND,1990,3,151
KNRI,Knife River Indian Villages NHS,corridor,ND,1990,4,439
KNRI,Knife River Indian Villages NHS,corridor,ND,1990,5,1370
KNRI,Knife River Indian Villages NHS,corridor,ND,1990,6,3226
KNRI,Knife River Indian Villages NHS,corridor,ND,1990,7,3437
KNRI,Knife River Indian Villages NHS,corridor,ND,1990,8,2145
KNRI,Knife River Indian Villages NHS,corridor,ND,1990,9,1120
KNRI,Knife River Indian Villages NHS,corridor,ND,1990,10,313
KNRI,Knife River Indian Villages NHS,corridor,ND,1990,11,54
KNRI,Knife River Indian Villages NHS,corridor,ND,1990,12,27
KNRI,Knife River Indian Villages NHS,corridor,ND,1991,1,146
KNRI,Knife River Indian Villages NHS,corridor,ND,1991,2,82
KNRI,Knife River Indian Villages NHS,corridor,ND,1991,3,120
KNRI,Knife River Indian Villages NHS,corridor,ND,1991,4,540
KNRI,Knife River Indian Villages NHS,corridor,ND,1991,5,1385
KNRI,Knife River Indian Villages NHS,corridor,ND,1991,6,3274
KNRI,Knife River Indian Villages NHS,corridor,ND,1991,7,4049
KNRI,Knife River Indian Villages NHS,corridor,ND,1991,8,2720
KNRI,Knife River Indian Villages NHS,corridor,ND,1991,9,1034
KNRI,Knife River Indian Villages NHS,corridor,ND,1991,10,404
KNRI,Knife River Indian Villages NHS,corridor,ND,1991,11,41
KNRI,Knife River Indian Villages NHS,corridor,ND,1991,12,50
KNRI,Knife River Indian Villages NHS,corridor,ND,1992,1,28
KNRI,Knife River Indian Villages NHS,corridor,ND,1992,2,79
KNRI,Knife River Indian Villages NHS,corridor,ND,1992,3,158
KNRI,Knife River Indian Villages NHS,corridor,ND,1992,4,403
KNRI,Knife River Indian Villages NHS,corridor,ND,1992,5,2091
KNRI,Knife River Indian Villages NHS,corridor,ND,1992,6,4711
KNRI,Knife River Indian Villages NHS,corridor,ND,1992,7,5188
KNRI,Knife River Indian Villages NHS,corridor,ND,1992,8,3109
KNRI,Knife River Indian Villages NHS,corridor,ND,1992,9,1903
KNRI,Knife River Indian Villages NHS,corridor,ND,1992,10,870
KNRI,Knife River Indian Villages NHS,corridor,ND,1992,11,227
KNRI,Knife River Indian Villages NHS,corridor,ND,1992,12,82
KNRI,Knife River Indian Villages NHS,corridor,ND,1993,1,145
KNRI,Knife River Indian Villages NHS,corridor,ND,1993,2,136
KNRI,Knife River Indian Villages NHS,corridor,ND,1993,3,206
KNRI,Knife River Indian Villages NHS,corridor,ND,1993,4,273
KNRI,Knife River Indian Villages NHS,corridor,ND,1993,5,1528
KNRI,Knife River Indian Villages NHS,corridor,ND,1993,6,4167
KNRI,Knife River Indian Villages NHS,corridor,ND,1993,7,3984
KNRI,Knife River Indian Villages NHS,corridor,ND,1993,8,4104
KNRI,Knife River Indian Villages NHS,corridor,ND,1993,9,1610
KNRI,Knife River Indian Villages NHS,corridor,ND,1993,10,933
KNRI,Knife River Indian Villages NHS,corridor,ND,1993,11,316
KNRI,Knife River Indian Villages NHS,corridor,ND,1993,12,70
KNRI,Knife River Indian Villages NHS,corridor,ND,1994,1,108
KNRI,Knife River Indian Villages NHS,corridor,ND,1994,2,69
KNRI,Knife River Indian Villages NHS,corridor,ND,1994,3,166
KNRI,Knife River Indian Villages NHS,corridor,ND,1994,4,292
KNRI,Knife River Indian Villages NHS,corridor,ND,1994,5,2230
KNRI,Knife River Indian Villages NHS,corridor,ND,1994,6,3731
KNRI,Knife River Indian Villages NHS,corridor,ND,1994,7,4412
KNRI,Knife River Indian Villages NHS,corridor,ND,1994,8,3305
KNRI,Knife River Indian Villages NHS,corridor,ND,1994,9,1446
KNRI,Knife River Indian Villages NHS,corridor,ND,1994,10,766
KNRI,Knife River Indian Villages NHS,corridor,ND,1994,11,237
KNRI,Knife River Indian Villages NHS,corridor,ND,1994,12,167
KNRI,Knife River Indian Villages NHS,corridor,ND,1995,1,134
KNRI,Knife River Indian Villages NHS,corridor,ND,1995,2,116
KNRI,Knife River Indian Villages NHS,corridor,ND,1995,3,154
KNRI,Knife River Indian Villages NHS,corridor,ND,1995,4,339
KNRI,Knife River Indian Villages NHS,corridor,ND,1995,5,1589
KNRI,Knife River Indian Villages NHS,corridor,ND,1995,6,3334
KNRI,Knife River Indian Villages NHS,corridor,ND,1995,7,4924
KNRI,Knife River Indian Villages NHS,corridor,ND,1995,8,3935
KNRI,Knife River Indian Villages NHS,corridor,ND,1995,9,1691
KNRI,Knife River Indian Villages NHS,corridor,ND,1995,10,663
KNRI,Knife River Indian Villages NHS,corridor,ND,1995,11,141
KNRI,Knife River Indian Villages NHS,corridor,ND,1995,12,96
KNRI,Knife River Indian Villages NHS,corridor,ND,1996,1,125
KNRI,Knife River Indian Villages NHS,corridor,ND,1996,2,208
KNRI,Knife River Indian Villages NHS,corridor,ND,1996,3,194
KNRI,Knife River Indian Villages NHS,corridor,ND,1996,4,274
KNRI,Knife River Indian Villages NHS,corridor,ND,1996,5,1482
KNRI,Knife River Indian Villages NHS,corridor,ND,1996,6,2719
KNRI,Knife River Indian Villages NHS,corridor,ND,1996,7,4683
KNRI,Knife River Indian Villages NHS,corridor,ND,1996,8,3912
KNRI,Knife River Indian Villages NHS,corridor,ND,1996,9,1540
KNRI,Knife River Indian Villages NHS,corridor,ND,1996,10,658
KNRI,Knife River Indian Villages NHS,corridor,ND,1996,11,90
KNRI,Knife River Indian Villages NHS,corridor,ND,1996,12,102
KNRI,Knife River Indian Villages NHS,corridor,ND,1997,1,125
KNRI,Knife River Indian Villages NHS,corridor,ND,1997,2,134
KNRI,Knife River Indian Villages NHS,corridor,ND,1997,3,237
KNRI,Knife River Indian Villages NHS,corridor,ND,1997,4,307
KNRI,Knife River Indian Villages NHS,corridor,ND,1997,5,3092
KNRI,Knife River Indian Villages NHS,corridor,ND,1997,6,5875
KNRI,Knife River Indian Villages NHS,corridor,ND,1997,7,6884
KNRI,Knife River Indian Villages NHS,corridor,ND,1997,8,4892
KNRI,Knife River Indian Villages NHS,corridor,ND,1997,9,2328
KNRI,Knife River Indian Villages NHS,corridor,ND,1997,10,1016
KNRI,Knife River Indian Villages NHS,corridor,ND,1997,11,167
KNRI,Knife River Indian Villages NHS,corridor,ND,1997,12,149
KNRI,Knife River Indian Villages NHS,corridor,ND,1998,1,71
KNRI,Knife River Indian Villages NHS,corridor,ND,1998,2,94
KNRI,Knife River Indian Villages NHS,corridor,ND,1998,3,131
KNRI,Knife River Indian Villages NHS,corridor,ND,1998,4,1174
KNRI,Knife River Indian Villages NHS,corridor,ND,1998,5,3412
KNRI,Knife River Indian Villages NHS,corridor,ND,1998,6,4993
KNRI,Knife River Indian Villages NHS,corridor,ND,1998,7,5567
KNRI,Knife River Indian Villages NHS,corridor,ND,1998,8,4627
KNRI,Knife River Indian Villages NHS,corridor,ND,1998,9,2106
KNRI,Knife River Indian Villages NHS,corridor,ND,1998,10,1134
KNRI,Knife River Indian Villages NHS,corridor,ND,1998,11,106
KNRI,Knife River Indian Villages NHS,corridor,ND,1998,12,108
KNRI,Knife River Indian Villages NHS,corridor,ND,1999,1,866
KNRI,Knife River Indian Villages NHS,corridor,ND,1999,2,220
KNRI,Knife River Indian Villages NHS,corridor,ND,1999,3,220
KNRI,Knife River Indian Villages NHS,corridor,ND,1999,4,1753
KNRI,Knife River Indian Villages NHS,corridor,ND,1999,5,4758
KNRI,Knife River Indian Villages NHS,corridor,ND,1999,6,6443
KNRI,Knife River Indian Villages NHS,corridor,ND,1999,7,7867
KNRI,Knife River Indian Villages NHS,corridor,ND,1999,8,5962
KNRI,Knife River Indian Villages NHS,corridor,ND,1999,9,2592
KNRI,Knife River Indian Villages NHS,corridor,ND,1999,10,1256
KNRI,Knife River Indian Villages NHS,corridor,ND,1999,11,423
KNRI,Knife River Indian Villages NHS,corridor,ND,1999,12,95
KNRI,Knife River Indian Villages NHS,corridor,ND,2000,1,792
KNRI,Knife River Indian Villages NHS,corridor,ND,2000,2,354
KNRI,Knife River Indian Villages NHS,corridor,ND,2000,3,326
KNRI,Knife River Indian Villages NHS,corridor,ND,2000,4,1995
KNRI,Knife River Indian Villages NHS,corridor,ND,2000,5,5853
KNRI,Knife River Indian Villages NHS,corridor,ND,2000,6,6281
KNRI,Knife River Indian Villages NHS,corridor,ND,2000,7,7574
KNRI,Knife River Indian Villages NHS,corridor,ND,2000,8,5242
KNRI,Knife River Indian Villages NHS,corridor,ND,2000,9,2770
KNRI,Knife River Indian Villages NHS,corridor,ND,2000,10,1586
KNRI,Knife River Indian Villages NHS,corridor,ND,2000,11,230
KNRI,Knife River Indian Villages NHS,corridor,ND,2000,12,45
KNRI,Knife River Indian Villages NHS,corridor,ND,2001,1,280
KNRI,Knife River Indian Villages NHS,corridor,ND,2001,2,158
KNRI,Knife River Indian Villages NHS,corridor,ND,2001,3,231
KNRI,Knife River Indian Villages NHS,corridor,ND,2001,4,1299
KNRI,Knife River Indian Villages NHS,corridor,ND,2001,5,8095
KNRI,Knife River Indian Villages NHS,corridor,ND,2001,6,7660
KNRI,Knife River Indian Villages NHS,corridor,ND,2001,7,7051
KNRI,Knife River Indian Villages NHS,corridor,ND,2001,8,5170
KNRI,Knife River Indian Villages NHS,corridor,ND,2001,9,3564
KNRI,Knife River Indian Villages NHS,corridor,ND,2001,10,2230
KNRI,Knife River Indian Villages NHS,corridor,ND,2001,11,462
KNRI,Knife River Indian Villages NHS,corridor,ND,2001,12,80
KNRI,Knife River Indian Villages NHS,corridor,ND,2002,1,108
KNRI,Knife River Indian Villages NHS,corridor,ND,2002,2,67
KNRI,Knife River Indian Villages NHS,corridor,ND,2002,3,162
KNRI,Knife River Indian Villages NHS,corridor,ND,2002,4,1444
KNRI,Knife River Indian Villages NHS,corridor,ND,2002,5,5341
KNRI,Knife River Indian Villages NHS,corridor,ND,2002,6,6053
KNRI,Knife River Indian Villages NHS,corridor,ND,2002,7,6110
KNRI,Knife River Indian Villages NHS,corridor,ND,2002,8,5069
KNRI,Knife River Indian Villages NHS,corridor,ND,2002,9,4809
KNRI,Knife River Indian Villages NHS,corridor,ND,2002,10,2158
KNRI,Knife River Indian Villages NHS,corridor,ND,2002,11,222
KNRI,Knife River Indian Villages NHS,corridor,ND,2002,12,119
KNRI,Knife River Indian Villages NHS,corridor,ND,2003,1,42
KNRI,Knife River Indian Villages NHS,corridor,ND,2003,2,75
KNRI,Knife River Indian Villages NHS,corridor,ND,2003,3,267
KNRI,Knife River Indian Villages NHS,corridor,ND,2003,4,1752
KNRI,Knife River Indian Villages NHS,corridor,ND,2003,5,4885
KNRI,Knife River Indian Villages NHS,corridor,ND,2003,6,8950
KNRI,Knife River Indian Villages NHS,corridor,ND,2003,7,8294
KNRI,Knife River Indian Villages NHS,corridor,ND,2003,8,6036
KNRI,Knife River Indian Villages NHS,corridor,ND,2003,9,4148
KNRI,Knife River Indian Villages NHS,corridor,ND,2003,10,1935
KNRI,Knife River Indian Villages NHS,corridor,ND,2003,11,112
KNRI,Knife River Indian Villages NHS,corridor,ND,2003,12,109
KNRI,Knife River Indian Villages NHS,corridor,ND,2004,1,209
KNRI,Knife River Indian Villages NHS,corridor,ND,2004,2,80
KNRI,Knife River Indian Villages NHS,corridor,ND,2004,3,122
KNRI,Knife River Indian Villages NHS,corridor,ND,2004,4,1527
KNRI,Knife River Indian Villages NHS,corridor,ND,2004,5,4681
KNRI,Knife River Indian Villages NHS,corridor,ND,2004,6,7821
KNRI,Knife River Indian Villages NHS,corridor,ND,2004,7,8592
KNRI,Knife River Indian Villages NHS,corridor,ND,2004,8,7183
KNRI,Knife River Indian Villages NHS,corridor,ND,2004,9,4852
KNRI,Knife River Indian Villages NHS,corridor,ND,2004,10,4756
KNRI,Knife River Indian Villages NHS,corridor,ND,2004,11,203
KNRI,Knife River Indian Villages NHS,corridor,ND,2004,12,140
KNRI,Knife River Indian Villages NHS,corridor,ND,2005,1,54
KNRI,Knife River Indian Villages NHS,corridor,ND,2005,2,135
KNRI,Knife River Indian Villages NHS,corridor,ND,2005,3,80
KNRI,Knife River Indian Villages NHS,corridor,ND,2005,4,1730
KNRI,Knife River Indian Villages NHS,corridor,ND,2005,5,3491
KNRI,Knife River Indian Villages NHS,corridor,ND,2005,6,6385
KNRI,Knife River Indian Villages NHS,corridor,ND,2005,7,7059
KNRI,Knife River Indian Villages NHS,corridor,ND,2005,8,6637
KNRI,Knife River Indian Villages NHS,corridor,ND,2005,9,4036
KNRI,Knife River Indian Villages NHS,corridor,ND,2005,10,1253
KNRI,Knife River Indian Villages NHS,corridor,ND,2005,11,99
KNRI,Knife River Indian Villages NHS,corridor,ND,2005,12,120
KNRI,Knife River Indian Villages NHS,corridor,ND,2006,1,43
KNRI,Knife River Indian Villages NHS,corridor,ND,2006,2,81
KNRI,Knife River Indian Villages NHS,corridor,ND,2006,3,116
KNRI,Knife River Indian Villages NHS,corridor,ND,2006,4,1501
KNRI,Knife River Indian Villages NHS,corridor,ND,2006,5,3912
KNRI,Knife River Indian Villages NHS,corridor,ND,2006,6,4953
KNRI,Knife River Indian Villages NHS,corridor,ND,2006,7,4522
KNRI,Knife River Indian Villages NHS,corridor,ND,2006,8,4059
KNRI,Knife River Indian Villages NHS,corridor,ND,2006,9,3237
KNRI,Knife River Indian Villages NHS,corridor,ND,2006,10,1628
KNRI,Knife River Indian Villages NHS,corridor,ND,2006,11,125
KNRI,Knife River Indian Villages NHS,corridor,ND,2006,12,58
KNRI,Knife River Indian Villages NHS,corridor,ND,2007,1,35
KNRI,Knife River Indian Villages NHS,corridor,ND,2007,2,40
KNRI,Knife River Indian Villages NHS,corridor,ND,2007,3,104
KNRI,Knife River Indian Villages NHS,corridor,ND,2007,4,1335
KNRI,Knife River Indian Villages NHS,corridor,ND,2007,5,3201
KNRI,Knife River Indian Villages NHS,corridor,ND,2007,6,4215
KNRI,Knife River Indian Villages NHS,corridor,ND,2007,7,4179
KNRI,Knife River Indian Villages NHS,corridor,ND,2007,8,3847
KNRI,Knife River Indian Villages NHS,corridor,ND,2007,9,4024
KNRI,Knife River Indian Villages NHS,corridor,ND,2007,10,1311
KNRI,Knife River Indian Villages NHS,corridor,ND,2007,11,187
KNRI,Knife River Indian Villages NHS,corridor,ND,2007,12,80
KNRI,Knife River Indian Villages NHS,corridor,ND,2008,1,68
KNRI,Knife River Indian Villages NHS,corridor,ND,2008,2,87
KNRI,Knife River Indian Villages NHS,corridor,ND,2008,3,129
KNRI,Knife River Indian Villages NHS,corridor,ND,2008,4,737
KNRI,Knife River Indian Villages NHS,corridor,ND,2008,5,3172
KNRI,Knife River Indian Villages NHS,corridor,ND,2008,6,2497
KNRI,Knife River Indian Villages NHS,corridor,ND,2008,7,3582
KNRI,Knife River Indian Villages NHS,corridor,ND,2008,8,3678
KNRI,Knife River Indian Villages NHS,corridor,ND,2008,9,9300
KNRI,Knife River Indian Villages NHS,corridor,ND,2008,10,1391
KNRI,Knife River Indian Villages NHS,corridor,ND,2008,11,121
KNRI,Knife River Indian Villages NHS,corridor,ND,2008,12,36
KNRI,Knife River Indian Villages NHS,corridor,ND,2009,1,23
KNRI,Knife River Indian Villages NHS,corridor,ND,2009,2,59
KNRI,Knife River Indian Villages NHS,corridor,ND,2009,3,81
KNRI,Knife River Indian Villages NHS,corridor,ND,2009,4,258
KNRI,Knife River Indian Villages NHS,corridor,ND,2009,5,4004
KNRI,Knife River Indian Villages NHS,corridor,ND,2009,6,5681
KNRI,Knife River Indian Villages NHS,corridor,ND,2009,7,6826
KNRI,Knife River Indian Villages NHS,corridor,ND,2009,8,2781
KNRI,Knife River Indian Villages NHS,corridor,ND,2009,9,8091
KNRI,Knife River Indian Villages NHS,corridor,ND,2009,10,1297
KNRI,Knife River Indian Villages NHS,corridor,ND,2009,11,270
KNRI,Knife River Indian Villages NHS,corridor,ND,2009,12,19
KNRI,Knife River Indian Villages NHS,corridor,ND,2010,1,39
KNRI,Knife River Indian Villages NHS,corridor,ND,2010,2,125
KNRI,Knife River Indian Villages NHS,corridor,ND,2010,3,95
KNRI,Knife River Indian Villages NHS,corridor,ND,2010,4,385
KNRI,Knife River Indian Villages NHS,corridor,ND,2010,5,2910
KNRI,Knife River Indian Villages NHS,corridor,ND,2010,6,5552
KNRI,Knife River Indian Villages NHS,corridor,ND,2010,7,4926
KNRI,Knife River Indian Villages NHS,corridor,ND,2010,8,3877
KNRI,Knife River Indian Villages NHS,corridor,ND,2010,9,2783
KNRI,Knife River Indian Villages NHS,corridor,ND,2010,10,933
KNRI,Knife River Indian Villages NHS,corridor,ND,2010,11,80
KNRI,Knife River Indian Villages NHS,corridor,ND,2010,12,16
KNRI,Knife River Indian Villages NHS,corridor,ND,2011,1,8
KNRI,Knife River Indian Villages NHS,corridor,ND,2011,2,76
KNRI,Knife River Indian Villages NHS,corridor,ND,2011,3,46
KNRI,Knife River Indian Villages NHS,corridor,ND,2011,4,207
KNRI,Knife River Indian Villages NHS,corridor,ND,2011,5,1396
