park,year,category,sector,value
DETO,2022,Labor Income,Camping,317178.0
DETO,2022,Labor Income,Gas,403114.0
DETO,2022,Labor Income,Groceries,313571.0
DETO,2022,Labor Income,Lodging,3351869.0
DETO,2022,Labor Income,Recreation Industries,842647.0
DETO,2022,Labor Income,Restaurants,2174336.0
DETO,2022,Labor Income,Retail,916990.0
DETO,2022,Labor Income,Secondary Effects,5028722.0
DETO,2022,Labor Income,Transportation,475865.0
DETO,2022,Non-local Visitor Spending,Camping,670118.0
DETO,2022,Non-local Visitor Spending,Gas,5854217.0
DETO,2022,Non-local Visitor Spending,Groceries,2231793.0
DETO,2022,Non-local Visitor Spending,Lodging,11762016.0
DETO,2022,Non-local Visitor Spending,Recreation Industries,2416064.0
DETO,2022,Non-local Visitor Spending,Restaurants,6784546.0
DETO,2022,Non-local Visitor Spending,Retail,3009720.0
DETO,2022,Non-local Visitor Spending,Secondary Effects,0.0
DETO,2022,Non-local Visitor Spending,Transportation,1670752.0
DETO,2022,Party Days/Nights,Total,226339.0
DETO,2022,Value Added,Camping,482360.0
DETO,2022,Value Added,Gas,712194.0
DETO,2022,Value Added,Groceries,447026.0
DETO,2022,Value Added,Lodging,7300189.0
DETO,2022,Value Added,Recreation Industries,1259196.0
DETO,2022,Value Added,Restaurants,3314791.0
DETO,2022,Value Added,Retail,1091903.0
DETO,2022,Value Added,Secondary Effects,8957762.0
DETO,2022,Value Added,Transportation,876667.0
DETO,2022,Visitor Spending,Camping,670118.0
DETO,2022,Visitor Spending,Gas,6011955.0
DETO,2022,Visitor Spending,Groceries,2313031.0
DETO,2022,Visitor Spending,Lodging,11762016.0
DETO,2022,Visitor Spending,Recreation Industries,2483538.0
DETO,2022,Visitor Spending,Restaurants,6874023.0
DETO,2022,Visitor Spending,Retail,3071778.0
DETO,2022,Visitor Spending,Secondary Effects,0.0
DETO,2022,Visitor Spending,Transportation,1682035.0
DETO,2022,Visits,Total,480713.0
DETO,2023,Economic Output,Camping,721654.0
DETO,2023,Economic Output,Gas,1419851.0
DETO,2023,Economic Output,Groceries,824945.0
DETO,2023,Economic Output,Lodging,12676509.0
DETO,2023,Economic Output,Recreation Industries,2680502.0
DETO,2023,Economic Output,Restaurants,7464143.0
DETO,2023,Economic Output,Retail,1836902.0
DETO,2023,Economic Output,Secondary Effects,19510157.0
DETO,2023,Economic Output,Transportation,1809620.0
DETO,2023,Jobs,Camping,10.0
DETO,2023,Jobs,Gas,13.0
DETO,2023,Jobs,Groceries,12.0
DETO,2023,Jobs,Lodging,122.0
DETO,2023,Jobs,Recreation Industries,50.0
DETO,2023,Jobs,Restaurants,110.0
DETO,2023,Jobs,Retail,32.0
DETO,2023,Jobs,Secondary Effects,123.0
DETO,2023,Jobs,Transportation,21.0
DETO,2023,Labor Income,Camping,341381.0
DETO,2023,Labor Income,Gas,434164.0
DETO,2023,Labor Income,Groceries,337716.0
DETO,2023,Labor Income,Lodging,3610473.0
DETO,2023,Labor Income,Recreation Industries,907605.0
DETO,2023,Labor Income,Restaurants,2341994.0
DETO,2023,Labor Income,Retail,987814.0
DETO,2023,Labor Income,Secondary Effects,5416666.0
DETO,2023,Labor Income,Transportation,511408.0
DETO,2023,Non-local Visitor Spending,Camping,721654.0
DETO,2023,Non-local Visitor Spending,Gas,6294285.0
DETO,2023,Non-local Visitor Spending,Groceries,2397070.0
DETO,2023,Non-local Visitor Spending,Lodging,12676509.0
DETO,2023,Non-local Visitor Spending,Recreation Industries,2607655.0
DETO,2023,Non-local Visitor Spending,Restaurants,7367056.0
DETO,2023,Non-local Visitor Spending,Retail,3236592.0
DETO,2023,Non-local Visitor Spending,Secondary Effects,0.0
DETO,2023,Non-local Visitor Spending,Transportation,1796908.0
DETO,2023,Party Days/Nights,Total,240692.0
DETO,2023,Value Added,Camping,519167.0
DETO,2023,Value Added,Gas,767053.0
DETO,2023,Value Added,Groceries,481446.0
DETO,2023,Value Added,Lodging,7863391.0
DETO,2023,Value Added,Recreation Industries,1356262.0
DETO,2023,Value Added,Restaurants,3570383.0
DETO,2023,Value Added,Retail,1176235.0
DETO,2023,Value Added,Secondary Effects,9648638.0
DETO,2023,Value Added,Transportation,943567.0
DETO,2023,Visitor Spending,Camping,721654.0
DETO,2023,Visitor Spending,Gas,6463858.0
DETO,2023,Visitor Spending,Groceries,2484319.0
DETO,2023,Visitor Spending,Lodging,12676509.0
DETO,2023,Visitor Spending,Recreation Industries,2680502.0
DETO,2023,Visitor Spending,Restaurants,7464143.0
DETO,2023,Visitor Spending,Retail,3303317.0
DETO,2023,Visitor Spending,Secondary Effects,0.0
DETO,2023,Visitor Spending,Transportation,1809027.0
DETO,2023,Visits,Total,511205.0
DETO,2024,Economic Output,Camping,848225.0
DETO,2024,Economic Output,Gas,980158.0
DETO,2024,Economic Output,Groceries,844751.0
DETO,2024,Economic Output,Lodging,14641762.0
DETO,2024,Economic Output,Recreation Industries,3221554.0
DETO,2024,Economic Output,Restaurants,8659714.0
DETO,2024,Economic Output,Retail,1949146.0
DETO,2024,Economic Output,Secondary Effects,18612814.0
DETO,2024,Economic Output,Transportation,2530408.0
DETO,2024,Jobs,Camping,7.0
DETO,2024,Jobs,Gas,7.0
DETO,2024,Jobs,Groceries,10.0
DETO,2024,Jobs,Lodging,105.0
DETO,2024,Jobs,Recreation Industries,44.0
DETO,2024,Jobs,Restaurants,88.0
DETO,2024,Jobs,Retail,27.0
DETO,2024,Jobs,Secondary Effects,103.0
DETO,2024,Jobs,Transportation,16.0
DETO,2024,Labor Income,Camping,279630.0
DETO,2024,Labor Income,Gas,317437.0
DETO,2024,Labor Income,Groceries,306572.0
DETO,2024,Labor Income,Lodging,4001417.0
DETO,2024,Labor Income,Recreation Industries,1135499.0
DETO,2024,Labor Income,Restaurants,2422423.0
DETO,2024,Labor Income,Retail,1004918.0
DETO,2024,Labor Income,Secondary Effects,5411669.0
DETO,2024,Labor Income,Transportation,767929.0
DETO,2024,Non-local Visitor Spending,Camping,848225.0
DETO,2024,Non-local Visitor Spending,Gas,5131883.0
DETO,2024,Non-local Visitor Spending,Groceries,2830681.0
DETO,2024,Non-local Visitor Spending,Lodging,14641762.0
DETO,2024,Non-local Visitor Spending,Recreation Industries,3134254.0
DETO,2024,Non-local Visitor Spending,Restaurants,8547237.0
DETO,2024,Non-local Visitor Spending,Retail,3556566.0
DETO,2024,Non-local Visitor Spending,Secondary Effects,0.0
DETO,2024,Non-local Visitor Spending,Transportation,2513456.0
DETO,2024,Party Days/Nights,Total,254717.0
DETO,2024,Value Added,Camping,542820.0
DETO,2024,Value Added,Gas,660180.0
DETO,2024,Value Added,Groceries,573915.0
DETO,2024,Value Added,Lodging,10212309.0
DETO,2024,Value Added,Recreation Industries,1988571.0
DETO,2024,Value Added,Restaurants,4186913.0
DETO,2024,Value Added,Retail,1197520.0
DETO,2024,Value Added,Secondary Effects,9807783.0
DETO,2024,Value Added,Transportation,1170211.0
DETO,2024,Visitor Spending,Camping,848225.0
DETO,2024,Visitor Spending,Gas,5269664.0
DETO,2024,Visitor Spending,Groceries,2933163.0
DETO,2024,Visitor Spending,Lodging,14641762.0
DETO,2024,Visitor Spending,Recreation Industries,3221554.0
DETO,2024,Visitor Spending,Restaurants,8659714.0
DETO,2024,Visitor Spending,Retail,3629695.0
DETO,2024,Visitor Spending,Secondary Effects,0.0
DETO,2024,Visitor Spending,Transportation,2530408.0
DETO,2024,Visits,Total,540890.0
KNRI,2012,Economic Output,Total,988424.0
KNRI,2012,Jobs,Total,12.0
KNRI,2012,Labor Income,Total,317487.0
KNRI,2012,Value Added,Total,564298.0
KNRI,2012,Visitor Spending,Total,861517.0
KNRI,2012,Visits,Total,16010.0
KNRI,2013,Economic Output,Total,916308.0
KNRI,2013,Jobs,Total,11.0
KNRI,2013,Labor Income,Total,293046.0
KNRI,2013,Value Added,Total,520849.0
KNRI,2013,Visitor Spending,Total,797942.0
KNRI,2013,Visits,Total,14476.0
KNRI,2014,Economic Output,Camping,17506.0
KNRI,2014,Economic Output,Gas,8659.0
KNRI,2014,Economic Output,Groceries,8936.0
KNRI,2014,Economic Output,Lodging,189992.0
KNRI,2014,Economic Output,Recreation Industries,54602.0
KNRI,2014,Economic Output,Restaurants,136144.0
KNRI,2014,Economic Output,Retail,32659.0
KNRI,2014,Economic Output,Secondary Effects,294004.0
KNRI,2014,Economic Output,Transportation,20617.0
KNRI,2014,Jobs,Camping,0.0
KNRI,2014,Jobs,Gas,0.0
KNRI,2014,Jobs,Groceries,0.0
KNRI,2014,Jobs,Lodging,2.0
KNRI,2014,Jobs,Recreation Industries,1.0
KNRI,2014,Jobs,Restaurants,3.0
KNRI,2014,Jobs,Retail,1.0
KNRI,2014,Jobs,Secondary Effects,2.0
KNRI,2014,Jobs,Transportation,0.0
KNRI,2014,Labor Income,Camping,9775.0
KNRI,2014,Labor Income,Gas,3894.0
KNRI,2014,Labor Income,Groceries,3650.0
KNRI,2014,Labor Income,Lodging,56062.0
KNRI,2014,Labor Income,Recreation Industries,21644.0
KNRI,2014,Labor Income,Restaurants,55594.0
KNRI,2014,Labor Income,Retail,18295.0
KNRI,2014,Labor Income,Secondary Effects,90053.0
KNRI,2014,Labor Income,Transportation,5025.0
KNRI,2014,Value Added,Camping,13796.0
KNRI,2014,Value Added,Gas,4998.0
KNRI,2014,Value Added,Groceries,5510.0
KNRI,2014,Value Added,Lodging,107171.0
KNRI,2014,Value Added,Recreation Industries,27919.0
KNRI,2014,Value Added,Restaurants,76752.0
KNRI,2014,Value Added,Retail,16582.0
KNRI,2014,Value Added,Secondary Effects,155942.0
KNRI,2014,Value Added,Transportation,13478.0
KNRI,2014,Visitor Spending,Camping,17506.0
KNRI,2014,Visitor Spending,Gas,80174.0
KNRI,2014,Visitor Spending,Groceries,32027.0
KNRI,2014,Visitor Spending,Lodging,189992.0
KNRI,2014,Visitor Spending,Recreation Industries,54602.0
KNRI,2014,Visitor Spending,Restaurants,136144.0
KNRI,2014,Visitor Spending,Retail,71922.0
KNRI,2014,Visitor Spending,Secondary Effects,0.0
KNRI,2014,Visitor Spending,Transportation,20617.0
KNRI,2014,Visits,Total,10751.0
KNRI,2015,Economic Output,Camping,19090.0
KNRI,2015,Economic Output,Gas,9322.0
KNRI,2015,Economic Output,Groceries,9619.0
KNRI,2015,Economic Output,Lodging,207034.0
KNRI,2015,Economic Output,Recreation Industries,59343.0
KNRI,2015,Economic Output,Restaurants,147216.0
KNRI,2015,Economic Output,Retail,35161.0
KNRI,2015,Economic Output,Secondary Effects,317849.0
KNRI,2015,Economic Output,Transportation,22256.0
KNRI,2015,Jobs,Camping,0.0
KNRI,2015,Jobs,Gas,0.0
KNRI,2015,Jobs,Groceries,0.0
KNRI,2015,Jobs,Lodging,3.0
KNRI,2015,Jobs,Recreation Industries,1.0
KNRI,2015,Jobs,Restaurants,3.0
KNRI,2015,Jobs,Retail,1.0
KNRI,2015,Jobs,Secondary Effects,2.0
KNRI,2015,Jobs,Transportation,0.0
KNRI,2015,Labor Income,Camping,10548.0
KNRI,2015,Labor Income,Gas,4236.0
KNRI,2015,Labor Income,Groceries,3970.0
KNRI,2015,Labor Income,Lodging,60450.0
KNRI,2015,Labor Income,Recreation Industries,23340.0
KNRI,2015,Labor Income,Restaurants,59952.0
KNRI,2015,Labor Income,Retail,19898.0
KNRI,2015,Labor Income,Secondary Effects,97219.0
KNRI,2015,Labor Income,Transportation,5426.0
KNRI,2015,Value Added,Camping,14887.0
KNRI,2015,Value Added,Gas,5436.0
KNRI,2015,Value Added,Groceries,5993.0
KNRI,2015,Value Added,Lodging,115558.0
KNRI,2015,Value Added,Recreation Industries,30107.0
KNRI,2015,Value Added,Restaurants,82768.0
KNRI,2015,Value Added,Retail,18036.0
KNRI,2015,Value Added,Secondary Effects,168361.0
KNRI,2015,Value Added,Transportation,14532.0
KNRI,2015,Visitor Spending,Camping,19090.0
KNRI,2015,Visitor Spending,Gas,85571.0
KNRI,2015,Visitor Spending,Groceries,34184.0
KNRI,2015,Visitor Spending,Lodging,207034.0
KNRI,2015,Visitor Spending,Recreation Industries,59343.0
KNRI,2015,Visitor Spending,Restaurants,147216.0
KNRI,2015,Visitor Spending,Retail,76759.0
KNRI,2015,Visitor Spending,Secondary Effects,0.0
KNRI,2015,Visitor Spending,Transportation,22256.0
KNRI,2015,Visits,Total,11377.0
KNRI,2016,Economic Output,Camping,23029.0
KNRI,2016,Economic Output,Gas,11110.0
KNRI,2016,Economic Output,Groceries,11463.0
KNRI,2016,Economic Output,Lodging,249818.0
KNRI,2016,Economic Output,Recreation Industries,71407.0
KNRI,2016,Economic Output,Restaurants,176246.0
KNRI,2016,Economic Output,Retail,41910.0
KNRI,2016,Economic Output,Secondary Effects,380496.0
KNRI,2016,Economic Output,Transportation,26602.0
KNRI,2016,Jobs,Camping,0.0
KNRI,2016,Jobs,Gas,0.0
KNRI,2016,Jobs,Groceries,0.0
KNRI,2016,Jobs,Lodging,3.0
KNRI,2016,Jobs,Recreation Industries,1.0
KNRI,2016,Jobs,Restaurants,3.0
KNRI,2016,Jobs,Retail,1.0
KNRI,2016,Jobs,Secondary Effects,3.0
KNRI,2016,Jobs,Transportation,0.0
KNRI,2016,Labor Income,Camping,12590.0
KNRI,2016,Labor Income,Gas,5101.0
KNRI,2016,Labor Income,Groceries,4781.0
KNRI,2016,Labor Income,Lodging,72176.0
KNRI,2016,Labor Income,Recreation Industries,27867.0
KNRI,2016,Labor Income,Restaurants,71579.0
KNRI,2016,Labor Income,Retail,23961.0
KNRI,2016,Labor Income,Secondary Effects,116206.0
KNRI,2016,Labor Income,Transportation,6487.0
KNRI,2016,Value Added,Camping,17770.0
KNRI,2016,Value Added,Gas,6546.0
KNRI,2016,Value Added,Groceries,7217.0
KNRI,2016,Value Added,Lodging,137975.0
KNRI,2016,Value Added,Recreation Industries,35947.0
KNRI,2016,Value Added,Restaurants,98820.0
KNRI,2016,Value Added,Retail,21718.0
KNRI,2016,Value Added,Secondary Effects,201253.0
KNRI,2016,Value Added,Transportation,17350.0
KNRI,2016,Visitor Spending,Camping,23029.0
KNRI,2016,Visitor Spending,Gas,101107.0
KNRI,2016,Visitor Spending,Groceries,40390.0
KNRI,2016,Visitor Spending,Lodging,249818.0
KNRI,2016,Visitor Spending,Recreation Industries,71407.0
KNRI,2016,Visitor Spending,Restaurants,176246.0
KNRI,2016,Visitor Spending,Retail,90698.0
KNRI,2016,Visitor Spending,Secondary Effects,0.0
KNRI,2016,Visitor Spending,Transportation,26602.0
KNRI,2016,Visits,Total,13328.0
KNRI,2017,Economic Output,Camping,19240.0
KNRI,2017,Economic Output,Gas,11139.0
KNRI,2017,Economic Output,Groceries,9883.0
KNRI,2017,Economic Output,Lodging,208512.0
KNRI,2017,Economic Output,Recreation Industries,59402.0
KNRI,2017,Economic Output,Restaurants,150868.0
KNRI,2017,Economic Output,Retail,38203.0
KNRI,2017,Economic Output,Secondary Effects,326351.0
KNRI,2017,Economic Output,Transportation,22776.0
KNRI,2017,Jobs,Camping,0.0
KNRI,2017,Jobs,Gas,0.0
KNRI,2017,Jobs,Groceries,0.0
KNRI,2017,Jobs,Lodging,2.0
KNRI,2017,Jobs,Recreation Industries,1.0
KNRI,2017,Jobs,Restaurants,2.0
KNRI,2017,Jobs,Retail,1.0
KNRI,2017,Jobs,Secondary Effects,2.0
KNRI,2017,Jobs,Transportation,0.0
KNRI,2017,Labor Income,Camping,14421.0
KNRI,2017,Labor Income,Gas,6375.0
KNRI,2017,Labor Income,Groceries,4412.0
KNRI,2017,Labor Income,Lodging,56685.0
KNRI,2017,Labor Income,Recreation Industries,22120.0
KNRI,2017,Labor Income,Restaurants,55415.0
KNRI,2017,Labor Income,Retail,22141.0
KNRI,2017,Labor Income,Secondary Effects,102317.0
KNRI,2017,Labor Income,Transportation,7963.0
KNRI,2017,Non-local Visitor Spending,Camping,19240.0
KNRI,2017,Non-local Visitor Spending,Gas,84374.0
KNRI,2017,Non-local Visitor Spending,Groceries,32809.0
KNRI,2017,Non-local Visitor Spending,Lodging,208512.0
KNRI,2017,Non-local Visitor Spending,Recreation Industries,53745.0
KNRI,2017,Non-local Visitor Spending,Restaurants,142242.0
KNRI,2017,Non-local Visitor Spending,Retail,73378.0
KNRI,2017,Non-local Visitor Spending,Secondary Effects,0.0
KNRI,2017,Non-local Visitor Spending,Transportation,21770.0
KNRI,2017,Party Days/Nights,Total,5926.0
KNRI,2017,Value Added,Camping,13849.0
KNRI,2017,Value Added,Gas,6161.0
KNRI,2017,Value Added,Groceries,6542.0
KNRI,2017,Value Added,Lodging,118559.0
KNRI,2017,Value Added,Recreation Industries,28826.0
KNRI,2017,Value Added,Restaurants,84339.0
KNRI,2017,Value Added,Retail,18404.0
KNRI,2017,Value Added,Secondary Effects,178699.0
KNRI,2017,Value Added,Transportation,14757.0
KNRI,2017,Visitor Spending,Camping,19240.0
KNRI,2017,Visitor Spending,Gas,89112.0
KNRI,2017,Visitor Spending,Groceries,35808.0
KNRI,2017,Visitor Spending,Lodging,208512.0
KNRI,2017,Visitor Spending,Recreation Industries,59402.0
KNRI,2017,Visitor Spending,Restaurants,150868.0
KNRI,2017,Visitor Spending,Retail,79923.0
KNRI,2017,Visitor Spending,Secondary Effects,0.0
KNRI,2017,Visitor Spending,Transportation,22776.0
KNRI,2017,Visits,Total,11645.0
KNRI,2018,Economic Output,Camping,19963.0
KNRI,2018,Economic Output,Gas,14939.0
KNRI,2018,Economic Output,Groceries,10866.0
KNRI,2018,Economic Output,Lodging,216691.0
KNRI,2018,Economic Output,Recreation Industries,61488.0
KNRI,2018,Economic Output,Restaurants,158802.0
KNRI,2018,Economic Output,Retail,41428.0
KNRI,2018,Economic Output,Secondary Effects,364945.0
KNRI,2018,Economic Output,Transportation,20979.0
KNRI,2018,Jobs,Camping,0.0
KNRI,2018,Jobs,Gas,0.0
KNRI,2018,Jobs,Groceries,0.0
KNRI,2018,Jobs,Lodging,2.0
KNRI,2018,Jobs,Recreation Industries,1.0
KNRI,2018,Jobs,Restaurants,2.0
KNRI,2018,Jobs,Retail,1.0
KNRI,2018,Jobs,Secondary Effects,2.0
KNRI,2018,Jobs,Transportation,0.0
KNRI,2018,Labor Income,Camping,12135.0
KNRI,2018,Labor Income,Gas,6607.0
KNRI,2018,Labor Income,Groceries,4754.0
KNRI,2018,Labor Income,Lodging,53495.0
KNRI,2018,Labor Income,Recreation Industries,20998.0
KNRI,2018,Labor Income,Restaurants,55312.0
KNRI,2018,Labor Income,Retail,25937.0
KNRI,2018,Labor Income,Secondary Effects,120702.0
KNRI,2018,Labor Income,Transportation,8474.0
KNRI,2018,Non-local Visitor Spending,Camping,19963.0
KNRI,2018,Non-local Visitor Spending,Gas,86247.0
KNRI,2018,Non-local Visitor Spending,Groceries,35680.0
KNRI,2018,Non-local Visitor Spending,Lodging,216691.0
KNRI,2018,Non-local Visitor Spending,Recreation Industries,55632.0
KNRI,2018,Non-local Visitor Spending,Restaurants,149719.0
KNRI,2018,Non-local Visitor Spending,Retail,75015.0
KNRI,2018,Non-local Visitor Spending,Secondary Effects,0.0
KNRI,2018,Non-local Visitor Spending,Transportation,20057.0
KNRI,2018,Party Days/Nights,Total,5944.0
KNRI,2018,Value Added,Camping,13326.0
KNRI,2018,Value Added,Gas,8428.0
KNRI,2018,Value Added,Groceries,6717.0
KNRI,2018,Value Added,Lodging,117370.0
KNRI,2018,Value Added,Recreation Industries,28064.0
KNRI,2018,Value Added,Restaurants,87913.0
KNRI,2018,Value Added,Retail,24009.0
KNRI,2018,Value Added,Secondary Effects,202183.0
KNRI,2018,Value Added,Transportation,14420.0
KNRI,2018,Visitor Spending,Camping,19963.0
KNRI,2018,Visitor Spending,Gas,91094.0
KNRI,2018,Visitor Spending,Groceries,38945.0
KNRI,2018,Visitor Spending,Lodging,216691.0
KNRI,2018,Visitor Spending,Recreation Industries,61488.0
KNRI,2018,Visitor Spending,Restaurants,158802.0
KNRI,2018,Visitor Spending,Retail,81712.0
KNRI,2018,Visitor Spending,Secondary Effects,0.0
KNRI,2018,Visitor Spending,Transportation,20979.0
KNRI,2018,Visits,Total,11682.0
KNRI,2019,Economic Output,Camping,17852.0
KNRI,2019,Economic Output,Gas,13284.0
KNRI,2019,Economic Output,Groceries,9653.0
KNRI,2019,Economic Output,Lodging,193768.0
KNRI,2019,Economic Output,Recreation Industries,55033.0
KNRI,2019,Economic Output,Restaurants,142062.0
KNRI,2019,Economic Output,Retail,36849.0
KNRI,2019,Economic Output,Secondary Effects,326379.0
KNRI,2019,Economic Output,Transportation,18680.0
KNRI,2019,Jobs,Camping,0.0
KNRI,2019,Jobs,Gas,0.0
KNRI,2019,Jobs,Groceries,0.0
KNRI,2019,Jobs,Lodging,2.0
KNRI,2019,Jobs,Recreation Industries,1.0
KNRI,2019,Jobs,Restaurants,2.0
KNRI,2019,Jobs,Retail,1.0
KNRI,2019,Jobs,Secondary Effects,2.0
KNRI,2019,Jobs,Transportation,0.0
KNRI,2019,Labor Income,Camping,10852.0
KNRI,2019,Labor Income,Gas,5908.0
KNRI,2019,Labor Income,Groceries,4250.0
KNRI,2019,Labor Income,Lodging,47839.0
KNRI,2019,Labor Income,Recreation Industries,18781.0
KNRI,2019,Labor Income,Restaurants,49467.0
KNRI,2019,Labor Income,Retail,23199.0
KNRI,2019,Labor Income,Secondary Effects,107947.0
KNRI,2019,Labor Income,Transportation,7581.0
KNRI,2019,Non-local Visitor Spending,Camping,17852.0
KNRI,2019,Non-local Visitor Spending,Gas,76693.0
KNRI,2019,Non-local Visitor Spending,Groceries,31700.0
KNRI,2019,Non-local Visitor Spending,Lodging,193768.0
KNRI,2019,Non-local Visitor Spending,Recreation Industries,49789.0
KNRI,2019,Non-local Visitor Spending,Restaurants,133942.0
KNRI,2019,Non-local Visitor Spending,Retail,66730.0
KNRI,2019,Non-local Visitor Spending,Secondary Effects,0.0
KNRI,2019,Non-local Visitor Spending,Transportation,17863.0
KNRI,2019,Party Days/Nights,Total,5268.0
KNRI,2019,Value Added,Camping,11918.0
KNRI,2019,Value Added,Gas,7536.0
KNRI,2019,Value Added,Groceries,6005.0
KNRI,2019,Value Added,Lodging,104961.0
KNRI,2019,Value Added,Recreation Industries,25100.0
KNRI,2019,Value Added,Restaurants,78623.0
KNRI,2019,Value Added,Retail,21474.0
KNRI,2019,Value Added,Secondary Effects,180817.0
KNRI,2019,Value Added,Transportation,12903.0
KNRI,2019,Visitor Spending,Camping,17852.0
KNRI,2019,Visitor Spending,Gas,80999.0
KNRI,2019,Visitor Spending,Groceries,34598.0
KNRI,2019,Visitor Spending,Lodging,193768.0
KNRI,2019,Visitor Spending,Recreation Industries,55033.0
KNRI,2019,Visitor Spending,Restaurants,142062.0
KNRI,2019,Visitor Spending,Retail,72681.0
KNRI,2019,Visitor Spending,Secondary Effects,0.0
KNRI,2019,Visitor Spending,Transportation,18680.0
KNRI,2019,Visits,Total,10354.0
KNRI,2020,Economic Output,Camping,9178.0
KNRI,2020,Economic Output,Gas,6779.0
KNRI,2020,Economic Output,Groceries,4929.0
KNRI,2020,Economic Output,Lodging,99373.0
KNRI,2020,Economic Output,Recreation Industries,28255.0
KNRI,2020,Economic Output,Restaurants,72903.0
KNRI,2020,Economic Output,Retail,18799.0
KNRI,2020,Economic Output,Secondary Effects,167449.0
KNRI,2020,Economic Output,Transportation,9544.0
KNRI,2020,Jobs,Camping,0.0
KNRI,2020,Jobs,Gas,0.0
KNRI,2020,Jobs,Groceries,0.0
KNRI,2020,Jobs,Lodging,1.0
KNRI,2020,Jobs,Recreation Industries,1.0
KNRI,2020,Jobs,Restaurants,1.0
KNRI,2020,Jobs,Retail,0.0
KNRI,2020,Jobs,Secondary Effects,1.0
KNRI,2020,Jobs,Transportation,0.0
KNRI,2020,Labor Income,Camping,5580.0
KNRI,2020,Labor Income,Gas,3031.0
KNRI,2020,Labor Income,Groceries,2184.0
KNRI,2020,Labor Income,Lodging,24535.0
KNRI,2020,Labor Income,Recreation Industries,9636.0
KNRI,2020,Labor Income,Restaurants,25378.0
KNRI,2020,Labor Income,Retail,11901.0
KNRI,2020,Labor Income,Secondary Effects,55382.0
KNRI,2020,Labor Income,Transportation,3892.0
KNRI,2020,Non-local Visitor Spending,Camping,9178.0
KNRI,2020,Non-local Visitor Spending,Gas,39134.0
KNRI,2020,Non-local Visitor Spending,Groceries,16185.0
KNRI,2020,Non-local Visitor Spending,Lodging,99373.0
KNRI,2020,Non-local Visitor Spending,Recreation Industries,25560.0
KNRI,2020,Non-local Visitor Spending,Restaurants,68730.0
KNRI,2020,Non-local Visitor Spending,Retail,34038.0
KNRI,2020,Non-local Visitor Spending,Secondary Effects,0.0
KNRI,2020,Non-local Visitor Spending,Transportation,9122.0
KNRI,2020,Party Days/Nights,Total,2679.0
KNRI,2020,Value Added,Camping,6128.0
KNRI,2020,Value Added,Gas,3867.0
KNRI,2020,Value Added,Groceries,3086.0
KNRI,2020,Value Added,Lodging,53832.0
KNRI,2020,Value Added,Recreation Industries,12878.0
KNRI,2020,Value Added,Restaurants,40335.0
KNRI,2020,Value Added,Retail,11016.0
KNRI,2020,Value Added,Secondary Effects,92769.0
KNRI,2020,Value Added,Transportation,6625.0
KNRI,2020,Visitor Spending,Camping,9178.0
KNRI,2020,Visitor Spending,Gas,41334.0
KNRI,2020,Visitor Spending,Groceries,17666.0
KNRI,2020,Visitor Spending,Lodging,99373.0
KNRI,2020,Visitor Spending,Recreation Industries,28255.0
KNRI,2020,Visitor Spending,Restaurants,72903.0
KNRI,2020,Visitor Spending,Retail,37078.0
KNRI,2020,Visitor Spending,Secondary Effects,0.0
KNRI,2020,Visitor Spending,Transportation,9544.0
KNRI,2020,Visits,Total,5263.0
KNRI,2021,Economic Output,Camping,20745.0
KNRI,2021,Economic Output,Gas,25275.0
KNRI,2021,Economic Output,Groceries,13324.0
KNRI,2021,Economic Output,Lodging,224303.0
KNRI,2021,Economic Output,Recreation Industries,61835.0
KNRI,2021,Economic Output,Restaurants,167719.0
KNRI,2021,Economic Output,Retail,44310.0
KNRI,2021,Economic Output,Secondary Effects,365473.0
KNRI,2021,Economic Output,Transportation,21095.0
KNRI,2021,Jobs,Camping,0.0
KNRI,2021,Jobs,Gas,0.0
KNRI,2021,Jobs,Groceries,0.0
KNRI,2021,Jobs,Lodging,2.0
KNRI,2021,Jobs,Recreation Industries,1.0
KNRI,2021,Jobs,Restaurants,2.0
KNRI,2021,Jobs,Retail,1.0
KNRI,2021,Jobs,Secondary Effects,2.0
KNRI,2021,Jobs,Transportation,0.0
KNRI,2021,Labor Income,Camping,9813.0
KNRI,2021,Labor Income,Gas,8803.0
KNRI,2021,Labor Income,Groceries,5514.0
KNRI,2021,Labor Income,Lodging,53873.0
KNRI,2021,Labor Income,Recreation Industries,24583.0
KNRI,2021,Labor Income,Restaurants,54938.0
KNRI,2021,Labor Income,Retail,24136.0
KNRI,2021,Labor Income,Secondary Effects,112688.0
KNRI,2021,Labor Income,Transportation,8055.0
KNRI,2021,Non-local Visitor Spending,Camping,20745.0
KNRI,2021,Non-local Visitor Spending,Gas,108932.0
KNRI,2021,Non-local Visitor Spending,Groceries,36760.0
KNRI,2021,Non-local Visitor Spending,Lodging,224303.0
KNRI,2021,Non-local Visitor Spending,Recreation Industries,55932.0
KNRI,2021,Non-local Visitor Spending,Restaurants,158108.0
KNRI,2021,Non-local Visitor Spending,Retail,73143.0
KNRI,2021,Non-local Visitor Spending,Secondary Effects,0.0
KNRI,2021,Non-local Visitor Spending,Transportation,20164.0
KNRI,2021,Party Days/Nights,Total,5715.0
KNRI,2021,Value Added,Camping,14819.0
KNRI,2021,Value Added,Gas,13521.0
KNRI,2021,Value Added,Groceries,7500.0
KNRI,2021,Value Added,Lodging,135295.0
