park,year,category,sector,value
LIBI,2023,Visitor Spending,Recreation Industries,1289418.0
LIBI,2023,Visitor Spending,Restaurants,3540263.0
LIBI,2023,Visitor Spending,Retail,1648864.0
LIBI,2023,Visitor Spending,Secondary Effects,0.0
LIBI,2023,Visitor Spending,Transportation,437141.0
LIBI,2023,Visits,Total,227295.0
LIBI,2024,Economic Output,Camping,231858.0
LIBI,2024,Economic Output,Gas,167931.0
LIBI,2024,Economic Output,Groceries,130864.0
LIBI,2024,Economic Output,Lodging,2516104.0
LIBI,2024,Economic Output,Recreation Industries,721565.0
LIBI,2024,Economic Output,Restaurants,1914405.0
LIBI,2024,Economic Output,Retail,452689.0
LIBI,2024,Economic Output,Secondary Effects,4028025.0
LIBI,2024,Economic Output,Transportation,284683.0
LIBI,2024,Jobs,Camping,2.0
LIBI,2024,Jobs,Gas,1.0
LIBI,2024,Jobs,Groceries,2.0
LIBI,2024,Jobs,Lodging,24.0
LIBI,2024,Jobs,Recreation Industries,10.0
LIBI,2024,Jobs,Restaurants,20.0
LIBI,2024,Jobs,Retail,7.0
LIBI,2024,Jobs,Secondary Effects,23.0
LIBI,2024,Jobs,Transportation,2.0
LIBI,2024,Labor Income,Camping,97668.0
LIBI,2024,Labor Income,Gas,59828.0
LIBI,2024,Labor Income,Groceries,56719.0
LIBI,2024,Labor Income,Lodging,748011.0
LIBI,2024,Labor Income,Recreation Industries,270814.0
LIBI,2024,Labor Income,Restaurants,586100.0
LIBI,2024,Labor Income,Retail,226679.0
LIBI,2024,Labor Income,Secondary Effects,1241402.0
LIBI,2024,Labor Income,Transportation,66332.0
LIBI,2024,Non-local Visitor Spending,Camping,231858.0
LIBI,2024,Non-local Visitor Spending,Gas,854845.0
LIBI,2024,Non-local Visitor Spending,Groceries,416337.0
LIBI,2024,Non-local Visitor Spending,Lodging,2516104.0
LIBI,2024,Non-local Visitor Spending,Recreation Industries,652799.0
LIBI,2024,Non-local Visitor Spending,Restaurants,1804966.0
LIBI,2024,Non-local Visitor Spending,Retail,773934.0
LIBI,2024,Non-local Visitor Spending,Secondary Effects,0.0
LIBI,2024,Non-local Visitor Spending,Transportation,272160.0
LIBI,2024,Party Days/Nights,Total,56907.0
LIBI,2024,Value Added,Camping,161189.0
LIBI,2024,Value Added,Gas,104472.0
LIBI,2024,Value Added,Groceries,87206.0
LIBI,2024,Value Added,Lodging,1492857.0
LIBI,2024,Value Added,Recreation Industries,454735.0
LIBI,2024,Value Added,Restaurants,898678.0
LIBI,2024,Value Added,Retail,243567.0
LIBI,2024,Value Added,Secondary Effects,2098578.0
LIBI,2024,Value Added,Transportation,118106.0
LIBI,2024,Visitor Spending,Camping,231858.0
LIBI,2024,Visitor Spending,Gas,902856.0
LIBI,2024,Visitor Spending,Groceries,454389.0
LIBI,2024,Visitor Spending,Lodging,2516104.0
LIBI,2024,Visitor Spending,Recreation Industries,721565.0
LIBI,2024,Visitor Spending,Restaurants,1914405.0
LIBI,2024,Visitor Spending,Retail,842997.0
LIBI,2024,Visitor Spending,Secondary Effects,0.0
LIBI,2024,Visitor Spending,Transportation,284683.0
LIBI,2024,Visits,Total,111825.0
MORU,2012,Economic Output,Total,137371364.0
MORU,2012,Jobs,Total,1815.0
MORU,2012,Labor Income,Total,42523747.0
MORU,2012,Value Added,Total,75945023.0
MORU,2012,Visitor Spending,Total,117601536.0
MORU,2012,Visits,Total,2185447.0
MORU,2013,Economic Output,Total,139426572.0
MORU,2013,Jobs,Total,1822.0
MORU,2013,Labor Income,Total,42961832.0
MORU,2013,Value Added,Total,76726598.0
MORU,2013,Visitor Spending,Total,119223671.0
MORU,2013,Visits,Total,2162999.0
MORU,2014,Economic Output,Camping,3492493.0
MORU,2014,Economic Output,Gas,1727457.0
MORU,2014,Economic Output,Groceries,1782538.0
MORU,2014,Economic Output,Lodging,37899581.0
MORU,2014,Economic Output,Recreation Industries,10892382.0
MORU,2014,Economic Output,Restaurants,27159249.0
MORU,2014,Economic Output,Retail,6514471.0
MORU,2014,Economic Output,Secondary Effects,61349150.0
MORU,2014,Economic Output,Transportation,4112657.0
MORU,2014,Jobs,Camping,51.0
MORU,2014,Jobs,Gas,26.0
MORU,2014,Jobs,Groceries,29.0
MORU,2014,Jobs,Lodging,488.0
MORU,2014,Jobs,Recreation Industries,208.0
MORU,2014,Jobs,Restaurants,593.0
MORU,2014,Jobs,Retail,157.0
MORU,2014,Jobs,Secondary Effects,482.0
MORU,2014,Jobs,Transportation,36.0
MORU,2014,Labor Income,Camping,1435686.0
MORU,2014,Labor Income,Gas,702529.0
MORU,2014,Labor Income,Groceries,745444.0
MORU,2014,Labor Income,Lodging,10981829.0
MORU,2014,Labor Income,Recreation Industries,3525442.0
MORU,2014,Labor Income,Restaurants,10597389.0
MORU,2014,Labor Income,Retail,3867646.0
MORU,2014,Labor Income,Secondary Effects,17177108.0
MORU,2014,Labor Income,Transportation,967092.0
MORU,2014,Value Added,Camping,2221906.0
MORU,2014,Value Added,Gas,888502.0
MORU,2014,Value Added,Groceries,1113462.0
MORU,2014,Value Added,Lodging,20588032.0
MORU,2014,Value Added,Recreation Industries,5345649.0
MORU,2014,Value Added,Restaurants,14102616.0
MORU,2014,Value Added,Retail,3649895.0
MORU,2014,Value Added,Secondary Effects,30902744.0
MORU,2014,Value Added,Transportation,2187363.0
MORU,2014,Visitor Spending,Camping,3492493.0
MORU,2014,Visitor Spending,Gas,15994089.0
MORU,2014,Visitor Spending,Groceries,6389025.0
MORU,2014,Visitor Spending,Lodging,37899581.0
MORU,2014,Visitor Spending,Recreation Industries,10892382.0
MORU,2014,Visitor Spending,Restaurants,27159250.0
MORU,2014,Visitor Spending,Retail,14347959.0
MORU,2014,Visitor Spending,Secondary Effects,0.0
MORU,2014,Visitor Spending,Transportation,4112657.0
MORU,2014,Visits,Total,2144807.0
MORU,2015,Economic Output,Camping,4082529.0
MORU,2015,Economic Output,Gas,1994504.0
MORU,2015,Economic Output,Groceries,2057984.0
MORU,2015,Economic Output,Lodging,44302291.0
MORU,2015,Economic Output,Recreation Industries,12697572.0
MORU,2015,Economic Output,Restaurants,31499989.0
MORU,2015,Economic Output,Retail,7521697.0
MORU,2015,Economic Output,Secondary Effects,71185857.0
MORU,2015,Economic Output,Transportation,4762213.0
MORU,2015,Jobs,Camping,59.0
MORU,2015,Jobs,Gas,30.0
MORU,2015,Jobs,Groceries,33.0
MORU,2015,Jobs,Lodging,565.0
MORU,2015,Jobs,Recreation Industries,241.0
MORU,2015,Jobs,Restaurants,686.0
MORU,2015,Jobs,Retail,180.0
MORU,2015,Jobs,Secondary Effects,548.0
MORU,2015,Jobs,Transportation,42.0
MORU,2015,Labor Income,Camping,1660625.0
MORU,2015,Labor Income,Gas,819566.0
MORU,2015,Labor Income,Groceries,869631.0
MORU,2015,Labor Income,Lodging,12702370.0
MORU,2015,Labor Income,Recreation Industries,4077783.0
MORU,2015,Labor Income,Restaurants,12257708.0
MORU,2015,Labor Income,Retail,4511968.0
MORU,2015,Labor Income,Secondary Effects,19890410.0
MORU,2015,Labor Income,Transportation,1119988.0
MORU,2015,Value Added,Camping,2570027.0
MORU,2015,Value Added,Gas,1036520.0
MORU,2015,Value Added,Groceries,1298957.0
MORU,2015,Value Added,Lodging,23813592.0
MORU,2015,Value Added,Recreation Industries,6183167.0
MORU,2015,Value Added,Restaurants,16312108.0
MORU,2015,Value Added,Retail,4257940.0
MORU,2015,Value Added,Secondary Effects,35785838.0
MORU,2015,Value Added,Transportation,2530347.0
MORU,2015,Visitor Spending,Camping,4082529.0
MORU,2015,Visitor Spending,Gas,18308544.0
MORU,2015,Visitor Spending,Groceries,7313564.0
MORU,2015,Visitor Spending,Lodging,44302289.0
MORU,2015,Visitor Spending,Recreation Industries,12697571.0
MORU,2015,Visitor Spending,Restaurants,31499990.0
MORU,2015,Visitor Spending,Retail,16424201.0
MORU,2015,Visitor Spending,Secondary Effects,0.0
MORU,2015,Visitor Spending,Transportation,4762213.0
MORU,2015,Visits,Total,2434298.0
MORU,2016,Economic Output,Camping,4199414.0
MORU,2016,Economic Output,Gas,2026422.0
MORU,2016,Economic Output,Groceries,2090798.0
MORU,2016,Economic Output,Lodging,45570731.0
MORU,2016,Economic Output,Recreation Industries,13025237.0
MORU,2016,Economic Output,Restaurants,32149227.0
MORU,2016,Economic Output,Retail,7642237.0
MORU,2016,Economic Output,Secondary Effects,72690835.0
MORU,2016,Economic Output,Transportation,4852484.0
MORU,2016,Jobs,Camping,60.0
MORU,2016,Jobs,Gas,30.0
MORU,2016,Jobs,Groceries,33.0
MORU,2016,Jobs,Lodging,575.0
MORU,2016,Jobs,Recreation Industries,245.0
MORU,2016,Jobs,Restaurants,698.0
MORU,2016,Jobs,Retail,181.0
MORU,2016,Jobs,Secondary Effects,548.0
MORU,2016,Jobs,Transportation,42.0
MORU,2016,Labor Income,Camping,1690244.0
MORU,2016,Labor Income,Gas,841338.0
MORU,2016,Labor Income,Groceries,892732.0
MORU,2016,Labor Income,Lodging,12928938.0
MORU,2016,Labor Income,Recreation Industries,4150513.0
MORU,2016,Labor Income,Restaurants,12476338.0
MORU,2016,Labor Income,Retail,4631829.0
MORU,2016,Labor Income,Secondary Effects,20267897.0
MORU,2016,Labor Income,Transportation,1141380.0
MORU,2016,Value Added,Camping,2615865.0
MORU,2016,Value Added,Gas,1064055.0
MORU,2016,Value Added,Groceries,1333464.0
MORU,2016,Value Added,Lodging,24238348.0
MORU,2016,Value Added,Recreation Industries,6293449.0
MORU,2016,Value Added,Restaurants,16603053.0
MORU,2016,Value Added,Retail,4371053.0
MORU,2016,Value Added,Secondary Effects,36466723.0
MORU,2016,Value Added,Transportation,2575787.0
MORU,2016,Visitor Spending,Camping,4199414.0
MORU,2016,Visitor Spending,Gas,18442304.0
MORU,2016,Visitor Spending,Groceries,7366994.0
MORU,2016,Visitor Spending,Lodging,45570730.0
MORU,2016,Visitor Spending,Recreation Industries,13025237.0
MORU,2016,Visitor Spending,Restaurants,32149226.0
MORU,2016,Visitor Spending,Retail,16544196.0
MORU,2016,Visitor Spending,Secondary Effects,0.0
MORU,2016,Visitor Spending,Transportation,4852484.0
MORU,2016,Visits,Total,2431231.0
MORU,2017,Economic Output,Camping,4025454.0
MORU,2017,Economic Output,Gas,2331919.0
MORU,2017,Economic Output,Groceries,2068919.0
MORU,2017,Economic Output,Lodging,43662220.0
MORU,2017,Economic Output,Recreation Industries,12436569.0
MORU,2017,Economic Output,Restaurants,31587350.0
MORU,2017,Economic Output,Retail,7998438.0
MORU,2017,Economic Output,Secondary Effects,68364643.0
MORU,2017,Economic Output,Transportation,4768552.0
MORU,2017,Jobs,Camping,83.0
MORU,2017,Jobs,Gas,41.0
MORU,2017,Jobs,Groceries,33.0
MORU,2017,Jobs,Lodging,454.0
MORU,2017,Jobs,Recreation Industries,239.0
MORU,2017,Jobs,Restaurants,564.0
MORU,2017,Jobs,Retail,175.0
MORU,2017,Jobs,Secondary Effects,510.0
MORU,2017,Jobs,Transportation,35.0
MORU,2017,Labor Income,Camping,2404266.0
MORU,2017,Labor Income,Gas,1168843.0
MORU,2017,Labor Income,Groceries,869991.0
MORU,2017,Labor Income,Lodging,11343715.0
MORU,2017,Labor Income,Recreation Industries,4111726.0
MORU,2017,Labor Income,Restaurants,10812951.0
MORU,2017,Labor Income,Retail,4926832.0
MORU,2017,Labor Income,Secondary Effects,19443892.0
MORU,2017,Labor Income,Transportation,1021807.0
MORU,2017,Non-local Visitor Spending,Camping,4025454.0
MORU,2017,Non-local Visitor Spending,Gas,17663329.0
MORU,2017,Non-local Visitor Spending,Groceries,6868106.0
MORU,2017,Non-local Visitor Spending,Lodging,43662221.0
MORU,2017,Non-local Visitor Spending,Recreation Industries,11252123.0
MORU,2017,Non-local Visitor Spending,Restaurants,29781427.0
MORU,2017,Non-local Visitor Spending,Retail,15362764.0
MORU,2017,Non-local Visitor Spending,Secondary Effects,0.0
MORU,2017,Non-local Visitor Spending,Transportation,4557872.0
MORU,2017,Party Days/Nights,Total,1240595.0
MORU,2017,Value Added,Camping,2549830.0
MORU,2017,Value Added,Gas,1117465.0
MORU,2017,Value Added,Groceries,1353436.0
MORU,2017,Value Added,Lodging,25724674.0
MORU,2017,Value Added,Recreation Industries,6077445.0
MORU,2017,Value Added,Restaurants,16480981.0
MORU,2017,Value Added,Retail,4464789.0
MORU,2017,Value Added,Secondary Effects,34836115.0
MORU,2017,Value Added,Transportation,2603862.0
MORU,2017,Visitor Spending,Camping,4025454.0
MORU,2017,Visitor Spending,Gas,18655351.0
MORU,2017,Visitor Spending,Groceries,7496083.0
MORU,2017,Visitor Spending,Lodging,43662221.0
MORU,2017,Visitor Spending,Recreation Industries,12436569.0
MORU,2017,Visitor Spending,Restaurants,31587349.0
MORU,2017,Visitor Spending,Retail,16733133.0
MORU,2017,Visitor Spending,Secondary Effects,0.0
MORU,2017,Visitor Spending,Transportation,4768498.0
MORU,2017,Visits,Total,2437800.0
MORU,2018,Economic Output,Camping,3952000.0
MORU,2018,Economic Output,Gas,2956476.0
MORU,2018,Economic Output,Groceries,2150244.0
MORU,2018,Economic Output,Lodging,42884533.0
MORU,2018,Economic Output,Recreation Industries,12168081.0
MORU,2018,Economic Output,Restaurants,31426556.0
MORU,2018,Economic Output,Retail,8198272.0
MORU,2018,Economic Output,Secondary Effects,68955218.0
MORU,2018,Economic Output,Transportation,4151582.0
MORU,2018,Jobs,Camping,65.0
MORU,2018,Jobs,Gas,40.0
MORU,2018,Jobs,Groceries,34.0
MORU,2018,Jobs,Lodging,407.0
MORU,2018,Jobs,Recreation Industries,216.0
MORU,2018,Jobs,Restaurants,534.0
MORU,2018,Jobs,Retail,162.0
MORU,2018,Jobs,Secondary Effects,516.0
MORU,2018,Jobs,Transportation,36.0
MORU,2018,Labor Income,Camping,2725873.0
MORU,2018,Labor Income,Gas,1113980.0
MORU,2018,Labor Income,Groceries,891216.0
MORU,2018,Labor Income,Lodging,11291040.0
MORU,2018,Labor Income,Recreation Industries,4003509.0
MORU,2018,Labor Income,Restaurants,10580602.0
MORU,2018,Labor Income,Retail,5013007.0
MORU,2018,Labor Income,Secondary Effects,20607436.0
MORU,2018,Labor Income,Transportation,1118442.0
MORU,2018,Non-local Visitor Spending,Camping,3952000.0
MORU,2018,Non-local Visitor Spending,Gas,17068268.0
MORU,2018,Non-local Visitor Spending,Groceries,7061043.0
MORU,2018,Non-local Visitor Spending,Lodging,42884532.0
MORU,2018,Non-local Visitor Spending,Recreation Industries,11009362.0
MORU,2018,Non-local Visitor Spending,Restaurants,29629308.0
MORU,2018,Non-local Visitor Spending,Retail,14845029.0
MORU,2018,Non-local Visitor Spending,Secondary Effects,0.0
MORU,2018,Non-local Visitor Spending,Transportation,3969129.0
MORU,2018,Party Days/Nights,Total,1176204.0
MORU,2018,Value Added,Camping,2913015.0
MORU,2018,Value Added,Gas,1466656.0
MORU,2018,Value Added,Groceries,1301428.0
MORU,2018,Value Added,Lodging,26220026.0
MORU,2018,Value Added,Recreation Industries,6010740.0
MORU,2018,Value Added,Restaurants,16215110.0
MORU,2018,Value Added,Retail,4717615.0
MORU,2018,Value Added,Secondary Effects,35311184.0
MORU,2018,Value Added,Transportation,2152424.0
MORU,2018,Visitor Spending,Camping,3952000.0
MORU,2018,Visitor Spending,Gas,18027293.0
MORU,2018,Visitor Spending,Groceries,7706967.0
MORU,2018,Visitor Spending,Lodging,42884532.0
MORU,2018,Visitor Spending,Recreation Industries,12168081.0
MORU,2018,Visitor Spending,Restaurants,31426555.0
MORU,2018,Visitor Spending,Retail,16170160.0
MORU,2018,Visitor Spending,Secondary Effects,0.0
MORU,2018,Visitor Spending,Transportation,4151566.0
MORU,2018,Visits,Total,2311272.0
MORU,2019,Economic Output,Camping,3388104.0
MORU,2019,Economic Output,Gas,2519838.0
MORU,2019,Economic Output,Groceries,1831163.0
MORU,2019,Economic Output,Lodging,36756684.0
MORU,2019,Economic Output,Recreation Industries,10439053.0
MORU,2019,Economic Output,Restaurants,26947775.0
MORU,2019,Economic Output,Retail,6989737.0
MORU,2019,Economic Output,Secondary Effects,59110999.0
MORU,2019,Economic Output,Transportation,3543265.0
MORU,2019,Jobs,Camping,55.0
MORU,2019,Jobs,Gas,34.0
MORU,2019,Jobs,Groceries,29.0
MORU,2019,Jobs,Lodging,349.0
MORU,2019,Jobs,Recreation Industries,185.0
MORU,2019,Jobs,Restaurants,458.0
MORU,2019,Jobs,Retail,137.0
MORU,2019,Jobs,Secondary Effects,439.0
MORU,2019,Jobs,Transportation,31.0
MORU,2019,Labor Income,Camping,2337073.0
MORU,2019,Labor Income,Gas,954741.0
MORU,2019,Labor Income,Groceries,763801.0
MORU,2019,Labor Income,Lodging,9678242.0
MORU,2019,Labor Income,Recreation Industries,3432240.0
MORU,2019,Labor Income,Restaurants,9070003.0
MORU,2019,Labor Income,Retail,4297805.0
MORU,2019,Labor Income,Secondary Effects,17665419.0
MORU,2019,Labor Income,Transportation,958457.0
MORU,2019,Non-local Visitor Spending,Camping,3388104.0
MORU,2019,Non-local Visitor Spending,Gas,14548033.0
MORU,2019,Non-local Visitor Spending,Groceries,6013517.0
MORU,2019,Non-local Visitor Spending,Lodging,36756683.0
MORU,2019,Non-local Visitor Spending,Recreation Industries,9444194.0
MORU,2019,Non-local Visitor Spending,Restaurants,25407314.0
MORU,2019,Non-local Visitor Spending,Retail,12657560.0
MORU,2019,Non-local Visitor Spending,Secondary Effects,0.0
MORU,2019,Non-local Visitor Spending,Transportation,3388222.0
MORU,2019,Party Days/Nights,Total,999243.0
MORU,2019,Value Added,Camping,2497522.0
MORU,2019,Value Added,Gas,1257004.0
MORU,2019,Value Added,Groceries,1115367.0
MORU,2019,Value Added,Lodging,22474790.0
MORU,2019,Value Added,Recreation Industries,5153055.0
MORU,2019,Value Added,Restaurants,13900068.0
MORU,2019,Value Added,Retail,4044556.0
MORU,2019,Value Added,Secondary Effects,30270177.0
MORU,2019,Value Added,Transportation,1845504.0
MORU,2019,Visitor Spending,Camping,3388104.0
MORU,2019,Visitor Spending,Gas,15364865.0
MORU,2019,Visitor Spending,Groceries,6563307.0
MORU,2019,Visitor Spending,Lodging,36756683.0
MORU,2019,Visitor Spending,Recreation Industries,10439053.0
MORU,2019,Visitor Spending,Restaurants,26947775.0
MORU,2019,Visitor Spending,Retail,13786463.0
MORU,2019,Visitor Spending,Secondary Effects,0.0
MORU,2019,Visitor Spending,Transportation,3543211.0
MORU,2019,Visits,Total,1963539.0
MORU,2020,Economic Output,Camping,3612842.0
MORU,2020,Economic Output,Gas,2672073.0
MORU,2020,Economic Output,Groceries,1942457.0
MORU,2020,Economic Output,Lodging,39192251.0
MORU,2020,Economic Output,Recreation Industries,11137891.0
MORU,2020,Economic Output,Restaurants,28742841.0
MORU,2020,Economic Output,Retail,7410740.0
MORU,2020,Economic Output,Secondary Effects,63032716.0
MORU,2020,Economic Output,Transportation,3762892.0
MORU,2020,Jobs,Camping,59.0
MORU,2020,Jobs,Gas,36.0
MORU,2020,Jobs,Groceries,31.0
MORU,2020,Jobs,Lodging,372.0
MORU,2020,Jobs,Recreation Industries,197.0
MORU,2020,Jobs,Restaurants,488.0
MORU,2020,Jobs,Retail,145.0
MORU,2020,Jobs,Secondary Effects,464.0
MORU,2020,Jobs,Transportation,33.0
MORU,2020,Labor Income,Camping,2492249.0
MORU,2020,Labor Income,Gas,1018055.0
MORU,2020,Labor Income,Groceries,815387.0
MORU,2020,Labor Income,Lodging,10320178.0
MORU,2020,Labor Income,Recreation Industries,3659462.0
MORU,2020,Labor Income,Restaurants,9671306.0
MORU,2020,Labor Income,Retail,4582023.0
MORU,2020,Labor Income,Secondary Effects,18837407.0
MORU,2020,Labor Income,Transportation,1022019.0
MORU,2020,Non-local Visitor Spending,Camping,3612842.0
MORU,2020,Non-local Visitor Spending,Gas,15426613.0
MORU,2020,Non-local Visitor Spending,Groceries,6379003.0
MORU,2020,Non-local Visitor Spending,Lodging,39192249.0
MORU,2020,Non-local Visitor Spending,Recreation Industries,10076604.0
MORU,2020,Non-local Visitor Spending,Restaurants,27099451.0
MORU,2020,Non-local Visitor Spending,Retail,13419436.0
MORU,2020,Non-local Visitor Spending,Secondary Effects,0.0
MORU,2020,Non-local Visitor Spending,Transportation,3596765.0
MORU,2020,Party Days/Nights,Total,1055958.0
MORU,2020,Value Added,Camping,2663352.0
MORU,2020,Value Added,Gas,1340362.0
MORU,2020,Value Added,Groceries,1190696.0
MORU,2020,Value Added,Lodging,23965493.0
MORU,2020,Value Added,Recreation Industries,5494199.0
MORU,2020,Value Added,Restaurants,14821584.0
MORU,2020,Value Added,Retail,4312027.0
MORU,2020,Value Added,Secondary Effects,32278533.0
MORU,2020,Value Added,Transportation,1968925.0
MORU,2020,Visitor Spending,Camping,3612842.0
MORU,2020,Visitor Spending,Gas,16293128.0
MORU,2020,Visitor Spending,Groceries,6962213.0
MORU,2020,Visitor Spending,Lodging,39192249.0
MORU,2020,Visitor Spending,Recreation Industries,11137891.0
MORU,2020,Visitor Spending,Restaurants,28742841.0
MORU,2020,Visitor Spending,Retail,14616842.0
MORU,2020,Visitor Spending,Secondary Effects,0.0
MORU,2020,Visitor Spending,Transportation,3762764.0
MORU,2020,Visits,Total,2074985.0
MORU,2021,Economic Output,Camping,4657536.0
MORU,2021,Economic Output,Gas,5686063.0
MORU,2021,Economic Output,Groceries,2996650.0
MORU,2021,Economic Output,Lodging,50524491.0
MORU,2021,Economic Output,Recreation Industries,13911817.0
MORU,2021,Economic Output,Restaurants,37748659.0
MORU,2021,Economic Output,Retail,9969406.0
MORU,2021,Economic Output,Secondary Effects,91341631.0
MORU,2021,Economic Output,Transportation,4747424.0
MORU,2021,Jobs,Camping,65.0
MORU,2021,Jobs,Gas,55.0
MORU,2021,Jobs,Groceries,42.0
MORU,2021,Jobs,Lodging,476.0
MORU,2021,Jobs,Recreation Industries,267.0
MORU,2021,Jobs,Restaurants,568.0
MORU,2021,Jobs,Retail,178.0
MORU,2021,Jobs,Secondary Effects,607.0
MORU,2021,Jobs,Transportation,64.0
MORU,2021,Labor Income,Camping,2185926.0
MORU,2021,Labor Income,Gas,1627851.0
MORU,2021,Labor Income,Groceries,1181591.0
MORU,2021,Labor Income,Lodging,14217642.0
MORU,2021,Labor Income,Recreation Industries,4992256.0
MORU,2021,Labor Income,Restaurants,11805704.0
MORU,2021,Labor Income,Retail,5400222.0
MORU,2021,Labor Income,Secondary Effects,25686668.0
MORU,2021,Labor Income,Transportation,1321005.0
MORU,2021,Non-local Visitor Spending,Camping,4657536.0
MORU,2021,Non-local Visitor Spending,Gas,24508967.0
MORU,2021,Non-local Visitor Spending,Groceries,8268650.0
MORU,2021,Non-local Visitor Spending,Lodging,50524491.0
MORU,2021,Non-local Visitor Spending,Recreation Industries,12586232.0
MORU,2021,Non-local Visitor Spending,Restaurants,35590539.0
MORU,2021,Non-local Visitor Spending,Retail,16459688.0
MORU,2021,Non-local Visitor Spending,Secondary Effects,0.0
MORU,2021,Non-local Visitor Spending,Transportation,4538227.0
MORU,2021,Party Days/Nights,Total,1285411.0
MORU,2021,Value Added,Camping,3352136.0
MORU,2021,Value Added,Gas,2982374.0
MORU,2021,Value Added,Groceries,1706387.0
MORU,2021,Value Added,Lodging,31773286.0
MORU,2021,Value Added,Recreation Industries,6845170.0
MORU,2021,Value Added,Restaurants,18189569.0
MORU,2021,Value Added,Retail,6372784.0
MORU,2021,Value Added,Secondary Effects,44825392.0
MORU,2021,Value Added,Transportation,2389216.0
MORU,2021,Visitor Spending,Camping,4657536.0
MORU,2021,Visitor Spending,Gas,25885744.0
MORU,2021,Visitor Spending,Groceries,9024396.0
MORU,2021,Visitor Spending,Lodging,50524491.0
MORU,2021,Visitor Spending,Recreation Industries,13911817.0
MORU,2021,Visitor Spending,Restaurants,37748659.0
MORU,2021,Visitor Spending,Retail,17928071.0
MORU,2021,Visitor Spending,Secondary Effects,0.0
MORU,2021,Visitor Spending,Transportation,4747036.0
MORU,2021,Visits,Total,2525868.0
MORU,2022,Economic Output,Camping,9801686.0
MORU,2022,Economic Output,Gas,10340857.0
MORU,2022,Economic Output,Groceries,6158852.0
MORU,2022,Economic Output,Lodging,182216433.0
MORU,2022,Economic Output,Recreation Industries,33055870.0
MORU,2022,Economic Output,Restaurants,58591734.0
MORU,2022,Economic Output,Retail,19332278.0
MORU,2022,Economic Output,Secondary Effects,230287515.0
MORU,2022,Economic Output,Transportation,1507704.0
MORU,2022,Jobs,Camping,140.0
MORU,2022,Jobs,Gas,98.0
MORU,2022,Jobs,Groceries,89.0
MORU,2022,Jobs,Lodging,2074.0
MORU,2022,Jobs,Recreation Industries,518.0
MORU,2022,Jobs,Restaurants,860.0
MORU,2022,Jobs,Retail,330.0
MORU,2022,Jobs,Secondary Effects,1540.0
MORU,2022,Jobs,Transportation,43.0
MORU,2022,Labor Income,Camping,4546541.0
MORU,2022,Labor Income,Gas,2969629.0
MORU,2022,Labor Income,Groceries,2487181.0
MORU,2022,Labor Income,Lodging,65185424.0
MORU,2022,Labor Income,Recreation Industries,12238740.0
MORU,2022,Labor Income,Restaurants,18568599.0
MORU,2022,Labor Income,Retail,10822506.0
MORU,2022,Labor Income,Secondary Effects,68189113.0
MORU,2022,Labor Income,Transportation,845766.0
MORU,2022,Non-local Visitor Spending,Camping,9245521.0
MORU,2022,Non-local Visitor Spending,Gas,45376368.0
MORU,2022,Non-local Visitor Spending,Groceries,17814314.0
MORU,2022,Non-local Visitor Spending,Lodging,177661023.0
MORU,2022,Non-local Visitor Spending,Recreation Industries,31817232.0
MORU,2022,Non-local Visitor Spending,Restaurants,56558189.0
MORU,2022,Non-local Visitor Spending,Retail,33533701.0
MORU,2022,Non-local Visitor Spending,Secondary Effects,0.0
MORU,2022,Non-local Visitor Spending,Transportation,1403064.0
MORU,2022,Party Days/Nights,Total,1183799.0
MORU,2022,Value Added,Camping,6990210.0
MORU,2022,Value Added,Gas,5423911.0
MORU,2022,Value Added,Groceries,3540578.0
MORU,2022,Value Added,Lodging,121415033.0
MORU,2022,Value Added,Recreation Industries,15366180.0
MORU,2022,Value Added,Restaurants,28433807.0
MORU,2022,Value Added,Retail,12605276.0
MORU,2022,Value Added,Secondary Effects,116417244.0
MORU,2022,Value Added,Transportation,1037340.0
MORU,2022,Visitor Spending,Camping,9801686.0
MORU,2022,Visitor Spending,Gas,47076435.0
MORU,2022,Visitor Spending,Groceries,18547352.0
MORU,2022,Visitor Spending,Lodging,182216433.0
MORU,2022,Visitor Spending,Recreation Industries,33055870.0
MORU,2022,Visitor Spending,Restaurants,58591734.0
MORU,2022,Visitor Spending,Retail,34765407.0
MORU,2022,Visitor Spending,Secondary Effects,0.0
MORU,2022,Visitor Spending,Transportation,1507704.0
MORU,2022,Visits,Total,2440449.0
MORU,2023,Economic Output,Camping,9893075.0
MORU,2023,Economic Output,Gas,10413770.0
MORU,2023,Economic Output,Groceries,6196287.0
MORU,2023,Economic Output,Lodging,183936016.0
MORU,2023,Economic Output,Recreation Industries,33373938.0
MORU,2023,Economic Output,Restaurants,59578234.0
MORU,2023,Economic Output,Retail,19469440.0
MORU,2023,Economic Output,Secondary Effects,232321275.0
MORU,2023,Economic Output,Transportation,1528427.0
MORU,2023,Jobs,Camping,141.0
MORU,2023,Jobs,Gas,98.0
MORU,2023,Jobs,Groceries,89.0
MORU,2023,Jobs,Lodging,2093.0
MORU,2023,Jobs,Recreation Industries,523.0
MORU,2023,Jobs,Restaurants,868.0
MORU,2023,Jobs,Retail,329.0
MORU,2023,Jobs,Secondary Effects,1534.0
MORU,2023,Jobs,Transportation,43.0
MORU,2023,Labor Income,Camping,4586380.0
MORU,2023,Labor Income,Gas,2995748.0
MORU,2023,Labor Income,Groceries,2509166.0
